source_stem,n_rows,n_cycles,future16_rate,future8_rate,median_signed_optical_loss_axis,median_front_contraction_axis,median_rollout_difficulty_axis,median_echem_degraded_state_axis,median_combined_loss_mechanism_axis
11_c2_x10_050723,3,1,1.0,0.0,0.43522585473329617,1.2760420958088798,-0.8813033618658166,0.5090754859515649,0.3347600186569811
17_c2_x10_HighHighCOV_150723,30,10,1.0,0.8,0.0194789635447429,-0.31682717805600275,0.544334338667158,0.4147544203958786,0.2453678056875298
12_c2_x10_070723,6,2,1.0,1.0,0.25550626954429634,0.16059457616914694,-0.15297534968294127,0.30696493382936174,0.14252260746496595
16_c2_x10_HighHighCOV_130723,9,3,0.6666666666666666,0.0,-0.10788348975878946,0.44706186934461567,-0.11269441337601838,-0.26775182438423495,0.06238698289787464
5_c2_x10_260623,6,2,0.5,0.0,0.06909485414277633,-0.2429402629921191,-0.1713995608635639,0.0619883467216607,-0.06904296392786834
9_c2_x10_010723,9,3,1.0,0.6666666666666666,-0.056597000189239764,0.13703072812755251,-0.5129076413270349,0.15339675839781047,-0.08856499021284746
14_c2_x10_HighCOV_110723,3,1,0.0,0.0,-0.13342765030163944,0.09851482633039836,-0.30573131857697333,-0.6365876856295997,-0.24430795704445352
15_c2_x5_HighCOV_120723,3,1,0.0,0.0,-1.4560372896503264,0.6900595041445794,0.10245632571020682,-1.0178709322980464,-0.4203480980233967
18_c2_xN_HighHighCOV_170723,3,1,0.0,0.0,-3.11216837426362,-0.2387480052832846,-0.24336621791271335,0.622555390612052,-0.7429318017118915
