is_synchronized_reference,cohort_role,n_roi,roi_norm_mean_delta,high_fraction_slope,first_last_corr,cumulative_abs_norm_change,temporal_diff_energy
0,control,16,-0.0027320454828441143,4.9837079050867656e-05,0.9304352939339133,0.024955244385637343,0.00014025209088686097
0,event,12,0.015103980588416258,0.00044513802471411837,0.8891615885193785,0.039203730411827564,0.000137568153149914
1,control,12,-0.0006052677830060323,0.00037047178135591886,0.9955548532050624,0.008801635859223703,9.693783946810679e-05
1,event,12,-0.00027156683305899304,0.0004738966980110627,0.9854462530582051,0.012500417573998371,0.00010602167609855921
