roi_id,cycleNo,source_stem,local_cycle_index,front_candidate_rank,object_candidate_rank,validation_score,validation_label,object_x_full_approx,object_y_full_approx,crop_x0,crop_y0,crop_x1,crop_y1,crop_size_full,output_size,n_frames,first_frame_index,last_frame_index,roi_mean_first,roi_mean_last,roi_mean_delta_last_minus_first,roi_norm_mean_first,roi_norm_mean_last,roi_norm_mean_delta_last_minus_first,stage_drift_xy_sampled,npz_path,preview_png,roi_norm_mean_delta,roi_norm_mean_slope,roi_norm_mean_slope_r2,high_fraction_delta,high_fraction_slope,low_fraction_delta,low_fraction_slope,high_radius2_delta_px2,high_radius2_slope_px2_per_frame,high_radius2_slope_um2_per_frame,centroid_path_px,first_last_corr,cumulative_abs_norm_change,temporal_diff_energy,cohort_role,event_reference_cycle,event_particles,n_event_particles,mean_drop_frac,global_frame_percentile,evidence_score,degradation_mode_hypothesis,front_quality_score,apparent_diffusion_proxy_ds_px2_per_frame,is_synchronized_reference,multicycle_physics_score
cycle156_rank7_obj27,156.0,18_c2_xN_HighHighCOV_170723,0,7,27,4.90045527121776,event_multicycle_roi_candidate,1249.4246575342463,859.6164383561644,1153,764,1345,956,192,96,64,0,1938,8178.92724609375,8548.2392578125,369.31201171875,0.1208673864603042,0.16012042760849,0.0392530411481857,0.2121320343559321,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/cycle156_rank7_obj27.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/previews/cycle156_rank7_obj27.png,0.03925304114818573,0.00013291522853704202,0.029768146606905077,0.1682144997004194,0.0005926764343106447,-0.12162971839424805,-0.0005674233271222511,36.24219141443086,0.154991754455776,0.0014284040090644316,14.417681190373067,0.8532969442834611,0.06091739237308502,0.0003313284832984209,event,156.0,particle1,1.0,0.1656050955414012,0.9101123595505618,4.816527810967591,single_persistent_drop_needs_roi_qc,1.6668088838929638,0.000361101057353,0,2.7115384615384617
cycle156_rank5_obj4,156.0,18_c2_xN_HighHighCOV_170723,0,5,4,5.045443781614695,event_multicycle_roi_candidate,817.5632183908046,333.5632183908046,722,238,914,430,192,96,64,0,1938,8218.455078125,8954.64453125,736.189453125,0.0621360726654529,0.0971231833100318,0.0349871106445789,0.2121320343559321,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/cycle156_rank5_obj4.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/previews/cycle156_rank5_obj4.png,0.034987110644578934,0.0001795578469102691,0.08418357481467809,0.20416417016177352,0.0010660384527595439,-0.2207908927501498,-0.0010382545480283655,21.71573539249698,0.03381758424241712,0.0003116628563781162,16.219660012314566,0.8783240136194344,0.04768078029155731,0.00013733973901253194,event,156.0,particle1,1.0,0.1656050955414012,0.9101123595505618,4.816527810967591,single_persistent_drop_needs_roi_qc,1.3097972948929866,0.0003479716831246,0,2.576923076923077
cycle156_rank8_obj10,156.0,18_c2_xN_HighHighCOV_170723,0,8,10,5.095436512452073,event_multicycle_roi_candidate,1248.1333333333334,1131.8666666666666,1152,1008,1344,1200,192,96,64,0,1938,8709.4873046875,9517.55859375,808.0712890625,0.0660714954137802,0.0978640392422676,0.0317925438284873,0.2121320343559321,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/cycle156_rank8_obj10.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/previews/cycle156_rank8_obj10.png,0.031792543828487396,0.00015569852388740323,0.07559142689924447,0.14484721390053923,0.0006402403393490911,-0.18019772318753746,-0.0008557422081613202,-29.85963089818165,-0.3418101631460031,-0.003150122463553565,15.576933358027729,0.9025044705929467,0.04514714702963829,0.00013462679635267705,event,156.0,particle1,1.0,0.1656050955414012,0.9101123595505618,4.816527810967591,single_persistent_drop_needs_roi_qc,1.5796474218170364,0.0001345364546228,0,2.2884615384615383
cycle156_rank2_obj2,156.0,18_c2_xN_HighHighCOV_170723,0,2,2,5.093610228639238,event_multicycle_roi_candidate,1201.4545454545455,1053.7662337662337,1105,958,1297,1150,192,96,64,0,1938,8426.708984375,9295.8203125,869.111328125,0.0654444694519043,0.0999456122517585,0.0345011427998542,0.2121320343559321,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/cycle156_rank2_obj2.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/previews/cycle156_rank2_obj2.png,0.03450114279985428,0.0001770326280932288,0.08579962981282774,0.21060515278609943,0.001044924468381627,-0.15038945476333132,-0.0007282661416873548,37.243951343313825,0.30893184748389624,0.0028471159064115876,19.314048208127144,0.9114002644646184,0.04509711638092995,0.00013061214121989906,event,156.0,particle1,1.0,0.1656050955414012,0.9101123595505618,4.816527810967591,single_persistent_drop_needs_roi_qc,1.2118362385241466,0.0002177126664658,0,2.25
cycle60_rank6_obj26,60.0,7_c2_x10_290623,5,6,26,4.590869322464719,event_multicycle_roi_candidate,1231.8333333333333,843.4166666666666,1136,747,1328,939,192,96,64,4603,5522,8068.765625,8065.12158203125,-3.64404296875,0.1190228834748268,0.1186382621526718,-0.0003846213221549,0.1802775637732877,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/cycle60_rank6_obj26.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/previews/cycle60_rank6_obj26.png,-0.0003846213221549988,5.205502501610517e-05,0.01829330500116899,-0.004044337926902342,0.00022361550971497238,-0.0035949670461354333,-0.00010143422834405351,-14.016237630798173,-0.10889092213130248,-0.0010035387383620837,13.387233487776983,0.8344266769197118,0.04806748032569885,0.0002903675485868007,event,60.0,particle3,1.0,0.1707317073170731,0.3707865168539326,5.37722440775176,single_persistent_drop_needs_roi_qc,1.320031653911962,-0.0002687203200089,0,2.25
cycle60_rank3_obj9,60.0,7_c2_x10_290623,5,3,9,6.866497919843912,event_multicycle_roi_candidate,800.7027027027027,321.94594594594594,705,226,897,418,192,96,64,4603,5522,8284.15234375,8284.173828125,0.021484375,0.0795613974332809,0.0796813443303108,0.0001199468970298,0.1802775637732877,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/cycle60_rank3_obj9.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/previews/cycle60_rank3_obj9.png,0.00011994689702987671,0.00011827656470457461,0.10246995464814523,0.004643499101258219,0.000533717081799767,-0.0016476932294787194,-0.0006836102533376369,-7.833902090168067,-0.425965870602505,-0.003925701463472687,15.86376250219266,0.8693913322247689,0.03590240702033043,0.0001272370427614078,event,60.0,particle3,1.0,0.1707317073170731,0.3707865168539326,5.37722440775176,single_persistent_drop_needs_roi_qc,2.4945534720369364,0.0004867846454059,0,2.0769230769230766
cycle62_rank3_obj9,62.0,7_c2_x10_290623,7,3,9,5.445827812460037,control_multicycle_roi_candidate,798.3291139240506,318.0253164556962,702,222,894,414,192,96,64,6444,7363,8272.140625,8302.2314453125,30.0908203125,0.0780591294169426,0.0799833163619041,0.0019241869449615,0.2500000000000909,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/cycle62_rank3_obj9.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/previews/cycle62_rank3_obj9.png,0.0019241869449615479,0.00010998469586364704,0.08043147263943928,0.011084481725584183,0.0004487433252786773,-0.017076093469143183,-0.0006518243963944973,5.417711358715792,-0.3371006626159322,-0.003106719706668431,14.810792130998719,0.8236546885004241,0.039540208876132965,9.748830780154094e-05,control,60.0,particle3,1.0,0.1707317073170731,0.3707865168539326,5.37722440775176,single_persistent_drop_needs_roi_qc,1.5226033969557806,0.0009999913697182,0,2.0
cycle86_rank4_obj9,86.0,10_c2_x10_030723,1,4,9,4.6612934650376046,event_multicycle_roi_candidate,810.7391304347826,383.69565217391306,715,288,907,480,192,96,64,906,1812,8176.974609375,8167.140625,-9.833984375,0.0835592597723007,0.082896739244461,-0.0006625205278396,0.2236067977499281,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/cycle86_rank4_obj9.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/previews/cycle86_rank4_obj9.png,-0.0006625205278396606,0.00015461586548813768,0.1558487112724437,0.002396644697423622,0.0007780110592423359,-0.0019472738166566583,-0.0012219019745981995,10.493458867036907,0.046606881712505856,0.000429529021862454,16.74307340334539,0.9761674649981452,0.018771573901176453,0.0001479157799622044,event,86.0,"particle0,particle1,particle2",3.0,0.1420951480652973,0.0786516853932584,12.399287527913966,synchronized_persistent_drop_low_frame_count,1.1156177975150214,0.0001313458507198,1,1.8076923076923075
cycle60_rank4_obj5,60.0,7_c2_x10_290623,5,4,5,5.355307596954036,event_multicycle_roi_candidate,568.3137254901961,169.0196078431373,472,73,664,265,192,96,64,4603,5522,8475.23828125,8471.3681640625,-3.8701171875,0.0895092040300369,0.0892198979854583,-0.0002893060445785,0.1802775637732877,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/cycle60_rank4_obj5.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/previews/cycle60_rank4_obj5.png,-0.00028930604457855225,3.699795001837985e-05,0.01759612705025071,-0.0017974835230676889,0.00010956158630664352,-0.006291192330736994,-0.0003188530562706708,3.3710196741781147,0.0544976489379106,0.0005022503326117841,15.447172123130875,0.8437913552152481,0.03675686940550804,0.0001335912966169417,event,60.0,particle3,1.0,0.1707317073170731,0.3707865168539326,5.37722440775176,single_persistent_drop_needs_roi_qc,1.5337954930279185,-0.000649790520133,0,1.7307692307692308
cycle58_rank6_obj29,58.0,7_c2_x10_290623,3,6,29,4.995734664947042,control_multicycle_roi_candidate,1236.076923076923,846.9230769230769,1140,751,1332,943,192,96,64,2761,3681,8088.73681640625,8089.982421875,1.24560546875,0.1193166598677635,0.1194778978824615,0.000161238014698,0.2236067977500298,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/cycle58_rank6_obj29.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/previews/cycle58_rank6_obj29.png,0.00016123801469802856,7.880005777400779e-05,0.04216499386874317,0.0008987417615338722,0.0003044329971007629,-0.0010485320551228416,-0.0002347743379049545,-3.9304986628912957,0.04154482448681872,0.0003828771024705213,14.941565014320046,0.9707391341919097,0.02243044786155224,0.00030483605223707855,control,60.0,particle3,1.0,0.1707317073170731,0.3707865168539326,5.37722440775176,single_persistent_drop_needs_roi_qc,1.6155277307729818,0.0003492805402585,0,1.6346153846153846
