roi_id,cycleNo,source_stem,local_cycle_index,front_candidate_rank,object_candidate_rank,validation_score,validation_label,object_x_full_approx,object_y_full_approx,crop_x0,crop_y0,crop_x1,crop_y1,crop_size_full,output_size,n_frames,first_frame_index,last_frame_index,roi_mean_first,roi_mean_last,roi_mean_delta_last_minus_first,roi_norm_mean_first,roi_norm_mean_last,roi_norm_mean_delta_last_minus_first,stage_drift_xy_sampled,npz_path,preview_png,roi_norm_mean_delta,roi_norm_mean_slope,roi_norm_mean_slope_r2,high_fraction_delta,high_fraction_slope,low_fraction_delta,low_fraction_slope,high_radius2_delta_px2,high_radius2_slope_px2_per_frame,high_radius2_slope_um2_per_frame,centroid_path_px,first_last_corr,cumulative_abs_norm_change,temporal_diff_energy,cohort_role,event_reference_cycle,event_particles,n_event_particles,mean_drop_frac,global_frame_percentile,evidence_score,degradation_mode_hypothesis,front_quality_score,apparent_diffusion_proxy_ds_px2_per_frame,is_synchronized_reference,multicycle_physics_score
cycle156_rank6_obj3,156.0,18_c2_xN_HighHighCOV_170723,0,6,3,5.14793840443715,event_multicycle_roi_candidate,1669.981981981982,145.04504504504504,1574,49,1766,241,192,96,64,0,1938,8077.177734375,8765.869140625,688.69140625,0.0687203034758567,0.0922144725918769,0.0234941691160202,0.2121320343559321,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/cycle156_rank6_obj3.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/previews/cycle156_rank6_obj3.png,0.023494169116020203,0.0001111375208903149,0.07101769774365352,0.10695026962252846,0.0005163444254966123,-0.10575194727381662,-0.0003580598425939925,-21.47435401669736,-0.021422783953313512,-0.00019743237691373733,15.765657176316745,0.9400506417866396,0.034793127328157425,7.549088331870735e-05,event,156.0,particle1,1.0,0.1656050955414012,0.9101123595505618,4.816527810967591,single_persistent_drop_needs_roi_qc,1.4367926892737708,4.9933181466435456e-05,0,1.5192307692307694
cycle62_rank4_obj1,62.0,7_c2_x10_290623,7,4,1,4.911685287617786,control_multicycle_roi_candidate,566.4,166.8,470,71,662,263,192,96,64,6444,7363,8467.4150390625,8468.712890625,1.2978515625,0.0913313999772071,0.0918805375695228,0.0005491375923156,0.2500000000000909,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/cycle62_rank4_obj1.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/previews/cycle62_rank4_obj1.png,0.0005491375923156738,2.8963597327634116e-05,0.010931017651223396,0.00149790293588975,4.559550694961352e-05,0.013031755542240842,-0.00023798755917539687,-35.14246773307252,-0.062452808994076965,-0.0005755650876894133,15.511310751558906,0.81748654409238,0.03932403028011322,0.0001122558896895498,control,60.0,particle3,1.0,0.1707317073170731,0.3707865168539326,5.37722440775176,single_persistent_drop_needs_roi_qc,1.1137010944495138,-0.0004830536672512,0,1.5192307692307692
cycle116_rank7_obj37,116.0,13_c2_x6_100723,1,7,37,4.274566215478122,event_multicycle_roi_candidate,1255.090909090909,900.2727272727273,1159,804,1351,996,192,96,64,909,1818,8141.65380859375,8131.5537109375,-10.10009765625,0.1357792317867279,0.1347758322954177,-0.0010033994913101,0.2499999999999317,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/cycle116_rank7_obj37.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/previews/cycle116_rank7_obj37.png,-0.0010033994913101196,0.00012375914931788676,0.109319538028252,-0.005092869982025183,0.000634201403749038,0.003145596165368525,-0.0003818657999679579,3.6130819218067245,0.29184483158276786,0.002689641967866789,14.140438073434831,0.9925954112850586,0.013415715657174587,0.00023451166634913534,event,116.0,"particle0,particle1,particle2",3.0,0.1917019578422557,0.0112359550561797,12.929917335181958,synchronized_persistent_drop_low_frame_count,1.32518717317117,0.0003295309914747,1,1.5
cycle158_rank2_obj1,158.0,18_c2_xN_HighHighCOV_170723,2,2,1,4.565168403238116,control_multicycle_roi_candidate,1196.9032258064517,1048.9032258064517,1101,953,1293,1145,192,96,64,3878,5817,8600.0107421875,8824.365234375,224.3544921875,0.0687731802463531,0.07765544205904,0.0088822618126869,0.2499999999999317,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/cycle158_rank2_obj1.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/previews/cycle158_rank2_obj1.png,0.00888226181268692,5.592031859803073e-05,0.011607851847122541,0.04898142600359495,0.0002746326845712687,-0.04119233073696821,-0.0001947719621101877,11.950066627404908,-0.007160791877804762,-6.599385794584869e-05,20.222659124578882,0.9617807398224266,0.018633343279361725,0.0002925977169070393,control,156.0,particle1,1.0,0.1656050955414012,0.9101123595505618,4.816527810967591,single_persistent_drop_needs_roi_qc,0.7788033639340246,0.0002693341677908,0,1.5
cycle60_rank2_obj2,60.0,7_c2_x10_290623,5,2,2,5.384766191610338,event_multicycle_roi_candidate,1180.4,1033.6571428571428,1084,938,1276,1130,192,96,64,4603,5522,8229.1943359375,8251.4375,22.2431640625,0.0802203938364982,0.0816128924489021,0.0013924986124038,0.1802775637732877,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/cycle60_rank2_obj2.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/previews/cycle60_rank2_obj2.png,0.0013924986124038696,7.330343219359536e-05,0.04132839678005784,0.005392450569203122,0.0002817827020193701,-0.00014979029358896945,-0.0002442459677330851,19.214775918297164,0.2842149893611335,0.0026193253419522066,15.955518667969493,0.9042561784481742,0.02850353717803955,0.00011515600635902956,event,60.0,particle3,1.0,0.1707317073170731,0.3707865168539326,5.37722440775176,single_persistent_drop_needs_roi_qc,1.3721660201122636,-0.0003672763036167,0,1.4615384615384617
cycle86_rank6_obj78,86.0,10_c2_x10_030723,1,6,78,4.564274022953415,event_multicycle_roi_candidate,550.9333333333333,214.4,455,118,647,310,192,96,64,906,1812,8524.732421875,8528.212890625,3.48046875,0.085939921438694,0.086263358592987,0.000323437154293,0.2236067977499281,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/cycle86_rank6_obj78.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/previews/cycle86_rank6_obj78.png,0.0003234371542930603,8.182269879258672e-05,0.07071264959767698,0.003295386458957439,0.00034642434657413746,0.0059916117435590555,-0.0007218328406165442,7.509377843718994,0.055685386603850334,0.0005131965229410847,17.71359741354183,0.9732130924083864,0.017653625458478928,0.00014822930097579956,event,86.0,"particle0,particle1,particle2",3.0,0.1420951480652973,0.0786516853932584,12.399287527913966,synchronized_persistent_drop_low_frame_count,1.85813722649508,-0.000538995063536,1,1.403846153846154
cycle157_rank4_obj8,157.0,18_c2_xN_HighHighCOV_170723,1,4,8,4.446061746000481,control_multicycle_roi_candidate,579.5471698113207,178.9433962264151,484,83,676,275,192,96,64,1939,3877,9008.140625,8650.265625,-357.875,0.1093101352453231,0.0898286402225494,-0.0194814950227737,0.2236067977499789,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/cycle157_rank4_obj8.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/previews/cycle157_rank4_obj8.png,-0.019481495022773743,-8.59235515715654e-05,0.03626399025181315,-0.06201318154583585,-0.0003062436490012873,0.09961054523666862,0.00044130524957367387,7.256124005571564,0.13514012890444319,0.0012454514279833485,19.744774286796662,0.897057367706484,0.03592511638998985,0.00013644482532981783,control,156.0,particle1,1.0,0.1656050955414012,0.9101123595505618,4.816527810967591,single_persistent_drop_needs_roi_qc,0.8642722258468417,-0.0001783003742465,0,1.4038461538461537
cycle58_rank3_obj9,58.0,7_c2_x10_290623,3,3,9,4.475129312169529,control_multicycle_roi_candidate,802.0759493670886,327.746835443038,706,232,898,424,192,96,64,2761,3681,8284.15234375,8284.4931640625,0.3408203125,0.0804646834731102,0.0803442969918251,-0.000120386481285,0.2236067977500298,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/cycle58_rank3_obj9.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/previews/cycle58_rank3_obj9.png,-0.00012038648128509521,0.00011659612121817851,0.09783675832322514,0.0002995805871779389,0.0005099111244258043,0.005692031156381061,-0.0006600992127505015,-8.472904103372116,-0.1659274001510011,-0.0015291869197916264,16.36139509702319,0.9791810521409502,0.016112415120005608,0.00013947469415143132,control,60.0,particle3,1.0,0.1707317073170731,0.3707865168539326,5.37722440775176,single_persistent_drop_needs_roi_qc,0.8161872484866202,0.0002580614020299,0,1.3846153846153846
cycle158_rank4_obj8,158.0,18_c2_xN_HighHighCOV_170723,2,4,8,4.680398202469608,control_multicycle_roi_candidate,581.010101010101,179.07070707070707,485,83,677,275,192,96,64,3878,5817,8654.150390625,8757.1767578125,103.0263671875,0.0854007750749588,0.0908047407865524,0.0054039657115936,0.2499999999999317,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/cycle158_rank4_obj8.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/previews/cycle158_rank4_obj8.png,0.005403965711593628,4.058858830031508e-05,0.008621617378137936,0.020371479928100622,2.6316179326966413e-05,-0.026213301378070708,-0.00025969480639193395,-31.688338177060018,-0.32173861341464227,-0.002965143061229343,22.71301999958255,0.9578880284728651,0.020740851759910583,0.0003328637103550136,control,156.0,particle1,1.0,0.1656050955414012,0.9101123595505618,4.816527810967591,single_persistent_drop_needs_roi_qc,1.010899066972006,0.0001401779046497,0,1.307692307692308
cycle86_rank8_obj17,86.0,10_c2_x10_030723,1,8,17,4.404672825684108,event_multicycle_roi_candidate,116.0,1002.9019607843136,20,907,212,1099,192,96,64,906,1812,8309.9638671875,8314.166015625,4.2021484375,0.1148767992854118,0.115282692015171,0.0004058927297592,0.2236067977499281,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/cycle86_rank8_obj17.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/previews/cycle86_rank8_obj17.png,0.0004058927297592163,0.0001173355582514737,0.22785559116967558,-0.0029958058717795,0.00028618244896705196,-0.0014979029358898055,-0.0004303898991960703,4.773593693701628,-0.060022174810828624,-0.0005531643630565966,14.641106189311607,0.9595425012763258,0.018387656658887863,0.0001289472565986216,event,86.0,"particle0,particle1,particle2",3.0,0.1420951480652973,0.0786516853932584,12.399287527913966,synchronized_persistent_drop_low_frame_count,1.248393377128957,0.0002578172714733,1,1.2115384615384615
cycle88_rank5_obj9,88.0,10_c2_x10_030723,3,5,9,4.333685300200534,control_multicycle_roi_candidate,810.4086021505376,383.6559139784946,714,288,906,480,192,96,64,2720,3626,8172.9072265625,8149.90283203125,-23.00439453125,0.0862656980752945,0.0848554670810699,-0.0014102309942245,0.2121320343559321,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/cycle88_rank5_obj9.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/previews/cycle88_rank5_obj9.png,-0.0014102309942245483,0.00012302037563870918,0.07721476246148884,-0.0031455961653684694,0.0007779459032080329,-0.0016476932294787194,-0.0015322435952304122,4.236460059758997,-0.12950893315875192,-0.0011935543279910576,19.54238722692882,0.9964247476619131,0.010030393488705158,0.00017008843133226037,control,86.0,"particle0,particle1,particle2",3.0,0.1420951480652973,0.0786516853932584,12.399287527913966,synchronized_persistent_drop_low_frame_count,0.9442061661567512,-0.0013073852692188,1,1.2115384615384615
cycle156_rank1_obj1,156.0,18_c2_xN_HighHighCOV_170723,0,1,1,5.881512080209022,event_multicycle_roi_candidate,1345.2307692307693,131.8041958041958,1249,36,1441,228,192,96,64,0,1938,8699.8134765625,9208.19140625,508.3779296875,0.0675278455018997,0.0837717950344085,0.0162439495325088,0.2121320343559321,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/cycle156_rank1_obj1.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/previews/cycle156_rank1_obj1.png,0.01624394953250885,7.593291538729938e-05,0.0730772331573204,0.0784901138406231,0.00034713077515653815,-0.07849011384062313,-0.00034306366691028097,-65.85333010596173,-0.5083880361067881,-0.004685304140760159,15.075263690606725,0.9502910816470055,0.029379399493336678,6.444042810471728e-05,event,156.0,particle1,1.0,0.1656050955414012,0.9101123595505618,4.816527810967591,single_persistent_drop_needs_roi_qc,1.5087951450912631,8.666220301022266e-05,0,1.2115384615384615
cycle90_rank5_obj10,90.0,10_c2_x10_030723,5,5,10,4.077663353790309,control_multicycle_roi_candidate,810.7,383.05,715,287,907,479,192,96,64,4534,5439,8088.107421875,8080.40087890625,-7.70654296875,0.0836496129631996,0.08301991969347,-0.0006296932697296,0.2500000000000227,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/cycle90_rank5_obj10.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/previews/cycle90_rank5_obj10.png,-0.0006296932697296143,0.00012927444586905576,0.06414299836749437,-0.0013481126423007805,0.0005615661425652425,0.0034451767525464083,-0.0008849904090317502,-5.1184099308497935,-0.0026325268455880714,-2.4261367408939664e-05,16.56996570471646,0.9938643159284968,0.011538862250745296,0.00014035498315934092,control,86.0,"particle0,particle1,particle2",3.0,0.1420951480652973,0.0786516853932584,12.399287527913966,synchronized_persistent_drop_low_frame_count,0.764701860494445,-0.0004634247695328,1,1.1730769230769231
cycle157_rank2_obj2,157.0,18_c2_xN_HighHighCOV_170723,1,2,2,4.370068954195929,control_multicycle_roi_candidate,1195.9157894736843,1049.3473684210526,1100,953,1292,1145,192,96,64,1939,3877,9242.81640625,8592.73828125,-650.078125,0.0983894318342208,0.073975533246994,-0.0244138985872268,0.2236067977499789,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/cycle157_rank2_obj2.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/previews/cycle157_rank2_obj2.png,-0.024413898587226868,-0.00010569456132340382,0.03753598521615331,-0.12118034751348111,-0.0005362067281629884,0.11294188136608746,0.0005231583749783259,-52.37027335691812,-0.26548403667217396,-0.0024467008819707555,20.816771274699246,0.8891612115147007,0.03636583685874939,0.00010031265264842659,control,156.0,particle1,1.0,0.1656050955414012,0.9101123595505618,4.816527810967591,single_persistent_drop_needs_roi_qc,0.6756360226257907,-0.0003688747242856,0,1.173076923076923
cycle62_rank1_obj4,62.0,7_c2_x10_290623,7,1,4,6.282223708699526,control_multicycle_roi_candidate,1176.79012345679,1024.3456790123455,1081,928,1273,1120,192,96,64,6444,7363,8170.89306640625,8212.3837890625,41.49072265625,0.0753213167190551,0.0773664414882659,0.0020451247692108,0.2500000000000909,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/cycle62_rank1_obj4.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/previews/cycle62_rank1_obj4.png,0.0020451247692108154,5.57183180577483e-05,0.025685118388446004,0.009137207908927525,0.00020434304062225088,-0.017076093469143183,-0.00028251313545651365,31.21534164790944,0.16097054340051972,0.0014835045279791897,16.007261517757932,0.9197262151951265,0.02732202783226967,8.291524136438966e-05,control,60.0,particle3,1.0,0.1707317073170731,0.3707865168539326,5.37722440775176,single_persistent_drop_needs_roi_qc,1.9750338827400629,-0.0010294590858875,0,1.096153846153846
