cycleNo,source_stem,is_event_cycle,particle_event_count,candidate_rank,preview_png,trace_csv,label,area_ds_px,centroid_y_ds,centroid_x_ds,bbox_min_row,bbox_min_col,bbox_max_row,bbox_max_col,eccentricity,solidity,candidate_score,downsample,high_threshold_from_first_frame,roi_mean_first,roi_mean_last,roi_mean_delta_last_minus_first,roi_mean_slope_per_frame,roi_mean_slope_r2,high_fraction_first,high_fraction_last,high_fraction_slope_per_frame,front_radius_slope_ds_px_per_frame,front_radius_slope_r2,front_radius_monotonic_fraction,apparent_diffusion_proxy_ds_px2_per_frame,front_radius2_slope_r2,front_quality_score
158.0,18_c2_xN_HighHighCOV_170723,False,0,6,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_158_18_c2_xN_HighHighCOV_170723_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_158_18_c2_xN_HighHighCOV_170723_cand6.csv,6,110,37.59090909090909,417.3272727272727,33,411,43,426,0.8030339929456313,0.859375,17.48024832522704,4,15672.580810546875,15385.018181818183,17011.2,1626.181818181818,0.40769419117152383,0.016779443106538006,0.39090909090909093,0.4,-2.083545754547143e-06,-8.87478716083379e-05,0.4758044760525971,0.5806451612903226,-0.00018406116264004728,0.4797337280476476,1.5361833653905674
60.0,7_c2_x10_290623,True,1,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_60_7_c2_x10_290623_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_60_7_c2_x10_290623_cand4.csv,4,121,41.09090909090909,139.29752066115702,36,132,48,147,0.699081522172021,0.8402777777777778,17.439022183418274,4,13313.936279296875,13382.347107438016,13435.239669421488,52.89256198347175,0.5653204601412035,0.03408122553547355,0.3140495867768595,0.30578512396694213,1.8327656620998126e-05,-0.00033038970868819813,0.2649429907887313,0.5161290322580645,-0.000649790520133014,0.2527234699811225,1.5337954930279183
62.0,7_c2_x10_290623,False,0,3,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_62_7_c2_x10_290623_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_62_7_c2_x10_290623_cand3.csv,5,112,80.13392857142857,200.08928571428572,73,194,87,206,0.6654905404345755,0.8484848484848485,18.26767573572343,4,13733.9814453125,13028.0,13078.285714285714,50.285714285713766,1.1736420863072643,0.17305672455727172,0.3392857142857143,0.3482142857142857,8.446840382866939e-05,0.0005295249105776808,0.4351365854209194,0.6451612903225806,0.0009999913697182436,0.4423055212122806,1.5226033969557806
156.0,18_c2_xN_HighHighCOV_170723,True,1,1,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_156_18_c2_xN_HighHighCOV_170723_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_156_18_c2_xN_HighHighCOV_170723_cand1.csv,4,159,32.660377358490564,335.62264150943395,25,330,42,343,0.7433054966753619,0.8736263736263736,20.485165652194556,4,14697.964111328125,14476.880503144654,19943.849056603773,5466.968553459119,1.0172070415640422,0.10745077431360917,0.3584905660377358,0.4779874213836478,2.6596380235670712e-05,3.907769648834327e-05,0.2139814615761585,0.5806451612903226,8.666220301022266e-05,0.2141685222247821,1.5087951450912631
60.0,7_c2_x10_290623,True,1,7,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_60_7_c2_x10_290623_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_60_7_c2_x10_290623_cand7.csv,14,95,281.5052631578947,305.5578947368421,275,300,289,312,0.899333659389271,0.9047619047619048,15.577849225587627,4,11754.208801269531,11233.01052631579,11247.831578947369,14.821052631579732,0.3581690328891828,0.02439645825447545,0.3263157894736842,0.3473684210526316,6.150309552372569e-05,0.0002356390641369838,0.21077289574812896,0.5806451612903226,0.00035681548785184574,0.2014138866978511,1.4928319437363027
62.0,7_c2_x10_290623,False,0,8,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_62_7_c2_x10_290623_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_62_7_c2_x10_290623_cand8.csv,6,90,103.1,202.0,95,196,110,208,0.8915439567656571,0.8411214953271028,14.25517491713574,4,10994.337341308594,10584.888888888889,10681.6,96.71111111111168,0.6354728751969086,0.1381693638202759,0.32222222222222224,0.3111111111111111,8.581254100547298e-05,-0.00032866154020837776,0.4741929124847768,0.5161290322580645,-0.0007487539571668717,0.4774228701716998,1.4677448149145411
86.0,10_c2_x10_030723,True,3,3,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_86_10_c2_x10_030723_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_86_10_c2_x10_030723_cand3.csv,19,150,270.3333333333333,295.0933333333333,263,287,279,304,0.8626840659057223,0.872093023255814,19.70689210851396,4,13284.746826171875,13007.36,13050.453333333333,43.09333333333234,0.8270832796848133,0.13152854894071075,0.32,0.31333333333333335,3.89118330971098e-05,-0.0001912941581939171,0.13766793518734877,0.6774193548387096,-0.00040428549481119104,0.14149047094013845,1.456577760966197
156.0,18_c2_xN_HighHighCOV_170723,True,1,6,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_156_18_c2_xN_HighHighCOV_170723_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_156_18_c2_xN_HighHighCOV_170723_cand6.csv,5,109,37.972477064220186,417.10091743119267,33,410,43,426,0.8540408720009618,0.8515625,17.04552093507522,4,14477.07861328125,14182.752293577982,20145.32110091743,5962.5688073394485,1.118844161989966,0.10415948801427544,0.41284403669724773,0.48623853211009177,2.442775724065178e-05,2.3546696871045957e-05,0.11274849248639651,0.7096774193548387,4.9933181466435456e-05,0.11436677743253554,1.4367926892737708
60.0,7_c2_x10_290623,True,1,8,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_60_7_c2_x10_290623_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_60_7_c2_x10_290623_cand8.csv,1,99,29.151515151515152,257.92929292929296,22,253,36,264,0.7289797092113507,0.853448275862069,14.5071297837979,4,11427.774536132812,11013.171717171717,10925.252525252525,-87.9191919191926,0.19856176503151296,0.01339065354600899,0.23232323232323232,0.26262626262626265,4.291903940336203e-05,0.0003486990432383347,0.1628186313720219,0.5806451612903226,0.0007783059122583892,0.17661286381671326,1.4200766564790577
60.0,7_c2_x10_290623,True,1,2,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_60_7_c2_x10_290623_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_60_7_c2_x10_290623_cand2.csv,12,114,256.70175438596493,293.93859649122805,249,287,265,301,0.8161845621434521,0.8028169014084507,18.311250653351454,4,14246.750732421875,13984.0,13988.491228070176,4.491228070175566,0.6845275143569588,0.035436101996582425,0.32456140350877194,0.34210526315789475,3.0388407294964615e-05,-0.00020433096507364157,0.21237059392507063,0.45161290322580644,-0.0003672763036167714,0.20818252296138662,1.3721660201122636
116.0,13_c2_x6_100723,True,3,7,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_116_13_c2_x6_100723_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_116_13_c2_x6_100723_cand7.csv,8,107,224.38317757009347,315.70093457943926,219,309,230,325,0.7816273029362908,0.8294573643410853,14.532880278626676,4,12236.18408203125,11779.58878504673,11747.289719626167,-32.29906542056233,0.1908318904785703,0.12129392073889311,0.32710280373831774,0.32710280373831774,4.537794807636593e-05,0.00017060352168482202,0.10527430969346963,0.6129032258064516,0.0003295309914747071,0.1070096376712486,1.32518717317117
60.0,7_c2_x10_290623,True,1,6,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_60_7_c2_x10_290623_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_60_7_c2_x10_290623_cand6.csv,9,132,210.2651515151515,308.8560606060606,205,301,217,320,0.8418671744174486,0.7415730337078652,15.866868741991695,4,12047.711669921875,11574.30303030303,11559.757575757576,-14.54545454545405,0.08768242618479874,0.07138118820267148,0.2878787878787879,0.29545454545454547,1.8396398661689447e-05,-0.00015745483148189052,0.15409314935123875,0.5161290322580645,-0.00026872032000894313,0.14980947230265884,1.320031653911962
156.0,18_c2_xN_HighHighCOV_170723,True,1,5,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_156_18_c2_xN_HighHighCOV_170723_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_156_18_c2_xN_HighHighCOV_170723_cand5.csv,9,122,82.73770491803279,205.2295081967213,74,198,93,214,0.9184829133330797,0.7484662576687117,17.941791027063086,4,13098.031005859375,12892.852459016394,17741.114754098362,4848.262295081968,0.9139918483893449,0.10929156227119419,0.3114754098360656,0.5409836065573771,3.894440336190993e-05,0.00022594803700428027,0.08899441997861168,0.6451612903225806,0.0003479716831246465,0.07564158459179426,1.3097972948929866
90.0,10_c2_x10_030723,False,0,6,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_90_10_c2_x10_030723_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_90_10_c2_x10_030723_cand6.csv,8,134,56.634328358208954,138.17164179104478,51,127,62,148,0.8699980941295566,0.7928994082840237,17.235991554102924,4,13139.03125,12883.58208955224,12835.820895522387,-47.76119402985205,0.4299394945839422,0.03096778087305252,0.27611940298507465,0.26119402985074625,3.893129833852322e-06,0.0003013959418019238,0.3354195324071516,0.6129032258064516,0.0008126134183213981,0.34116066571353887,1.289483423927142
116.0,13_c2_x6_100723,True,3,3,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_116_13_c2_x6_100723_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_116_13_c2_x6_100723_cand3.csv,5,109,96.20183486238533,205.57798165137615,90,199,103,212,0.5817522623604555,0.8449612403100775,18.412653909965687,4,14222.658203125,13754.715596330276,13624.366972477064,-130.3486238532114,1.4205518427152501,0.20287663172889536,0.3761467889908257,0.3302752293577982,4.8165019990174694e-05,-0.00010942731676882368,0.09804484664922697,0.5806451612903226,-0.00019161218728063286,0.09868708612661448,1.2773770940661642
116.0,13_c2_x6_100723,True,3,2,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_116_13_c2_x6_100723_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_116_13_c2_x6_100723_cand2.csv,2,129,43.14728682170543,335.6821705426357,36,330,54,342,0.800620919253839,0.832258064516129,19.54440010781142,4,18662.975341796875,16929.24031007752,16747.658914728683,-181.58139534883594,1.4986578064605456,0.1235535077078781,0.37209302325581395,0.3643410852713178,4.669152422082058e-05,1.2336246463425745e-05,0.006748266199650188,0.7419354838709677,2.5891314395784092e-05,0.006577152533584929,1.2552609026042028
86.0,10_c2_x10_030723,True,3,8,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_86_10_c2_x10_030723_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_86_10_c2_x10_030723_cand8.csv,18,104,249.1153846153846,28.78846153846154,241,24,259,35,0.9073335360534048,0.7591240875912408,15.658476718677482,4,11767.94287109375,11568.0,11595.076923076924,27.076923076923777,0.9445241724345939,0.25853898243674855,0.25961538461538464,0.2980769230769231,5.28219481021505e-05,0.0001250923712767358,0.05052747604384755,0.6451612903225806,0.0002578172714733306,0.05270461076252886,1.248393377128957
156.0,18_c2_xN_HighHighCOV_170723,True,1,3,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_156_18_c2_xN_HighHighCOV_170723_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_156_18_c2_xN_HighHighCOV_170723_cand3.csv,3,167,32.02395209580838,257.7784431137725,25,247,39,269,0.846860782763595,0.7324561403508771,19.472103383352174,4,12607.126708984375,12314.059880239522,16089.676646706586,3775.6167664670647,0.7029494761815697,0.10529500308503303,0.2754491017964072,0.4311377245508982,2.0498204687846207e-05,4.817646554022589e-05,0.08160919090129759,0.5806451612903226,0.00014641699593906962,0.08153264581668807,1.2437869980083083
116.0,13_c2_x6_100723,True,3,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_116_13_c2_x6_100723_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_116_13_c2_x6_100723_cand4.csv,3,143,45.78321678321678,263.23776223776224,37,258,57,272,0.8607891243872274,0.8461538461538461,16.92152724158899,4,11308.9619140625,10557.762237762237,10490.62937062937,-67.13286713286652,0.4353973035347167,0.11328394040000112,0.16083916083916083,0.16083916083916083,6.211446644484681e-05,-0.0003021278539331236,0.07761422471990997,0.5806451612903226,-0.0008220262127518292,0.08512256760316306,1.2433819536133957
60.0,7_c2_x10_290623,True,1,5,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_60_7_c2_x10_290623_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_60_7_c2_x10_290623_cand5.csv,3,104,34.25,412.8557692307692,29,405,40,422,0.8806204716057223,0.8253968253968254,16.654117591713817,4,14976.0869140625,14761.846153846154,14712.0,-49.846153846154266,0.6161278103605137,0.020103972035775297,0.3942307692307692,0.38461538461538464,-6.752923217280524e-07,3.7975787610687744e-05,0.013579236415008689,0.7096774193548387,7.914396233751553e-05,0.013147908418464471,1.236404564188312
156.0,18_c2_xN_HighHighCOV_170723,True,1,2,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_156_18_c2_xN_HighHighCOV_170723_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_156_18_c2_xN_HighHighCOV_170723_cand2.csv,14,164,260.8719512195122,299.3170731707317,253,292,270,307,0.6281276510504509,0.8677248677248677,19.84839758154367,4,12830.030517578125,12590.048780487805,17380.682926829268,4790.634146341463,0.85783395999051,0.10471400469364822,0.27439024390243905,0.4695121951219512,2.8006157619253826e-05,0.00011084561724848357,0.05012883121474265,0.6129032258064516,0.00021771266646589612,0.04880418150295229,1.2118362385241466
86.0,10_c2_x10_030723,True,3,1,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_86_10_c2_x10_030723_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_86_10_c2_x10_030723_cand1.csv,5,234,44.82051282051282,257.03846153846155,37,245,56,269,0.6780403997006524,0.752411575562701,21.097440267930757,4,12296.80859375,11552.0,11564.307692307691,12.307692307691468,0.5083862988606037,0.10392332995577391,0.18803418803418803,0.19658119658119658,1.6989892594867667e-05,-5.741751792311796e-05,0.008254274689007968,0.6451612903225806,-0.00022157107317961853,0.008163423442783868,1.1615789884543726
116.0,13_c2_x6_100723,True,3,5,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_116_13_c2_x6_100723_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_116_13_c2_x6_100723_cand5.csv,12,87,294.5287356321839,311.64367816091954,289,306,300,319,0.8263041749194666,0.9456521739130435,15.946347152854184,4,12677.76904296875,12104.091954022988,11911.356321839081,-192.735632183907,0.8493859955498675,0.0982751126843443,0.367816091954023,0.3218390804597701,7.784737438135433e-05,3.121477987854268e-05,0.041775554596926945,0.5483870967741935,4.206349207174184e-05,0.040727350793783756,1.1308900021649042
86.0,10_c2_x10_030723,True,3,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_86_10_c2_x10_030723_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_86_10_c2_x10_030723_cand4.csv,10,141,97.50354609929079,203.61702127659575,90,196,105,214,0.6441340408905808,0.8103448275862069,19.54981176377947,4,12987.486083984375,12504.964539007093,12380.14184397163,-124.82269503546195,1.0616038122719968,0.2502683725299196,0.3404255319148936,0.3262411347517731,5.901694430949978e-05,3.755559910081925e-05,0.0007448741429980643,0.6129032258064516,0.00013134585071984328,0.0019696975655716376,1.1156177975150214
62.0,7_c2_x10_290623,False,0,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_62_7_c2_x10_290623_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_62_7_c2_x10_290623_cand4.csv,3,119,39.857142857142854,138.78991596638656,35,132,46,146,0.694136472584216,0.8439716312056738,17.21428657509046,4,13920.24853515625,13440.0,13456.134453781513,16.134453781513002,0.4045225776485171,0.018001102527018253,0.2773109243697479,0.2857142857142857,3.1361112419193095e-05,-0.0002497951861351618,0.2855718058002995,0.5483870967741935,-0.0004830536672512152,0.2797421918750208,1.1137010944495138
58.0,7_c2_x10_290623,False,0,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_58_7_c2_x10_290623_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_58_7_c2_x10_290623_cand4.csv,4,121,42.34710743801653,139.49586776859505,37,132,49,147,0.7557923241493241,0.8287671232876712,17.53918993473053,4,13645.246826171875,13518.809917355371,13483.900826446281,-34.90909090909008,0.5818986809508717,0.03915228244139657,0.3140495867768595,0.32231404958677684,3.6684951328993366e-06,-0.0002485210448838057,0.2533090934767632,0.6129032258064516,-0.00046371381163590186,0.24293913017307533,1.1091514494562902
