cycleNo,source_stem,is_event_cycle,particle_event_count,candidate_rank,preview_png,trace_csv,label,area_ds_px,centroid_y_ds,centroid_x_ds,bbox_min_row,bbox_min_col,bbox_max_row,bbox_max_col,eccentricity,solidity,candidate_score,downsample,high_threshold_from_first_frame,roi_mean_first,roi_mean_last,roi_mean_delta_last_minus_first,roi_mean_slope_per_frame,roi_mean_slope_r2,high_fraction_first,high_fraction_last,high_fraction_slope_per_frame,front_radius_slope_ds_px_per_frame,front_radius_slope_r2,front_radius_monotonic_fraction,apparent_diffusion_proxy_ds_px2_per_frame,front_radius2_slope_r2,front_quality_score
116.0,13_c2_x6_100723,True,3,1,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_116_13_c2_x6_100723_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_116_13_c2_x6_100723_cand1.csv,10,156,270.0,299.0576923076923,263,291,279,308,0.7574758653429133,0.8297872340425532,20.15030814203662,4,12998.2119140625,12894.76923076923,12818.051282051281,-76.71794871794918,0.9634598185621852,0.12924490573457492,0.3333333333333333,0.33974358974358976,3.123806997124763e-05,-2.444116388014128e-05,0.014158670921961103,0.5806451612903226,-4.8077049369703184e-05,0.013587410513632103,1.108391242725916
118.0,13_c2_x6_100723,False,0,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_118_13_c2_x6_100723_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_118_13_c2_x6_100723_cand4.csv,3,115,55.834782608695654,143.5304347826087,51,134,62,151,0.7784781275519198,0.7666666666666667,17.20644334528323,4,13932.61376953125,13756.660869565218,13648.139130434784,-108.52173913043407,0.7099183555900419,0.052449209807466035,0.28695652173913044,0.28695652173913044,9.615120691024625e-06,-5.9380065886409844e-05,0.16556447650886308,0.7741935483870968,-0.00012427565868037435,0.16542486101249132,1.1051828859084512
62.0,7_c2_x10_290623,False,0,7,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_62_7_c2_x10_290623_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_62_7_c2_x10_290623_cand7.csv,13,106,280.24528301886795,305.2641509433962,273,299,288,312,0.8851695880806976,0.8760330578512396,15.953250612500863,4,11286.868103027344,10812.377358490567,10985.66037735849,173.2830188679236,0.26311631198505364,0.01743048637916622,0.3018867924528302,0.36792452830188677,4.526210286327074e-05,0.00021239706269557951,0.26601442777060824,0.5806451612903226,0.00034439314512003054,0.2571193627452112,1.103778951806142
116.0,13_c2_x6_100723,True,3,8,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_116_13_c2_x6_100723_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_116_13_c2_x6_100723_cand8.csv,11,94,274.21276595744683,23.78723404255319,268,18,282,34,0.577575113233493,0.6666666666666666,14.140638492699829,4,11917.35400390625,11157.787234042553,11094.468085106382,-63.31914893617068,0.7716404799904625,0.16794407264152422,0.23404255319148937,0.20212765957446807,3.4972494452441105e-05,2.4418230475083417e-05,0.0017211472276140727,0.5806451612903226,5.145228727107179e-05,0.0020453450234176884,1.0844116535413544
116.0,13_c2_x6_100723,True,3,6,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_116_13_c2_x6_100723_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_116_13_c2_x6_100723_cand6.csv,6,100,119.01,207.52,111,202,126,213,0.8494276007609899,0.8771929824561403,15.936005115509033,4,10765.26611328125,10405.76,10329.6,-76.15999999999985,0.5922907296592246,0.1305059361515044,0.35,0.31,0.00016384762689534264,0.00010513835235098462,0.024677220204846306,0.5161290322580645,0.00017652453126311836,0.02156504432418982,1.0623712967871006
86.0,10_c2_x10_030723,True,3,7,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_86_10_c2_x10_030723_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_86_10_c2_x10_030723_cand7.csv,15,130,224.30769230769232,311.7846153846154,219,303,230,323,0.8585814028203711,0.7926829268292683,15.71177662290224,4,11802.568603515625,11481.107692307693,11491.446153846155,10.33846153846207,0.07814431796940632,0.12015503164163988,0.3230769230769231,0.2923076923076923,5.18690718761935e-07,6.922481487538558e-05,0.028030975667430957,0.4838709677419355,0.00012223065349124213,0.026075088634281873,1.0379770320436483
156.0,18_c2_xN_HighHighCOV_170723,True,1,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_156_18_c2_xN_HighHighCOV_170723_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_156_18_c2_xN_HighHighCOV_170723_cand4.csv,6,130,45.0,144.66923076923078,40,137,52,152,0.6862498938519671,0.896551724137931,18.89285160796734,4,13189.192138671875,12849.723076923077,17376.492307692308,4526.7692307692305,0.8036189508122653,0.10044954009899232,0.2923076923076923,0.4846153846153846,2.3826602125424992e-05,-2.4103392030767227e-05,0.01787998561133275,0.4838709677419355,-4.8865296377293496e-05,0.019034022506940418,1.0207849758602086
158.0,18_c2_xN_HighHighCOV_170723,False,0,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_158_18_c2_xN_HighHighCOV_170723_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_158_18_c2_xN_HighHighCOV_170723_cand4.csv,7,130,44.223076923076924,145.06153846153848,39,137,51,152,0.7021213836568456,0.8496732026143791,19.201337228980208,4,13883.381103515625,13699.938461538462,14867.692307692309,1167.753846153846,0.3129882860316991,0.01797145355544294,0.2846153846153846,0.33076923076923076,3.257137788193731e-05,6.98753200178388e-05,0.21391549582568348,0.5806451612903226,0.00014017790464978584,0.21633840985599984,1.010899066972006
62.0,7_c2_x10_290623,False,0,5,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_62_7_c2_x10_290623_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_62_7_c2_x10_290623_cand5.csv,8,136,208.06617647058823,308.52941176470586,201,301,215,320,0.8221137815218628,0.7816091954022989,16.398238458386437,4,11906.820678710938,11412.70588235294,11448.0,35.294117647059466,0.11914567484428827,0.13375429096253655,0.3161764705882353,0.29411764705882354,1.7496751597662657e-05,-0.0002898479489197975,0.259519922625561,0.4838709677419355,-0.0005182148396483175,0.2515965529836999,0.9949874433511964
157.0,18_c2_xN_HighHighCOV_170723,False,0,1,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_157_18_c2_xN_HighHighCOV_170723_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_157_18_c2_xN_HighHighCOV_170723_cand1.csv,3,158,32.04430379746835,335.626582278481,24,330,42,343,0.7525487644664148,0.8633879781420765,20.926050284311717,4,19961.28173828125,20010.936708860758,15750.075949367088,-4260.860759493669,-0.6308461974018157,0.05028985117778151,0.34810126582278483,0.3037974683544304,-4.89974252037512e-06,4.48817694278128e-05,0.2001716955075119,0.5483870967741935,9.42143912560918e-05,0.1977335648722195,0.9462923571539249
88.0,10_c2_x10_030723,False,0,5,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_88_10_c2_x10_030723_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_88_10_c2_x10_030723_cand5.csv,15,159,97.39622641509433,203.66666666666666,89,196,105,212,0.5987053257243732,0.8736263736263736,19.7595169110464,4,11683.49853515625,11792.503144654089,11648.0,-144.50314465408883,0.7270795213954634,0.12110541122328222,0.34591194968553457,0.33962264150943394,8.819949902278567e-05,-0.0005824457793764934,0.22741648627129651,0.4838709677419355,-0.0013073852692188294,0.23291871214351922,0.9442061661567512
90.0,10_c2_x10_030723,False,0,3,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_90_10_c2_x10_030723_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_90_10_c2_x10_030723_cand3.csv,6,175,41.965714285714284,331.53714285714284,34,322,52,341,0.43924014679076223,0.7990867579908676,21.6190171439515,4,14481.697509765625,14428.525714285714,14384.64,-43.88571428571413,0.642123143006969,0.03728119777558636,0.37714285714285717,0.37142857142857144,2.1162014386163222e-05,0.000130719908926691,0.1634641746582569,0.5483870967741935,0.00030023836502493295,0.16209028127043712,0.8739415527028875
157.0,18_c2_xN_HighHighCOV_170723,False,0,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_157_18_c2_xN_HighHighCOV_170723_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_157_18_c2_xN_HighHighCOV_170723_cand4.csv,6,137,44.23357664233577,144.42335766423358,39,136,51,152,0.7078721804225206,0.85625,18.82174814095137,4,17690.01904296875,16961.868613138686,13513.34306569343,-3448.525547445255,-0.4920991870396941,0.0483959983444866,0.2773722627737226,0.20437956204379562,-1.4533408677000428e-05,-9.216111243406519e-05,0.12154248836802706,0.6129032258064516,-0.00017830037424655586,0.12982651167236303,0.8642722258468417
90.0,10_c2_x10_030723,False,0,8,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_90_10_c2_x10_030723_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_90_10_c2_x10_030723_cand8.csv,21,88,294.84090909090907,307.65909090909093,289,301,300,314,0.8260912866661534,0.9361702127659575,15.952759419919442,4,11804.631896972656,11260.363636363636,11136.0,-124.36363636363603,0.2525981650640675,0.014598447358257771,0.2840909090909091,0.26136363636363635,5.537478995872056e-05,0.00017119233118326893,0.17880410573209626,0.4838709677419355,0.0002664922116605931,0.1750799254351576,0.8377549989091894
158.0,18_c2_xN_HighHighCOV_170723,False,0,1,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_158_18_c2_xN_HighHighCOV_170723_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_158_18_c2_xN_HighHighCOV_170723_cand1.csv,4,162,31.882716049382715,335.91358024691357,24,330,41,343,0.7385954864804507,0.8950276243093923,21.156850907501237,4,15090.04296875,15582.41975308642,16908.246913580246,1325.8271604938254,0.3259811855951119,0.014164929489802858,0.38271604938271603,0.3765432098765432,1.4090250829692519e-05,1.9866466824367146e-05,0.08817572945318375,0.6451612903225806,4.313350247664821e-05,0.08768568663535103,0.8210227064111154
58.0,7_c2_x10_290623,False,0,3,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_58_7_c2_x10_290623_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_58_7_c2_x10_290623_cand3.csv,6,116,82.5603448275862,200.7844827586207,75,195,89,208,0.6443646632845872,0.8529411764705882,18.51625197304189,4,13973.427978515625,13358.896551724138,13443.862068965518,84.96551724138044,1.3334926426451066,0.28026300715947383,0.35344827586206895,0.33620689655172414,5.7264692998395714e-05,0.00013313271728580844,0.09823452010528433,0.6129032258064516,0.00025806140202992424,0.10504950257488421,0.8161872484866202
157.0,18_c2_xN_HighHighCOV_170723,False,0,6,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_157_18_c2_xN_HighHighCOV_170723_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_157_18_c2_xN_HighHighCOV_170723_cand6.csv,5,107,37.4392523364486,416.95327102803736,33,410,43,426,0.8575204302238103,0.856,17.152965063818602,4,20427.11083984375,20351.40186915888,15616.598130841121,-4734.803738317758,-0.7246901948928233,0.05123915725844652,0.38317757009345793,0.2803738317757009,-1.3733090954052179e-05,-8.347127884091551e-05,0.17355572130371844,0.45161290322580644,-0.00015880911890992137,0.16777722239895942,0.7929458469284842
88.0,10_c2_x10_030723,False,0,1,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_88_10_c2_x10_030723_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_88_10_c2_x10_030723_cand1.csv,7,434,41.91935483870968,262.59447004608296,28,244,56,283,0.8824346921527783,0.640117994100295,24.7581550933112,4,11147.254638671875,10419.465437788018,10408.99539170507,-10.470046082948102,0.21272113187979708,0.0376435316711341,0.15668202764976957,0.14746543778801843,6.243779842564909e-07,-0.0007396150763769026,0.08319117912983132,0.6129032258064516,-0.003468908828469696,0.08546270571979431,0.7815571106560772
158.0,18_c2_xN_HighHighCOV_170723,False,0,2,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_158_18_c2_xN_HighHighCOV_170723_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_158_18_c2_xN_HighHighCOV_170723_cand2.csv,17,163,260.3128834355828,299.32515337423314,253,291,270,307,0.6991572896992545,0.8624338624338624,19.858237194093675,4,13763.39453125,13556.613496932516,14873.914110429449,1317.3006134969328,0.3488490494854191,0.02124726770760177,0.3006134969325153,0.3374233128834356,1.5077908709533082e-06,0.0001332835330787564,0.08219694487880103,0.6129032258064516,0.00026933416779084413,0.08370319324877196,0.7788033639340246
88.0,10_c2_x10_030723,False,0,3,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_88_10_c2_x10_030723_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_88_10_c2_x10_030723_cand3.csv,29,179,269.16201117318434,294.10614525139664,260,286,279,304,0.8825157046786357,0.8689320388349514,20.57504378511551,4,12408.174072265625,12275.486033519554,12245.810055865923,-29.67597765363098,0.4153947239201351,0.04285479926061164,0.29608938547486036,0.3016759776536313,2.568982411843072e-05,-0.0002460054740233952,0.16201889097506506,0.45161290322580644,-0.0005971468921385048,0.16336429142862108,0.7769960856294926
90.0,10_c2_x10_030723,False,0,5,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_90_10_c2_x10_030723_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_90_10_c2_x10_030723_cand5.csv,11,151,97.44370860927152,203.7086092715232,90,196,105,213,0.6439808008749812,0.8579545454545454,20.241196785479534,4,12102.581787109375,11604.76821192053,11613.245033112582,8.47682119205274,0.7270436062090535,0.0937927276902164,0.33774834437086093,0.3509933774834437,6.0817209937879666e-05,-0.00022288414534705906,0.18804928484853856,0.3870967741935484,-0.00046342476953287827,0.18955580145235806,0.764701860494445
158.0,18_c2_xN_HighHighCOV_170723,False,0,8,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_158_18_c2_xN_HighHighCOV_170723_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_158_18_c2_xN_HighHighCOV_170723_cand8.csv,16,101,240.3960396039604,31.77227722772277,233,26,248,38,0.8942427972894725,0.8347107438016529,16.07271842959482,4,12726.45947265625,12249.346534653465,13397.544554455446,1148.198019801981,0.21255200932824336,0.01950390436263616,0.26732673267326734,0.36633663366336633,3.727351692553217e-05,7.193782541890511e-05,0.09941676390682719,0.5483870967741935,0.00015042733645104187,0.1003156000920653,0.748119460773086
58.0,7_c2_x10_290623,False,0,1,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_58_7_c2_x10_290623_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_58_7_c2_x10_290623_cand1.csv,3,106,30.70754716981132,331.4433962264151,23,327,40,337,0.9112769959173533,0.8907563025210085,18.77875318109419,4,19161.02392578125,17338.56603773585,17324.075471698114,-14.490566037737153,0.9608007422271593,0.03436387508194383,0.44339622641509435,0.39622641509433965,-7.199139821188252e-06,-1.6695486091265714e-05,0.011638161672848701,0.7096774193548387,-3.551275259375952e-05,0.011705877133358689,0.7330214581610461
88.0,10_c2_x10_030723,False,0,7,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_88_10_c2_x10_030723_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_88_10_c2_x10_030723_cand7.csv,31,109,294.55045871559633,308.4036697247706,289,301,300,318,0.8662726662515949,0.8861788617886179,16.21001095714458,4,12088.331787109375,11335.045871559632,11293.357798165138,-41.688073394494495,-0.00018258540338755196,2.5032540262870384e-08,0.3211009174311927,0.3302752293577982,-2.1107597797675846e-05,0.0001541774416343798,0.12375617556047636,0.45161290322580644,0.00022603367940052672,0.11995138550587514,0.695320464292158
90.0,10_c2_x10_030723,False,0,1,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_90_10_c2_x10_030723_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_90_10_c2_x10_030723_cand1.csv,5,381,42.07086614173228,262.50918635170603,32,245,56,283,0.8948434613221229,0.6990825688073394,24.898380439749,4,11215.385986328125,10483.0656167979,10450.981627296587,-32.08398950131232,0.2219807501019626,0.027295123665718735,0.13648293963254593,0.13385826771653545,2.5110044102356304e-05,-0.0007280272649258983,0.08518764059597184,0.5161290322580645,-0.0034255758936368673,0.08882499273764899,0.6901416655916853
157.0,18_c2_xN_HighHighCOV_170723,False,0,2,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_157_18_c2_xN_HighHighCOV_170723_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_157_18_c2_xN_HighHighCOV_170723_cand2.csv,17,169,260.2426035502959,299.2248520710059,252,292,269,307,0.6686037933697007,0.8941798941798942,19.846370339393616,4,17469.134765625,17139.50295857988,13390.011834319526,-3749.491124260354,-0.5498571464609865,0.05352239154871474,0.28994082840236685,0.20118343195266272,-1.655255339250684e-05,-0.00020040271600848075,0.09620360752749157,0.4838709677419355,-0.0003688747242856242,0.09556144735636363,0.6756360226257907
88.0,10_c2_x10_030723,False,0,2,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_88_10_c2_x10_030723_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_88_10_c2_x10_030723_cand2.csv,8,195,42.235897435897435,331.5948717948718,34,322,55,341,0.6169981108084533,0.7558139534883721,21.5790134808749,4,13691.3544921875,13969.723076923077,13943.138461538461,-26.584615384615972,0.7193470360373837,0.05895838766175676,0.3333333333333333,0.35384615384615387,2.555538027975452e-05,4.2254198642106276e-05,0.0311247701866334,0.6129032258064516,9.537964091090545e-05,0.030661375592049178,0.6746893715851342
158.0,18_c2_xN_HighHighCOV_170723,False,0,5,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_158_18_c2_xN_HighHighCOV_170723_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_158_18_c2_xN_HighHighCOV_170723_cand5.csv,9,119,82.56302521008404,205.27731092436974,74,198,93,214,0.914339693443996,0.7125748502994012,17.87417941162823,4,14428.88720703125,14070.857142857143,15410.01680672269,1339.1596638655465,0.32073109801651917,0.016002480495364124,0.31932773109243695,0.3697478991596639,1.9644574526393918e-05,8.48264383916984e-05,0.030878280343415776,0.6129032258064516,0.00013655002156185347,0.030094019453665077,0.6738755256035325
157.0,18_c2_xN_HighHighCOV_170723,False,0,5,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_157_18_c2_xN_HighHighCOV_170723_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_157_18_c2_xN_HighHighCOV_170723_cand5.csv,9,115,82.44347826086957,204.65217391304347,74,198,92,213,0.9093023591463548,0.782312925170068,17.790513438711457,4,19621.662109375,18199.373913043477,14212.452173913043,-3986.9217391304337,-0.5898616484759983,0.050856749800211376,0.3130434782608696,0.20869565217391303,-1.4076843187846862e-05,-0.00010298981392718661,0.04391358876701679,0.5806451612903226,-0.00013037966742480194,0.04837448763629448,0.6729332376936339
158.0,18_c2_xN_HighHighCOV_170723,False,0,3,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_158_18_c2_xN_HighHighCOV_170723_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_158_18_c2_xN_HighHighCOV_170723_cand3.csv,5,178,31.724719101123597,258.5168539325843,25,248,39,269,0.8301941607409233,0.7705627705627706,19.49301367829498,4,13304.446533203125,12909.303370786516,13797.752808988764,888.4494382022476,0.21745513291373028,0.01400893046772178,0.25842696629213485,0.2808988764044944,9.314966469684579e-06,-5.4319594871548294e-05,0.07544920006078826,0.5161290322580645,-0.00017093454410954645,0.07563097395552087,0.6672092062743736
88.0,10_c2_x10_030723,False,0,8,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_88_10_c2_x10_030723_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_88_10_c2_x10_030723_cand8.csv,6,158,25.917721518987342,71.98101265822785,18,61,37,80,0.7014127833822995,0.6929824561403509,16.067657275357018,4,11605.5185546875,11193.924050632912,11176.506329113925,-17.417721518986582,0.36108744868499526,0.11000483953270201,0.23417721518987342,0.22784810126582278,1.5709955198764708e-05,-3.664499390236385e-05,0.024396119386081994,0.6129032258064516,-7.592774335866644e-05,0.023436112300129208,0.6607354574926628
118.0,13_c2_x6_100723,False,0,3,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_118_13_c2_x6_100723_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_118_13_c2_x6_100723_cand3.csv,4,96,95.71875,205.125,90,199,103,211,0.701123353380146,0.8571428571428571,17.69032618212425,4,14882.2109375,14116.0,13902.666666666666,-213.33333333333394,1.194976708268469,0.1067714127830518,0.34375,0.3125,5.466259348319427e-05,0.0001396398403518511,0.0444269030021075,0.5483870967741935,0.00021606015662235616,0.04120470562300926,0.6340187053993103
118.0,13_c2_x6_100723,False,0,7,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_118_13_c2_x6_100723_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_118_13_c2_x6_100723_cand7.csv,5,95,119.0,207.09473684210528,111,201,126,213,0.8749090050205018,0.8796296296296297,15.564580231325682,4,10860.862182617188,10391.578947368422,10337.01052631579,-54.5684210526324,0.5764569780858974,0.11380779638918737,0.30526315789473685,0.2736842105263158,0.00016725704443298466,0.00025668661379925676,0.10437540119028799,0.41935483870967744,0.00043153685253939075,0.09734334643793852,0.621073586337904
118.0,13_c2_x6_100723,False,0,5,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_118_13_c2_x6_100723_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_118_13_c2_x6_100723_cand5.csv,1,136,45.72794117647059,262.88235294117646,36,258,57,270,0.8985936504296359,0.8717948717948718,16.86467801971883,4,11125.86328125,10477.64705882353,10408.941176470587,-68.70588235294235,0.33976972074997136,0.05613794918164261,0.19117647058823528,0.16911764705882354,5.020013805139128e-05,-3.703449180882831e-05,0.0036059934349823575,0.6129032258064516,-8.72174728242361e-05,0.003275306811721057,0.619784526053155
88.0,10_c2_x10_030723,False,0,6,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_88_10_c2_x10_030723_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_88_10_c2_x10_030723_cand6.csv,12,181,56.40331491712707,138.17127071823205,51,126,63,149,0.8835210506903054,0.8080357142857143,18.551728931622446,4,12449.30029296875,12107.314917127072,12058.165745856353,-49.14917127071931,0.3987928670263241,0.04549346213768768,0.23756906077348067,0.23204419889502761,5.090470037850081e-07,-3.740020332333558e-05,0.018595395065599818,0.5806451612903226,-9.946526026835266e-05,0.0184400851119203,0.6176806414678427
90.0,10_c2_x10_030723,False,0,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_90_10_c2_x10_030723_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_90_10_c2_x10_030723_cand4.csv,7,168,47.98809523809524,416.3690476190476,42,406,54,429,0.9088785860761956,0.7706422018348624,20.328039909138628,4,12352.183349609375,12173.333333333334,12133.714285714286,-39.619047619047706,0.4602402918865086,0.028592906414291686,0.32142857142857145,0.3333333333333333,1.4783524298175978e-05,-1.8257731437205642e-05,0.0180472572232937,0.5806451612903226,-4.182761907343454e-05,0.018325713589763537,0.6170181321033799
157.0,18_c2_xN_HighHighCOV_170723,False,0,3,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_157_18_c2_xN_HighHighCOV_170723_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_157_18_c2_xN_HighHighCOV_170723_cand3.csv,4,181,31.895027624309392,258.04419889502765,25,247,40,269,0.8095412494399128,0.7479338842975206,19.450839963098247,4,16163.119140625,15533.613259668507,12836.419889502762,-2697.1933701657454,-0.3907553890445631,0.04525354932021797,0.2596685082872928,0.17679558011049723,-9.461821512605002e-06,2.107754490844334e-06,3.2027336068662926e-05,0.6129032258064516,-4.092038609539449e-06,1.109780226837831e-05,0.6129463509447887
