cycleNo,source_stem,local_cycle_index,expansion_cycle_rank,pre_event_sampling_rank,object_candidate_rank,validation_score,validation_label,cohort_role,event_relative_bin,selection_reason,cycles_to_next_event,cycles_since_prev_event,already_in_existing_video_cohort,future_any_drop_within_8cycles,future_any_drop_within_16cycles,future_event_within_32cycles,past_event_within_16cycles,any_abrupt_drop,object_x_full_approx,object_y_full_approx,object_x_ds,object_y_ds,object_area_ds_px,object_mean_residual,object_mean_abs_z,segment_start_frame,segment_end_frame,downsample,source_reconstructed_overlay_png
145,16_c2_x10_HighHighCOV_130723,9,25,25,1,22.332565100069694,source_balanced_pre_event_candidate,source_balanced_pre_event_sampling,mid_pre_event_9_16,source_fill,11.0,29.0,True,0,1,1,0,0,1200.943820224719,1101.123595505618,300.23595505617976,275.2808988764045,89,7778.58837890625,18.41042709350586,11020,12245,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_145_pre25_16_c2_x10_HighHighCOV_130723_local9.png
146,17_c2_x10_HighHighCOV_150723,0,26,26,1,22.84138279386041,source_balanced_pre_event_candidate,source_balanced_pre_event_sampling,mid_pre_event_9_16,mid_pre_event_9_16,10.0,30.0,True,0,1,1,0,0,848.1846153846154,83.87692307692308,212.04615384615386,20.96923076923077,65,8414.287109375,21.813156127929688,0,1237,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_146_pre26_17_c2_x10_HighHighCOV_150723_local0.png
146,17_c2_x10_HighHighCOV_150723,0,26,26,2,22.050504417144786,source_balanced_pre_event_candidate,source_balanced_pre_event_sampling,mid_pre_event_9_16,mid_pre_event_9_16,10.0,30.0,True,0,1,1,0,0,1202.1568627450981,1103.0588235294117,300.53921568627453,275.7647058823529,102,6501.7412109375,17.080944061279297,0,1237,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_146_pre26_17_c2_x10_HighHighCOV_150723_local0.png
150,17_c2_x10_HighHighCOV_150723,4,27,27,2,23.953805163905404,source_balanced_pre_event_candidate,source_balanced_pre_event_sampling,near_pre_event_1_8,near_pre_event_1_8,6.0,34.0,True,1,1,1,0,0,846.4516129032259,85.09677419354838,211.61290322580646,21.274193548387096,62,8405.9931640625,23.582231521606445,4950,6188,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_150_pre27_17_c2_x10_HighHighCOV_150723_local4.png
150,17_c2_x10_HighHighCOV_150723,4,27,27,1,23.315261100905644,source_balanced_pre_event_candidate,source_balanced_pre_event_sampling,near_pre_event_1_8,near_pre_event_1_8,6.0,34.0,True,1,1,1,0,0,1201.1304347826087,1102.7391304347825,300.2826086956522,275.6847826086956,92,6924.46533203125,19.537588119506836,4950,6188,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_150_pre27_17_c2_x10_HighHighCOV_150723_local4.png
151,17_c2_x10_HighHighCOV_150723,5,28,28,1,23.25513376257133,source_balanced_pre_event_candidate,source_balanced_pre_event_sampling,near_pre_event_1_8,source_fill,5.0,35.0,True,1,1,1,0,0,844.0588235294117,81.82352941176471,211.01470588235293,20.455882352941178,68,7681.2578125,22.204782485961914,6188,7426,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_151_pre28_17_c2_x10_HighHighCOV_150723_local5.png
151,17_c2_x10_HighHighCOV_150723,5,28,28,2,22.039171339281385,source_balanced_pre_event_candidate,source_balanced_pre_event_sampling,near_pre_event_1_8,source_fill,5.0,35.0,True,1,1,1,0,0,1201.4426229508197,1108.7868852459017,300.3606557377049,277.1967213114754,122,5056.99951171875,15.51652717590332,6188,7426,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_151_pre28_17_c2_x10_HighHighCOV_150723_local5.png
152,17_c2_x10_HighHighCOV_150723,6,29,29,1,24.14387666053677,source_balanced_pre_event_candidate,source_balanced_pre_event_sampling,near_pre_event_1_8,source_fill,4.0,36.0,True,1,1,1,0,0,845.448275862069,83.03448275862068,211.36206896551724,20.75862068965517,58,9333.2646484375,25.55080223083496,7426,8663,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_152_pre29_17_c2_x10_HighHighCOV_150723_local6.png
152,17_c2_x10_HighHighCOV_150723,6,29,29,2,23.040463062872615,source_balanced_pre_event_candidate,source_balanced_pre_event_sampling,near_pre_event_1_8,source_fill,4.0,36.0,True,1,1,1,0,0,1199.1827956989248,1103.1397849462367,299.7956989247312,275.78494623655916,93,7140.58154296875,19.68328094482422,7426,8663,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_152_pre29_17_c2_x10_HighHighCOV_150723_local6.png
154,17_c2_x10_HighHighCOV_150723,8,30,30,1,24.14632430431297,source_balanced_pre_event_candidate,source_balanced_pre_event_sampling,near_pre_event_1_8,source_fill,2.0,38.0,True,1,1,1,0,0,845.2631578947369,82.87719298245614,211.31578947368422,20.719298245614034,57,10089.1748046875,25.39972496032715,9901,11139,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_154_pre30_17_c2_x10_HighHighCOV_150723_local8.png
154,17_c2_x10_HighHighCOV_150723,8,30,30,2,23.129301219531644,source_balanced_pre_event_candidate,source_balanced_pre_event_sampling,near_pre_event_1_8,source_fill,2.0,38.0,True,1,1,1,0,0,1203.2093023255813,1110.3720930232557,300.80232558139534,277.59302325581393,86,7735.7646484375,20.261037826538086,9901,11139,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_154_pre30_17_c2_x10_HighHighCOV_150723_local8.png
2,2_c2_x14_200623,1,31,31,1,22.71135659408796,source_balanced_pre_event_candidate,source_balanced_pre_event_sampling,no_near_event_control,source_fill,58.0,,True,0,0,0,0,0,1185.4794520547946,1029.5342465753424,296.36986301369865,257.3835616438356,73,8466.7255859375,21.60968589782715,974,1949,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_2_pre31_2_c2_x14_200623_local1.png
2,2_c2_x14_200623,1,31,31,2,22.325846619816154,source_balanced_pre_event_candidate,source_balanced_pre_event_sampling,no_near_event_control,source_fill,58.0,,True,0,0,0,0,0,1655.926605504587,127.70642201834862,413.9816513761468,31.926605504587155,109,6310.44970703125,18.527402877807617,974,1949,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_2_pre31_2_c2_x14_200623_local1.png
4,2_c2_x14_200623,11,32,32,1,23.557766060771556,source_balanced_pre_event_candidate,source_balanced_pre_event_sampling,no_near_event_control,no_near_event_control,56.0,,False,0,0,0,0,0,1182.4,1028.6,295.6,257.15,60,9681.8095703125,24.146244049072266,10723,11698,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_4_pre32_2_c2_x14_200623_local11.png
4,2_c2_x14_200623,11,32,32,2,22.687511144577737,source_balanced_pre_event_candidate,source_balanced_pre_event_sampling,no_near_event_control,no_near_event_control,56.0,,False,0,0,0,0,0,1329.3818181818183,105.57575757575758,332.3454545454546,26.393939393939394,165,4999.91650390625,15.894702911376953,10723,11698,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_4_pre32_2_c2_x14_200623_local11.png
8,2_c2_x14_200623,3,33,33,2,23.49871855771456,source_balanced_pre_event_candidate,source_balanced_pre_event_sampling,no_near_event_control,source_fill,52.0,,False,0,0,0,0,0,1184.9180327868853,1031.1475409836066,296.2295081967213,257.78688524590166,61,9451.41015625,23.937150955200195,2924,3899,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_8_pre33_2_c2_x14_200623_local3.png
8,2_c2_x14_200623,3,33,33,1,23.35019795305106,source_balanced_pre_event_candidate,source_balanced_pre_event_sampling,no_near_event_control,source_fill,52.0,,False,0,0,0,0,0,1654.0434782608695,127.6086956521739,413.5108695652174,31.902173913043477,92,7553.31103515625,21.531736373901367,2924,3899,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_8_pre33_2_c2_x14_200623_local3.png
10,2_c2_x14_200623,5,34,34,1,23.272724973652963,source_balanced_pre_event_candidate,source_balanced_pre_event_sampling,no_near_event_control,source_fill,50.0,,True,0,0,0,0,0,1653.0454545454545,126.4090909090909,413.2613636363636,31.602272727272727,88,7940.71728515625,22.496131896972656,4874,5849,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_10_pre34_2_c2_x14_200623_local5.png
10,2_c2_x14_200623,5,34,34,2,22.776902406934322,source_balanced_pre_event_candidate,source_balanced_pre_event_sampling,no_near_event_control,source_fill,50.0,,True,0,0,0,0,0,1333.8074074074075,108.23703703703704,333.45185185185187,27.05925925925926,135,5872.78076171875,18.528026580810547,4874,5849,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_10_pre34_2_c2_x14_200623_local5.png
14,2_c2_x14_200623,9,35,35,2,22.97899038904026,source_balanced_pre_event_candidate,source_balanced_pre_event_sampling,no_near_event_control,source_fill,46.0,,False,0,0,0,0,0,1181.3333333333333,1026.3636363636363,295.3333333333333,256.59090909090907,66,8832.5927734375,21.92408561706543,8773,9748,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_14_pre35_2_c2_x14_200623_local9.png
14,2_c2_x14_200623,9,35,35,1,22.82416535348394,source_balanced_pre_event_candidate,source_balanced_pre_event_sampling,no_near_event_control,source_fill,46.0,,False,0,0,0,0,0,1329.1538461538462,105.02564102564102,332.28846153846155,26.256410256410255,156,5352.28076171875,16.648698806762695,8773,9748,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_14_pre35_2_c2_x14_200623_local9.png
26,4_c2_x10_240623,1,36,36,1,25.079870246666943,source_balanced_pre_event_candidate,source_balanced_pre_event_sampling,no_near_event_control,no_near_event_control,34.0,,True,0,0,0,0,0,569.7142857142857,189.25714285714287,142.42857142857142,47.31428571428572,35,13485.7822265625,32.374229431152344,936,1873,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_26_pre36_4_c2_x10_240623_local1.png
26,4_c2_x10_240623,1,36,36,2,22.786370008615854,source_balanced_pre_event_candidate,source_balanced_pre_event_sampling,no_near_event_control,no_near_event_control,34.0,,True,0,0,0,0,0,1332.4963503649635,128.2919708029197,333.1240875912409,32.07299270072993,137,5932.49560546875,18.39220428466797,936,1873,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_26_pre36_4_c2_x10_240623_local1.png
28,4_c2_x10_240623,3,37,37,1,26.157044792264372,source_balanced_pre_event_candidate,source_balanced_pre_event_sampling,far_pre_event_17_32,source_fill,32.0,,True,0,0,1,0,0,825.1111111111111,25.22222222222222,206.27777777777777,6.305555555555555,36,14946.62890625,35.38248825073242,2809,3746,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_28_pre37_4_c2_x10_240623_local3.png
28,4_c2_x10_240623,3,37,37,2,23.070442608784315,source_balanced_pre_event_candidate,source_balanced_pre_event_sampling,far_pre_event_17_32,source_fill,32.0,,True,0,0,1,0,0,1332.9375,128.90625,333.234375,32.2265625,128,6481.3994140625,19.310503005981445,2809,3746,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_28_pre37_4_c2_x10_240623_local3.png
30,4_c2_x10_240623,5,38,38,1,24.560125008264656,source_balanced_pre_event_candidate,source_balanced_pre_event_sampling,far_pre_event_17_32,source_fill,30.0,,True,0,0,1,0,0,826.6666666666666,25.6,206.66666666666666,6.4,45,12095.6220703125,29.271419525146484,4682,5619,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_30_pre38_4_c2_x10_240623_local5.png
30,4_c2_x10_240623,5,38,38,2,22.76781268703481,source_balanced_pre_event_candidate,source_balanced_pre_event_sampling,far_pre_event_17_32,source_fill,30.0,,True,0,0,1,0,0,1329.1870967741936,128.25806451612902,332.2967741935484,32.064516129032256,155,5364.740234375,17.243749618530273,4682,5619,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_30_pre38_4_c2_x10_240623_local5.png
32,4_c2_x10_240623,7,39,39,1,25.403459456142514,source_balanced_pre_event_candidate,source_balanced_pre_event_sampling,far_pre_event_17_32,far_pre_event_17_32,28.0,,False,0,0,1,0,0,825.7142857142857,25.428571428571427,206.42857142857142,6.357142857142857,42,13060.6962890625,31.208984375,6555,7492,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_32_pre39_4_c2_x10_240623_local7.png
32,4_c2_x10_240623,7,39,39,2,24.872823678992287,source_balanced_pre_event_candidate,source_balanced_pre_event_sampling,far_pre_event_17_32,far_pre_event_17_32,28.0,,False,0,0,1,0,0,570.0,189.26315789473685,142.5,47.31578947368421,38,12529.9716796875,30.002422332763672,6555,7492,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_32_pre39_4_c2_x10_240623_local7.png
34,4_c2_x10_240623,9,40,40,1,26.154192036243128,source_balanced_pre_event_candidate,source_balanced_pre_event_sampling,far_pre_event_17_32,source_fill,26.0,,True,0,0,1,0,0,569.2903225806451,188.0,142.32258064516128,47.0,31,15218.8740234375,36.048831939697266,8428,9365,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_34_pre40_4_c2_x10_240623_local9.png
34,4_c2_x10_240623,9,40,40,2,22.87704839259452,source_balanced_pre_event_candidate,source_balanced_pre_event_sampling,far_pre_event_17_32,source_fill,26.0,,True,0,0,1,0,0,1333.8529411764705,127.23529411764706,333.4632352941176,31.808823529411764,136,5988.5029296875,18.40530776977539,8428,9365,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_34_pre40_4_c2_x10_240623_local9.png
36,5_c2_x10_260623,1,41,41,2,23.48586016770073,source_balanced_pre_event_candidate,source_balanced_pre_event_sampling,far_pre_event_17_32,source_fill,24.0,,True,0,0,1,0,0,564.9166666666666,170.08333333333334,141.22916666666666,42.520833333333336,48,10704.7685546875,25.607177734375,927,1855,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_36_pre41_5_c2_x10_260623_local1.png
36,5_c2_x10_260623,1,41,41,1,23.412970574757583,source_balanced_pre_event_candidate,source_balanced_pre_event_sampling,far_pre_event_17_32,source_fill,24.0,,True,0,0,1,0,0,1178.5454545454545,1038.1818181818182,294.6363636363636,259.54545454545456,55,10327.6552734375,24.71964454650879,927,1855,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_36_pre41_5_c2_x10_260623_local1.png
38,5_c2_x10_260623,3,42,42,1,22.46916953650301,source_balanced_pre_event_candidate,source_balanced_pre_event_sampling,far_pre_event_17_32,far_pre_event_17_32,22.0,,True,0,0,1,0,0,1174.8169014084508,1026.5915492957747,293.7042253521127,256.6478873239437,71,8483.4208984375,20.641084671020508,2783,3711,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_38_pre42_5_c2_x10_260623_local3.png
38,5_c2_x10_260623,3,42,42,2,22.455762396322253,source_balanced_pre_event_candidate,source_balanced_pre_event_sampling,far_pre_event_17_32,far_pre_event_17_32,22.0,,True,0,0,1,0,0,1322.8,107.92941176470588,330.7,26.98235294117647,170,4584.2939453125,15.859062194824219,2783,3711,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_38_pre42_5_c2_x10_260623_local3.png
40,5_c2_x10_260623,5,43,43,1,23.654188823822018,source_balanced_pre_event_candidate,source_balanced_pre_event_sampling,far_pre_event_17_32,source_fill,20.0,,True,0,0,1,0,0,563.8367346938776,158.77551020408163,140.9591836734694,39.69387755102041,49,10582.173828125,26.109039306640625,4639,5567,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_40_pre43_5_c2_x10_260623_local5.png
40,5_c2_x10_260623,5,43,43,2,22.647403469713396,source_balanced_pre_event_candidate,source_balanced_pre_event_sampling,far_pre_event_17_32,source_fill,20.0,,True,0,0,1,0,0,1323.9779005524863,102.54143646408839,330.9944751381216,25.635359116022098,181,4553.904296875,15.880654335021973,4639,5567,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_40_pre43_5_c2_x10_260623_local5.png
42,5_c2_x10_260623,7,44,44,1,26.434600093654183,source_balanced_pre_event_candidate,source_balanced_pre_event_sampling,far_pre_event_17_32,source_fill,18.0,,True,0,0,1,0,0,563.0,161.125,140.75,40.28125,32,15272.9765625,36.92790222167969,6495,7423,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_42_pre44_5_c2_x10_260623_local7.png
42,5_c2_x10_260623,7,44,44,2,22.861196230251345,source_balanced_pre_event_candidate,source_balanced_pre_event_sampling,far_pre_event_17_32,source_fill,18.0,,True,0,0,1,0,0,1323.572327044025,98.38993710691824,330.8930817610063,24.59748427672956,159,5314.34375,17.366104125976562,6495,7423,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_42_pre44_5_c2_x10_260623_local7.png
44,5_c2_x10_260623,9,45,45,2,25.00497740839979,source_balanced_pre_event_candidate,source_balanced_pre_event_sampling,mid_pre_event_9_16,mid_pre_event_9_16,16.0,,True,0,1,1,0,0,1178.0,578.0,294.5,144.5,32,13139.0234375,31.44757652282715,8351,9279,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_44_pre45_5_c2_x10_260623_local9.png
44,5_c2_x10_260623,9,45,45,1,24.448438007843635,source_balanced_pre_event_candidate,source_balanced_pre_event_sampling,mid_pre_event_9_16,mid_pre_event_9_16,16.0,,True,0,1,1,0,0,564.1818181818181,155.1818181818182,141.04545454545453,38.79545454545455,44,11780.9072265625,28.238563537597656,8351,9279,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_44_pre45_5_c2_x10_260623_local9.png
46,6_c2_x10_270623_2,1,46,46,1,24.77731787589997,source_balanced_pre_event_candidate,source_balanced_pre_event_sampling,mid_pre_event_9_16,source_fill,14.0,,True,0,1,1,0,0,568.1,165.3,142.025,41.325,40,12319.0537109375,29.939472198486328,925,1851,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_46_pre46_6_c2_x10_270623_2_local1.png
46,6_c2_x10_270623_2,1,46,46,2,22.837911736226303,source_balanced_pre_event_candidate,source_balanced_pre_event_sampling,mid_pre_event_9_16,source_fill,14.0,,True,0,1,1,0,0,1181.2923076923078,1026.7076923076922,295.32307692307694,256.67692307692306,65,8843.2275390625,21.660539627075195,925,1851,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_46_pre46_6_c2_x10_270623_2_local1.png
48,6_c2_x10_270623_2,3,47,47,1,24.289207530000557,source_balanced_pre_event_candidate,source_balanced_pre_event_sampling,mid_pre_event_9_16,source_fill,12.0,,True,0,1,1,0,0,568.0,168.57142857142858,142.0,42.142857142857146,42,11736.1220703125,28.12982177734375,2776,3702,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_48_pre47_6_c2_x10_270623_2_local3.png
48,6_c2_x10_270623_2,3,47,47,2,22.967050802569503,source_balanced_pre_event_candidate,source_balanced_pre_event_sampling,mid_pre_event_9_16,source_fill,12.0,,True,0,1,1,0,0,1181.904761904762,1030.7301587301588,295.4761904761905,257.6825396825397,63,9197.29296875,22.143524169921875,2776,3702,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_48_pre47_6_c2_x10_270623_2_local3.png
50,6_c2_x10_270623_2,5,48,48,1,24.784156436692435,source_balanced_pre_event_candidate,source_balanced_pre_event_sampling,mid_pre_event_9_16,mid_pre_event_9_16,10.0,,False,0,1,1,0,0,568.5,172.1,142.125,43.025,40,12121.5986328125,28.8604736328125,4628,5553,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_50_pre48_6_c2_x10_270623_2_local5.png
50,6_c2_x10_270623_2,5,48,48,2,23.10349356577592,source_balanced_pre_event_candidate,source_balanced_pre_event_sampling,mid_pre_event_9_16,mid_pre_event_9_16,10.0,,False,0,1,1,0,0,1334.1476510067114,113.63758389261746,333.53691275167785,28.409395973154364,149,5362.38818359375,17.02016830444336,4628,5553,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_50_pre48_6_c2_x10_270623_2_local5.png
52,6_c2_x10_270623_2,7,49,49,1,26.0333854173412,source_balanced_pre_event_candidate,source_balanced_pre_event_sampling,near_pre_event_1_8,source_fill,8.0,,True,1,1,1,0,0,568.1212121212121,176.72727272727272,142.03030303030303,44.18181818181818,33,14321.037109375,33.76914978027344,6479,7404,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_52_pre49_6_c2_x10_270623_2_local7.png
52,6_c2_x10_270623_2,7,49,49,2,23.30146635412513,source_balanced_pre_event_candidate,source_balanced_pre_event_sampling,near_pre_event_1_8,source_fill,8.0,,True,1,1,1,0,0,1333.7518248175184,117.05109489051095,333.4379562043796,29.26277372262774,137,5933.7333984375,18.160974502563477,6479,7404,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_52_pre49_6_c2_x10_270623_2_local7.png
54,6_c2_x10_270623_2,9,50,50,1,24.400178011721657,source_balanced_pre_event_candidate,source_balanced_pre_event_sampling,near_pre_event_1_8,near_pre_event_1_8,6.0,,True,1,1,1,0,0,1332.857142857143,123.91836734693878,333.2142857142857,30.979591836734695,98,8920.6171875,23.158897399902344,8330,9256,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_54_pre50_6_c2_x10_270623_2_local9.png
54,6_c2_x10_270623_2,9,50,50,2,23.11647860509432,source_balanced_pre_event_candidate,source_balanced_pre_event_sampling,near_pre_event_1_8,near_pre_event_1_8,6.0,,True,1,1,1,0,0,1180.5797101449275,1036.1739130434783,295.1449275362319,259.04347826086956,69,8996.3212890625,21.14890480041504,8330,9256,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_54_pre50_6_c2_x10_270623_2_local9.png
56,7_c2_x10_290623,1,51,51,2,25.17189719050952,source_balanced_pre_event_candidate,source_balanced_pre_event_sampling,near_pre_event_1_8,source_fill,4.0,,True,1,1,1,0,0,569.2222222222222,177.22222222222223,142.30555555555554,44.30555555555556,36,13156.5732421875,30.565053939819336,920,1841,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_56_pre51_7_c2_x10_290623_local1.png
56,7_c2_x10_290623,1,51,51,1,24.13946282545208,source_balanced_pre_event_candidate,source_balanced_pre_event_sampling,near_pre_event_1_8,source_fill,4.0,,True,1,1,1,0,0,1333.8461538461538,123.46153846153847,333.46153846153845,30.865384615384617,104,8290.7568359375,22.076351165771484,920,1841,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_56_pre51_7_c2_x10_290623_local1.png
58,7_c2_x10_290623,3,52,52,1,25.289213861257853,source_balanced_pre_event_candidate,source_balanced_pre_event_sampling,near_pre_event_1_8,near_pre_event_1_8,2.0,,True,1,1,1,0,0,568.5555555555555,177.55555555555554,142.13888888888889,44.388888888888886,36,13234.3671875,30.95050048828125,2761,3682,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_58_pre52_7_c2_x10_290623_local3.png
58,7_c2_x10_290623,3,52,52,2,23.05461387133453,source_balanced_pre_event_candidate,source_balanced_pre_event_sampling,near_pre_event_1_8,near_pre_event_1_8,2.0,,True,1,1,1,0,0,1326.9433962264152,116.85534591194968,331.7358490566038,29.21383647798742,159,5196.970703125,16.436952590942383,2761,3682,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_58_pre52_7_c2_x10_290623_local3.png
62,7_c2_x10_290623,7,53,53,1,23.372022607686755,source_balanced_pre_event_candidate,source_balanced_pre_event_sampling,post_event_1_16,post_event_1_16,24.0,2.0,True,0,0,1,1,0,567.5744680851063,163.6595744680851,141.89361702127658,40.91489361702128,47,10692.7197265625,25.649372100830078,6444,7364,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_62_pre53_7_c2_x10_290623_local7.png
62,7_c2_x10_290623,7,53,53,2,22.324878552443145,source_balanced_pre_event_candidate,source_balanced_pre_event_sampling,post_event_1_16,post_event_1_16,24.0,2.0,True,0,0,1,1,0,1176.4266666666667,1025.4933333333333,294.1066666666667,256.37333333333333,75,8388.0390625,20.178136825561523,6444,7364,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_62_pre53_7_c2_x10_290623_local7.png
64,7_c2_x10_290623,9,54,54,1,25.296864300349824,source_balanced_pre_event_candidate,source_balanced_pre_event_sampling,post_event_1_16,source_fill,22.0,4.0,True,0,0,1,1,0,565.3714285714286,161.6,141.34285714285716,40.4,35,13981.1220703125,33.0367431640625,8285,9206,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_64_pre54_7_c2_x10_290623_local9.png
