mode,label,mode_positive,mode_total,outside_positive,outside_total,mode_fraction,outside_fraction,odds_ratio,fisher_p
1,near_pre,16,68,16,60,0.23529411764705882,0.26666666666666666,0.8461538461538461,0.6887026231823037
0,near_pre,16,60,16,68,0.26666666666666666,0.23529411764705882,1.1818181818181819,0.6887026231823039
0,post_event,18,60,22,68,0.3,0.3235294117647059,0.8961038961038961,0.8493788377614271
1,post_event,22,68,18,60,0.3235294117647059,0.3,1.1159420289855073,0.8493788377614273
0,pre_event,36,60,40,68,0.6,0.5882352941176471,1.05,1.0
1,pre_event,40,68,36,60,0.5882352941176471,0.6,0.9523809523809523,1.0
0,control,6,60,6,68,0.1,0.08823529411764706,1.1481481481481481,1.0
1,control,6,68,6,60,0.08823529411764706,0.1,0.8709677419354839,1.0
