transition,n_transitions,median_state_step_norm,median_axis_step,next_drop_rate,next_future8_rate
0->2,1,29.647137869789937,3.404189967878925,0.0,1.0
2->1,1,28.533194056224296,6.688017105246181,0.0,1.0
1->0,1,8.756170712128581,-8.460102925593088,0.0,1.0
1->1,56,1.832784655740781,0.025709536478806916,0.05357142857142857,0.25
0->0,27,1.9863845249585004,-0.009760597204085286,0.037037037037037035,0.1111111111111111
3->0,1,26.47603610986759,-0.14696605402448704,0.0,0.0
0->3,1,25.535815332623002,-2.706808298808081,0.0,0.0
