cycleNo,particle0,particle1,particle2,particle3,addrs,n_frames,particle0_norm,particle0_abrupt_drop,particle1_norm,particle1_abrupt_drop,particle2_norm,particle2_abrupt_drop,particle3_norm,particle3_abrupt_drop,particle0_norm_delta_prev,particle0_norm_abs_delta_prev,particle0_norm_rolling3_slope,particle0_norm_rolling5_mean,particle0_norm_rolling5_std,particle1_norm_delta_prev,particle1_norm_abs_delta_prev,particle1_norm_rolling3_slope,particle1_norm_rolling5_mean,particle1_norm_rolling5_std,particle2_norm_delta_prev,particle2_norm_abs_delta_prev,particle2_norm_rolling3_slope,particle2_norm_rolling5_mean,particle2_norm_rolling5_std,particle3_norm_delta_prev,particle3_norm_abs_delta_prev,particle3_norm_rolling3_slope,particle3_norm_rolling5_mean,particle3_norm_rolling5_std,particle_norm_mean,particle_norm_std,particle_norm_min,particle_norm_max,particle_norm_range,particle_norm_cv,mean_delta_prev,mean_abs_delta_prev,max_abs_delta_prev,delta_std_across_particles,drop_count,any_abrupt_drop,synchronized_drop_2plus,synchronized_drop_3plus,cycle_gap,frames_percentile,future_any_drop_within_4cycles,future_sync2_drop_within_4cycles,cycles_to_next_drop_within_4,future_any_drop_within_8cycles,future_sync2_drop_within_8cycles,cycles_to_next_drop_within_8,future_any_drop_within_16cycles,future_sync2_drop_within_16cycles,cycles_to_next_drop_within_16,charge_capacity_mAh,discharge_capacity_mAh,capacity_mAh,coulombic_efficiency_pct,V_min,V_max,n_points,echem_shape_points,echem_shape_duration_s,shape_V_min,shape_V_max,shape_V_range,shape_V_mean,shape_V_std,shape_I_mean_mA,shape_I_abs_mean_mA,shape_I_pos_fraction,shape_I_neg_fraction,shape_charge_mAh_signed,shape_charge_mAh_abs,shape_charge_mAh_pos,shape_charge_mAh_neg_abs,shape_dVdt_slope,shape_dIdt_slope,shape_V_q05,shape_I_q05,shape_V_q10,shape_I_q10,shape_V_q25,shape_I_q25,shape_V_q50,shape_I_q50,shape_V_q75,shape_I_q75,shape_V_q90,shape_I_q90,shape_V_q95,shape_I_q95,shape_dVdt_abs_median,shape_dVdt_abs_p95,shape_dVdt_sign_consistency,all_dq_abs_total_mAh,all_dq_abs_lowV_frac,all_dq_abs_midV_frac,all_dq_abs_highV_frac,all_dq_abs_peak_voltage,all_dq_abs_peak_frac,all_dq_abs_entropy,all_dqdv_abs_integral_proxy,pos_dq_abs_total_mAh,pos_dq_abs_lowV_frac,pos_dq_abs_midV_frac,pos_dq_abs_highV_frac,pos_dq_abs_peak_voltage,pos_dq_abs_peak_frac,pos_dq_abs_entropy,pos_dqdv_abs_integral_proxy,neg_dq_abs_total_mAh,neg_dq_abs_lowV_frac,neg_dq_abs_midV_frac,neg_dq_abs_highV_frac,neg_dq_abs_peak_voltage,neg_dq_abs_peak_frac,neg_dq_abs_entropy,neg_dqdv_abs_integral_proxy,shape_block_mode,shape_block_nunique,cycle_state_pc1,cycle_state_pc2,cycle_state_pc3,cycle_state_pc4,cycle_state_pc5,cycle_state_pc6,cycle_state_pc7,cycle_state_pc8,degradation_state_axis,degradation_axis_oriented_to,cycle_state_cluster,state_step_norm,axis_step
32,400,135,263,18,D://NMC_degradation_3_160623_Halfthedata\4_c2_x10_240623chopped\4_c2_x10_240623_cycle7.hdf5,934.0,1.1267605633802815,False,1.1065573770491803,False,1.0778688524590163,False,1.0,False,0.0366197183098588,0.0366197183098588,0.0267605633802818,1.0777464788732396,0.0375081820076146,0.0655737704918033,0.0655737704918033,0.0204918032786885,1.0688524590163937,0.0243154048757239,0.0450819672131146,0.0450819672131146,0.0266393442622953,1.0401639344262297,0.0221463214526334,0.0,0.0,-0.0277777777777776,1.022222222222222,0.0304290309725091,1.0777966982221194,0.0556086569948644,1.0,1.1267605633802815,0.1267605633802815,0.0515947553806703,0.0368188640036942,0.0368188640036942,0.0655737704918033,0.02739094696744,0,0,0,0,2.0,0.5224719101123596,0,0,,0,0,,0,0,,0.657246751606787,0.651167873005438,0.651167873005438,99.07509948333896,2.967153,4.201617,55087.0,55087.0,9403.865224838257,2.967153,4.201617,1.2344639999999996,3.827869429647648,0.1884647187482715,0.0098473829941728,0.500889,0.509829905422332,0.490170094577668,0.0061442671393857,1.3084146246122248,0.6572794458758053,0.6511351787364196,-3.4078480086269405e-05,-0.0001599230577013,3.533713,-0.500889,3.604171,-0.500889,3.711499,-0.500889,3.828286,0.500889,3.956076,0.500889,4.078074,0.500889,4.127878,0.500889,0.0,0.009646099523361,0.0143775187888029,1.3083464490809025,0.0623330056470078,0.6753516084366075,0.2623153859163847,3.825,0.1267068509291668,2.6972435849545566,1.0598498207164428,0.6572467516067857,0.0023075996393651,0.6066939021336298,0.390998498227005,3.825,0.1818845051747159,2.266364214484497,0.6000691615486252,0.6510996974741277,0.1229251135307142,0.7446575144529242,0.1324173720163615,3.675,0.1447714507971645,2.6689458339127032,0.5582503780895224,galvanostatic_14,2.0,-3.354015049514063,0.9658350104903998,1.662309864838759,-2.2259897210136312,0.3856005773999381,-1.1171004385809082,-1.193310779012534,-0.7734328602075876,3.354015049514063,mean_abs_delta_prev,1,1.7985386302207305,-0.6299051471403567
34,389,133,255,17,D://NMC_degradation_3_160623_Halfthedata\4_c2_x10_240623chopped\4_c2_x10_240623_cycle9.hdf5,933.0,1.095774647887324,False,1.0901639344262295,False,1.0450819672131149,False,0.9444444444444444,False,-0.0309859154929574,0.0309859154929574,0.0028169014084507,1.092394366197183,0.0213973284674169,-0.0163934426229508,0.0163934426229508,0.0245901639344265,1.0721311475409836,0.0261782285617566,-0.0327868852459014,0.0327868852459014,0.0061475409836066,1.040983606557377,0.0222597960885252,-0.0555555555555555,0.0555555555555555,-0.0277777777777775,1.0,0.0392837100659192,1.0438662484927783,0.0700574305902627,0.9444444444444444,1.095774647887324,0.1513302034428796,0.0671134167729031,-0.0339304497293413,0.0339304497293413,0.0555555555555555,0.0161778639076319,0,0,0,0,2.0,0.5,0,0,,0,0,,0,0,,0.6579747258603789,0.6498317652090385,0.6498317652090385,98.7624204500116,2.995722,4.202389,47321.0,47321.0,9399.494434595092,2.995722,4.202389,1.206667,3.830515232264745,0.1884462435002635,0.0191057806259377,0.500889,0.519071870839585,0.480928129160415,0.0082612259637143,1.3078064910694174,0.6580338585165658,0.6497726325528516,-3.39810552596924e-05,-0.0001596464373622,3.531011,-0.500889,3.601276,-0.500889,3.714781,-0.500889,3.831953,0.500889,3.959743,0.500889,4.080198,0.500889,4.128263,0.500889,0.0,0.0064385075082688,0.0136094674556213,1.3076882257570293,0.0612685147313229,0.6756845968949792,0.2630468883736978,3.825,0.1267089112107896,2.6925271451743047,1.0837192247380838,0.6579747258603814,0.0022943391557824,0.6059293273599259,0.3917763334842918,3.825,0.1810932934244865,2.270590806996345,0.5963200076313596,0.6497134998966678,0.1209925577338593,0.7463268174382327,0.1326806248279078,3.675,0.1463883289862226,2.6601894233143915,0.5707587321958232,galvanostatic_18,2.0,-3.7668072661986725,1.8556265534595822,0.7912875891220453,-1.102519859580053,-1.7688104781395584,-0.735020099474452,-0.8847434237788537,-0.7337637239711832,3.7668072661986725,mean_abs_delta_prev,1,1.7271336770612686,0.4127922166846094
36,390,134,257,17,D://NMC_degradation_3_160623_Halfthedata\5_c2_x10_260623chopped\5_c2_x10_260623_cycle1.hdf5,921.0,1.0985915492957747,False,1.098360655737705,False,1.0532786885245902,False,0.9444444444444444,False,0.0028169014084507,0.0028169014084507,-0.0140845070422532,1.0969014084507045,0.0193732381566748,0.0081967213114755,0.0081967213114755,-0.0040983606557376,1.080327868852459,0.0268121757931088,0.0081967213114753,0.0081967213114753,-0.012295081967213,1.0467213114754097,0.0206143874425564,0.0,0.0,-0.0277777777777778,0.9888888888888888,0.0464811125852263,1.0486688345006283,0.0726762886299718,0.9444444444444444,1.0985915492957747,0.1541471048513303,0.0693033741815927,0.0048025860078503,0.0048025860078503,0.0081967213114755,0.0040844454788755,0,0,0,0,2.0,0.3820224719101123,0,0,,0,0,,0,0,,0.6508293396874157,0.6436790965861274,0.6436790965861274,98.90136435694149,2.999776,4.200073,93037.0,93037.0,9303.918374300005,2.999776,4.200073,1.2002969999999995,3.82704176250309,0.1903975417721594,0.0027834045917215,0.500889,0.5027784644818728,0.4972215355181272,0.0072156334306434,1.2945084362735428,0.6508620348520932,0.6436464014214497,-3.619207375939271e-05,-0.0001615026573676,3.527343,-0.500889,3.598573,-0.500889,3.707831,-0.500889,3.829637,0.500889,3.957041,0.500889,4.078923200000002,0.500889,4.129808,0.500889,0.0,0.0096451800590926,0.0286018315490777,1.2944193881977633,0.0620031068276762,0.6780547073619575,0.2599421858103664,3.825,0.1277693658986082,2.695761169559976,1.0784159155590356,0.6508293396874204,0.0011693780057292,0.6062055218898037,0.3926251001044669,3.825,0.1837916845029284,2.258726624649169,0.6042198225740578,0.6435900485103374,0.1235211114201225,0.750712073718325,0.1257668148615524,3.675,0.1460386710889607,2.659511138148047,0.5690466451372884,galvanostatic_2,2.0,-3.953793755181055,1.2155866108134221,2.026118216872467,-0.8415909503045871,-2.1525365140762105,-0.9143668013722869,0.653788618778975,2.57370528068485,3.953793755181055,mean_abs_delta_prev,1,1.427412221529101,0.18698648898238268
38,363,126,237,17,D://NMC_degradation_3_160623_Halfthedata\5_c2_x10_260623chopped\5_c2_x10_260623_cycle3.hdf5,929.0,1.0225352112676056,False,1.0327868852459017,False,0.971311475409836,False,0.9444444444444444,False,-0.0760563380281691,0.0760563380281691,-0.036619718309859,1.0867605633802817,0.0385925773482885,-0.0655737704918033,0.0655737704918033,-0.0286885245901637,1.0737704918032789,0.0342893453497575,-0.0819672131147541,0.0819672131147541,-0.0368852459016392,1.0360655737704918,0.039777329700167,0.0,0.0,-6.513087709172707e-17,0.9666666666666668,0.0304290309725092,0.9927695040919468,0.0419648523685592,0.9444444444444444,1.0327868852459017,0.0883424408014572,0.0422704889660597,-0.0558993304086816,0.0558993304086816,0.0819672131147541,0.0378777392673256,0,0,0,0,2.0,0.4831460674157303,0,0,,0,0,,0,0,,0.6535328465320648,0.6463712421912423,0.6463712421912423,98.9041707117209,2.972365,4.201617,76492.0,76492.0,9342.6981215477,2.972365,4.201617,1.2292519999999998,3.8351424230899966,0.1875257477649027,0.0372595619149715,0.500889,0.5371934319928882,0.4628065680071118,0.007221431066643,1.2999040887233069,0.653562759894975,0.6463413288283321,-3.306161811140101e-05,-0.0001610213974444,3.5376801500000004,-0.500889,3.608804,-0.500889,3.722695,-0.500889,3.835235,0.500889,3.963411,0.500889,4.084058,0.500889,4.133089,0.500889,0.0,0.0096340454864567,0.0078832803859277,1.299770514370488,0.0629497360288688,0.6769150639137964,0.2601352000573348,3.825,0.1258889352026131,2.699053582630414,1.0573670121102006,0.6535328465320599,0.0012071251055554,0.6067086328453073,0.3920842420491373,3.825,0.1816999187330214,2.2573212464539805,0.6005946337310998,0.6462376678383996,0.1253893403373049,0.7479140338353799,0.1266966258273152,3.675,0.1456947955033935,2.665659024941092,0.5574027235742073,galvanostatic_6,2.0,-4.49894978018939,1.7349797833586837,-1.6656177935882823,0.15671971424310716,-2.1394740487078137,-0.5124528272584513,0.9551281743137673,-0.591332737102367,4.49894978018939,mean_abs_delta_prev,1,3.89775618954955,0.5451560250083349
40,341,116,220,20,D://NMC_degradation_3_160623_Halfthedata\5_c2_x10_260623chopped\5_c2_x10_260623_cycle5.hdf5,927.0,0.9605633802816902,False,0.9508196721311476,False,0.9016393442622952,False,1.1111111111111112,False,-0.0619718309859154,0.0619718309859154,-0.0690140845070421,1.0608450704225354,0.0680326887368018,-0.081967213114754,0.081967213114754,-0.0737704918032787,1.0557377049180328,0.0654199014401145,-0.0696721311475407,0.0696721311475407,-0.0758196721311473,1.0098360655737706,0.0723682763931179,0.1666666666666667,0.1666666666666667,0.0833333333333335,0.9888888888888888,0.0724355822800294,0.981033376946561,0.0904719442210058,0.9016393442622952,1.1111111111111112,0.2094717668488159,0.0922210664254842,-0.0117361271453858,0.0950694604787192,0.1666666666666667,0.1192199211212534,0,0,0,0,2.0,0.4662921348314606,0,0,,0,0,,0,0,,0.65414076302676,0.6456776883909884,0.6456776883909884,98.70623035375256,2.999969,4.201423999999999,55703.0,55703.0,9342.082627296457,2.999969,4.201423999999999,1.2014549999999993,3.825958122722295,0.1890908953675941,0.020457111376407,0.500889,0.5204208031883382,0.4795791968116618,0.0085396034840414,1.2998184514177484,0.6541790274508948,0.6456394239668535,-3.422495830625256e-05,-0.0001596746925778,3.528887,-0.500889,3.600117,-0.500889,3.711113,-0.500889,3.828093,0.500889,3.951829,0.500889,4.077302,0.500889,4.12807,0.500889,0.0,0.0064267992303888,0.0105382212487881,1.2997419225694666,0.0616573948463905,0.6783262732865363,0.2600163318670731,3.825,0.1267334218901282,2.6979478692179977,1.0818065783316624,0.6541407630267585,0.0018632515196976,0.6066725517182799,0.3914641967620225,3.825,0.1834420452411126,2.260353429970942,0.5920163439424682,0.6456011595427158,0.1222424572523479,0.7509277849281293,0.1268297578195227,3.675,0.1461408080593706,2.6618860888199287,0.5705327433090803,galvanostatic_10,2.0,-5.235546508470637,0.7079144140698478,-2.9138150929442337,2.6445315082354424,-0.03335661318154276,3.097695539370263,0.31518177910202666,-0.7506319857582023,5.235546508470637,mean_abs_delta_prev,1,3.0569007235031207,0.7365967282812473
42,352,114,222,18,D://NMC_degradation_3_160623_Halfthedata\5_c2_x10_260623chopped\5_c2_x10_260623_cycle7.hdf5,925.0,0.991549295774648,False,0.9344262295081968,False,0.9098360655737704,False,1.0,False,0.0309859154929578,0.0309859154929578,-0.0154929577464786,1.0338028169014084,0.0618757257365881,-0.0163934426229508,0.0163934426229508,-0.0491803278688525,1.021311475409836,0.0763659980252598,0.0081967213114751,0.0081967213114751,-0.0307377049180326,0.9762295081967214,0.0718909002019467,-0.1111111111111111,0.1111111111111111,0.0277777777777779,0.9888888888888888,0.0724355822800294,0.9589528977141538,0.0438231690067199,0.9098360655737704,1.0,0.0901639344262296,0.0456989797008599,-0.0220804792324072,0.0416717976346237,0.1111111111111111,0.0624274163063027,0,0,0,0,2.0,0.4382022471910112,0,0,,0,0,,0,0,,0.651583748065501,0.6433550351988286,0.6433550351988286,98.73712122331123,2.94978,4.200073,46147.0,46147.0,9307.01137328148,2.94978,4.200073,1.2502929999999997,3.829215608620279,0.1916887642832719,0.0067621697401781,0.500889,0.506750167941578,0.493249832058422,0.0083636674968845,1.2949387832643295,0.6516512253806072,0.6432875578837226,-3.589306964363843e-05,-0.0001620936827602,3.526185,-0.500889,3.599345,-0.500889,3.710534,-0.500889,3.832339,0.500889,3.9604185,0.500889,4.081356,0.500889,4.133089,0.500889,0.0,0.0038601509343967,0.0098816798855805,1.2947551303427534,0.0644057435780988,0.6775232876598836,0.2580709687620174,3.825,0.1278992085731365,2.701397308458258,1.035561368689382,0.6515837480654996,0.0024172159865415,0.6048758769475308,0.3927069070659277,3.825,0.1826897351074236,2.2682853712876,0.5974253479938163,0.6431713822772471,0.1272050506650519,0.7511208908237765,0.1216740585111715,3.675,0.1446389205373794,2.655916081876658,0.5451367202000682,galvanostatic_14,2.0,-5.497446492870384,-0.3527024119426613,-1.8478652847333306,-0.3767416760064328,-1.2330195836398452,-1.1067463921287422,-1.9982693358504378,-1.8209381962013416,5.497446492870384,mean_abs_delta_prev,1,3.3849431754304735,0.26189998439974627
44,375,125,244,20,D://NMC_degradation_3_160623_Halfthedata\5_c2_x10_260623chopped\5_c2_x10_260623_cycle9.hdf5,925.0,1.056338028169014,False,1.024590163934426,False,1.0,False,1.1111111111111112,False,0.064788732394366,0.064788732394366,0.0478873239436621,1.0259154929577463,0.0540155076294885,0.0901639344262291,0.0901639344262291,0.0368852459016392,1.0081967213114755,0.0665904787265243,0.0901639344262296,0.0901639344262296,0.0491803278688525,0.9672131147540984,0.0634253587727135,0.1111111111111111,0.1111111111111111,1.6964935913372016e-16,1.022222222222222,0.0842541716005726,1.048009825803638,0.0479741426807458,1.0,1.1111111111111112,0.1111111111111111,0.0457764245139191,0.0890569280894839,0.0890569280894839,0.1111111111111111,0.018954183681597,0,0,0,0,2.0,0.4382022471910112,0,0,,0,0,,1,0,16.0,0.651025978143305,0.6335059760529974,0.6335059760529974,97.30886282905732,2.999969,4.202003,68598.0,68598.0,9232.215191602709,2.999969,4.202003,1.2020340000000005,3.745250221595382,0.1981316714838135,-0.1738266936936937,0.500889,0.3264818216274527,0.6735181783725473,0.0175533990040684,1.2845319541963025,0.6510426766001854,0.6334892775961171,-4.879731799467415e-05,-0.0001541814652812,3.492017,-0.500889,3.566143,-0.500889,3.61556,-0.500889,3.694512,-0.500889,3.880212,0.500889,4.035992,0.500889,4.103072499999988,0.500889,0.0,0.0064268528032465,0.0431505750980363,1.2844985572825396,0.0639018132468266,0.6737350866022025,0.2623631001509708,3.825,0.1260707285042807,2.7004079205913043,1.0686041803164796,0.6510259781433064,0.0027847364802932,0.6066806966713971,0.3905345668483096,3.825,0.1802453099238752,2.27440136761891,0.5900218490993745,0.6334725791392403,0.1267124320383399,0.7426475403232662,0.1306400276383938,3.675,0.1451401004258692,2.6736976327114266,0.5601010251479361,galvanostatic_19,2.0,-6.525154720159276,-5.934688239042373,3.489634285814893,-0.852992062343965,2.3852182625319016,-1.7036350461787566,1.2518983233628678,-0.5925350510547777,6.525154720159276,mean_abs_delta_prev,1,7.805796952936225,1.0277082272888922
46,365,120,238,19,D://NMC_degradation_3_160623_Halfthedata\6_c2_x10_270623_2chopped\6_c2_x10_270623_2_cycle1.hdf5,919.0,1.028169014084507,False,0.9836065573770492,False,0.9754098360655736,False,1.0555555555555556,False,-0.028169014084507,0.028169014084507,0.0183098591549295,1.011830985915493,0.0367494991713812,-0.0409836065573767,0.0409836065573767,0.0245901639344263,0.9852459016393442,0.0435276001552515,-0.0245901639344263,0.0245901639344263,0.0327868852459018,0.951639344262295,0.0434116809077549,-0.0555555555555555,0.0555555555555555,0.0277777777777778,1.0444444444444445,0.0724355822800292,1.0106852407706717,0.0378445801915529,0.9754098360655736,1.0555555555555556,0.0801457194899819,0.0374444769399181,-0.0373245850329664,0.0373245850329664,0.0555555555555555,0.0140445325639413,0,0,0,0,2.0,0.3539325842696629,0,0,,0,0,,1,0,14.0,0.6469941477438187,0.6398801285556821,0.6398801285556821,98.9004507671446,2.999969,4.200073,92490.0,92490.0,9249.049978494642,2.999969,4.200073,1.2001039999999996,3.826095535982268,0.1911244722730681,0.0027727880635744,0.500889,0.5027678667964104,0.4972321332035895,0.0071307152400061,1.2868742762995011,0.6470024957697535,0.6398717805297474,-3.702532156447328e-05,-0.0001624599720184,3.52522,-0.500889,3.595485,-0.500889,3.704936,-0.500889,3.830023,0.500889,3.9564135,0.500889,4.079039,0.500889,4.130300150000001,0.500889,0.0,0.0019302273398163,0.028543934954427,1.286857580247644,0.0635414041586009,0.6774199823882592,0.2590386134531398,3.825,0.1269898461755742,2.700354457327262,1.0722883852129852,0.6469941477438178,0.0011999765521865,0.603977558057015,0.3948224653907983,3.825,0.1826674402141193,2.2622733940207005,0.6010900990588889,0.6398634325038114,0.1265775721507539,0.7516808579511857,0.1217415698980603,3.675,0.1458867865980792,2.657324849639726,0.5669125576702463,galvanostatic_2,2.0,-5.003522844938644,0.025833085450663807,0.788904035454378,0.3920613196733231,-1.0090602678003837,-1.956385941140075,1.2559177387558909,1.5771128011265114,5.003522844938644,mean_abs_delta_prev,1,6.832809073339364,-1.5216318752206321
48,370,122,242,17,D://NMC_degradation_3_160623_Halfthedata\6_c2_x10_270623_2chopped\6_c2_x10_270623_2_cycle3.hdf5,924.0,1.0422535211267605,False,1.0,False,0.9918032786885246,False,0.9444444444444444,False,0.0140845070422535,0.0140845070422535,-0.0070422535211266,1.015774647887324,0.0391640479807089,0.0163934426229508,0.0163934426229508,-0.0122950819672128,0.978688524590164,0.036473107313585,0.0163934426229509,0.0163934426229509,-0.0040983606557377,0.9557377049180328,0.0465844991422384,-0.1111111111111111,0.1111111111111111,-0.0833333333333332,1.0444444444444447,0.0724355822800292,0.9946253110649323,0.0400974517742256,0.9444444444444444,1.0422535211267605,0.097809076682316,0.0403141276701412,-0.0160599297057389,0.0394956258498166,0.1111111111111111,0.0633768014981818,0,0,0,0,2.0,0.4044943820224719,0,0,,0,0,,1,0,12.0,0.6473670668830174,0.6399956269773582,0.6399956269773582,98.86131990909708,2.999969,4.200073,92525.0,92525.0,9252.560343503952,2.999969,4.200073,1.2001039999999996,3.825723522766819,0.1912256336144737,0.0028745966927857,0.500889,0.5028694947311537,0.4971305052688463,0.0073881352609049,1.2873626938603753,0.6473754145606401,0.6399872792997352,-3.703419891434733e-05,-0.0001623981261114,3.5244856,-0.500889,3.5947892,-0.500889,3.704743,-0.500889,3.829637,0.500889,3.956076,0.500889,4.078846,0.500889,4.130194,0.500889,0.0,0.0019302273398163,0.0285871773810038,1.2873459985051083,0.0638847676592863,0.677553178615422,0.2585620537252917,3.825,0.1268432949284976,2.700934537867064,1.072695365155944,0.6473670668830098,0.0011777930041517,0.604639843442659,0.3941823635531892,3.825,0.1823451295957828,2.261283200354121,0.602734010659652,0.6399789316221078,0.1273156530365742,0.7513082502203683,0.1213760967430575,3.675,0.1454474008707779,2.6581140288254104,0.5672093723994882,galvanostatic_6,2.0,-5.197520556619703,0.2655684282229955,0.22646789034047243,-0.05736478671221484,-1.0587557584234633,-2.0633325824771878,1.6497661274923623,0.759057023061682,5.197520556619703,mean_abs_delta_prev,1,0.7832154168190958,0.1939977116810594
50,379,130,248,20,D://NMC_degradation_3_160623_Halfthedata\6_c2_x10_270623_2chopped\6_c2_x10_270623_2_cycle5.hdf5,924.0,1.0676056338028168,False,1.0655737704918034,False,1.0163934426229508,False,1.1111111111111112,False,0.0253521126760563,0.0253521126760563,0.0197183098591551,1.0371830985915491,0.0295035965583688,0.0655737704918033,0.0655737704918033,0.0409836065573772,1.001639344262295,0.048630809751447,0.0245901639344262,0.0245901639344262,0.0204918032786886,0.978688524590164,0.0412287748851122,0.1666666666666667,0.1666666666666667,0.0277777777777778,1.0444444444444445,0.0724355822800292,1.0651709895071706,0.0387118998861892,1.0163934426229508,1.1111111111111112,0.0947176684881603,0.0363433667153292,0.0705456784422381,0.0705456784422381,0.1666666666666667,0.0668788256133141,0,0,0,0,2.0,0.4044943820224719,0,0,,0,0,,1,0,10.0,0.6472557223302668,0.6399385683032753,0.6399385683032753,98.86951111059348,2.999776,4.200073,92513.0,92513.0,9251.349992275238,2.999776,4.200073,1.2002969999999995,3.825687121377536,0.1910686882866716,0.0028533125398592,0.500889,0.5028482483542853,0.4971517516457147,0.0073338507091395,1.2871942906335423,0.6472640706713408,0.6399302199622012,-3.699724341323872e-05,-0.0001624192854524,3.525799,-0.500889,3.595099,-0.500889,3.704936,-0.500889,3.829251,0.500889,3.955882,0.500889,4.078846,0.500889,4.130387,0.500889,0.0,0.0019302595582973,0.02878545485991,1.28716368124381,0.0633101074588222,0.678318196753011,0.2583716957881669,3.825,0.1263445630751808,2.7000432946331747,1.0723709892166775,0.6472557223302644,0.0011564999808801,0.6047222987619425,0.3941212012571773,3.825,0.1813683194042593,2.258975515245673,0.6067741763789656,0.6399079589135472,0.1261773957042587,0.7527591619749934,0.121063442320748,3.675,0.1457244365100145,2.655562898104598,0.5670494732447495,galvanostatic_10,2.0,-4.406840460750499,0.04007749958656337,1.8519413552060586,-0.13159041209205508,2.135033061130246,-0.40079380246408164,1.8490881957009093,1.236513596075414,4.406840460750499,mean_abs_delta_prev,1,1.823100271884741,-0.7906800958692042
52,382,132,251,19,D://NMC_degradation_3_160623_Halfthedata\6_c2_x10_270623_2chopped\6_c2_x10_270623_2_cycle7.hdf5,925.0,1.076056338028169,False,1.0819672131147542,False,1.028688524590164,False,1.0555555555555556,False,0.0084507042253521,0.0084507042253521,0.0169014084507043,1.0540845070422535,0.0192499713388956,0.0163934426229508,0.0163934426229508,0.0409836065573771,1.0311475409836066,0.0419556848920321,0.0122950819672131,0.0122950819672131,0.0184426229508198,1.0024590163934426,0.0208170903265577,-0.0555555555555555,0.0555555555555555,0.0555555555555554,1.0555555555555556,0.0680413817439769,1.060566907822161,0.0240779323845789,1.028688524590164,1.0819672131147542,0.0532786885245901,0.0227028886221069,-0.0046040816850098,0.0231736960927679,0.0555555555555555,0.0341221232436001,0,0,0,0,2.0,0.4382022471910112,0,0,,1,0,8.0,1,0,8.0,0.6472278977112533,0.6399538715053725,0.6399538715053725,98.87612597794325,2.999776,4.200073,92512.0,92512.0,9251.259998083116,2.999776,4.200073,1.2002969999999995,3.825450053203909,0.1911425889288972,0.0028371004410238,0.500889,0.5028320650294016,0.4971679349705984,0.0072921115912297,1.287181769216626,0.6472369404039278,0.6399448288126981,-3.699778035557956e-05,-0.0001624210814734,3.525799,-0.500889,3.5945383,-0.500889,3.704164,-0.500889,3.829251,0.500889,3.955689,0.500889,4.078846,0.500889,4.130387,0.500889,0.0,0.0019302043272817,0.028710099339538,1.2871539415788982,0.063389490259781,0.6783687553719149,0.2582417543683041,3.825,0.1259661084314289,2.7008462566289397,1.07236287483756,0.6472278977112542,0.0011565486742695,0.6045784767852197,0.3942649745405107,3.825,0.180494736826303,2.263718238247721,0.6053237554186435,0.6399260438676496,0.1263325386585239,0.7530010153632986,0.1206664459781776,3.675,0.1453942097161145,2.654771739676013,0.5672590278783742,galvanostatic_14,2.0,-4.187961581777255,0.5986377317922085,2.4710008090951137,-0.9604524069164851,-0.6390075280799906,-1.8138311747931612,1.5624781254088258,1.599684887098903,4.187961581777255,mean_abs_delta_prev,1,1.1958864120709611,-0.21887887897324365
54,365,126,238,19,D://NMC_degradation_3_160623_Halfthedata\6_c2_x10_270623_2chopped\6_c2_x10_270623_2_cycle9.hdf5,924.0,1.028169014084507,False,1.0327868852459017,False,0.9754098360655736,False,1.0555555555555556,False,-0.0478873239436619,0.0478873239436619,-0.0197183098591548,1.048450704225352,0.0223051638251596,-0.0491803278688525,0.0491803278688525,-0.0163934426229506,1.0327868852459017,0.0417952419146952,-0.0532786885245903,0.0532786885245903,-0.0204918032786886,0.9975409836065572,0.0241768544323812,0.0,0.0,-0.0277777777777776,1.0444444444444445,0.0608580619450182,1.0229803227378844,0.033897827764623,0.9754098360655736,1.0555555555555556,0.0801457194899819,0.0331363438877294,-0.0375865850842762,0.0375865850842762,0.0532786885245903,0.0251628931927102,0,0,0,0,2.0,0.4044943820224719,0,0,,1,0,6.0,1,0,6.0,0.6473085935979581,0.6398704223287225,0.6398704223287225,98.85090799924473,2.999776,4.200073,92512.0,92512.0,9251.240209579468,2.999776,4.200073,1.2002969999999995,3.8251478125,0.1912510721822706,0.0029020722068488,0.500889,0.5028969214804566,0.4971030785195434,0.007454867453795,1.2871790159266805,0.6473169416902378,0.6398620742364428,-3.700886459353524e-05,-0.0001624208640423,3.525413,-0.500889,3.59394,-0.500889,3.703585,-0.500889,3.829058,0.500889,3.955496,0.500889,4.078653,0.500889,4.130387,0.500889,0.0,0.0019302871749904,0.0283641945282182,1.2871470197577664,0.0636114165249555,0.6784891413407615,0.2578994421342829,3.825,0.1253182061117248,2.701608520095879,1.0723571080805558,0.6473085935979559,0.0011735732869299,0.6047803790664031,0.3940460476466669,3.825,0.1794834824441513,2.2672706184066764,0.6033300558377733,0.639838426159808,0.1267782268340344,0.753058459613847,0.1201633135521186,3.675,0.1454119217750453,2.65480479150327,0.5672789147340102,galvanostatic_18,2.0,-4.739096779953182,0.5888127849698408,0.2721035786345127,0.19050114015428038,-2.0812660489949506,-1.2832104892383602,2.0537572418656365,0.9446206076406934,4.739096779953182,mean_abs_delta_prev,1,2.54237873533637,0.5511351981759267
