cycle_state_cluster,n_cycles,cycle_min,cycle_max,median_degradation_axis,median_state_step_norm,any_abrupt_drop_rate,synchronized_drop_2plus_rate,future_any_drop_within_4cycles_rate,future_any_drop_within_8cycles_rate,future_sync2_drop_within_8cycles_rate,future_any_drop_within_16cycles_rate
1,58,2.0,158.0,4.366648740523348,1.8424690395968206,0.05172413793103448,0.017241379310344827,0.13793103448275862,0.25862068965517243,0.10344827586206896,0.46551724137931033
2,1,150.0,150.0,-6.674485392649005,29.647137869789937,0.0,0.0,0.0,1.0,0.0,1.0
0,29,112.0,149.0,-8.363216158873993,2.0433041588295424,0.034482758620689655,0.034482758620689655,0.06896551724137931,0.13793103448275862,0.06896551724137931,0.41379310344827586
3,1,126.0,126.0,-8.945608658116742,25.535815332623002,0.0,0.0,0.0,0.0,0.0,0.0
