k,silhouette,inertia
4,0.6338290444179706,1191.9775876941808
3,0.6239005504909693,1922.8771591960497
2,0.6116444450085206,2796.5086929034896
5,0.5053046614502337,854.0141580840284
6,0.4721056358044871,627.0374861625814
7,0.467221358214206,465.78967693401165
