center_cycle,feature,window_cycles,n_pre,n_post,n_current,median_pre,median_current,median_post,post_minus_pre,post_minus_pre_iqr_scaled,current_minus_pre,abs_scaled_shift,feature_scale_iqr_or_std,rank_abs_shift_desc,percentile_abs_shift
150.0,coulombic_efficiency_pct_rolling5_slope,12,12,2,1,-0.009764273993572724,-9.512228946268927,-20.35413091036385,-20.344366636370278,-237.25613914982551,-9.502464672275353,237.25613914982551,0.08574853619919592,1.0,1.0
150.0,coulombic_efficiency_pct_rolling5_slope,8,8,2,1,-0.019474933405603273,-9.512228946268927,-20.35413091036385,-20.334655976958246,-237.1428933751166,-9.492754012863323,237.1428933751166,0.08574853619919592,1.0,1.0
150.0,coulombic_efficiency_pct_rolling5_slope,4,4,2,1,-0.3230846762304188,-9.512228946268927,-20.35413091036385,-20.03104623413343,-233.60219453310347,-9.189144270038508,233.60219453310347,0.08574853619919592,1.0,1.0
150.0,all_dq_abs_entropy_rolling5_slope,12,12,2,1,0.001161405207227177,-0.09441016387743208,-0.19983371273402295,-0.20099511794125013,-194.38103094257343,-0.09557156908465925,194.38103094257343,0.0010340264014786027,1.0,1.0
150.0,all_dq_abs_entropy_rolling5_slope,8,8,2,1,0.0007625140045541398,-0.09441016387743208,-0.19983371273402295,-0.20059622673857708,-193.99526593492695,-0.09517267788198622,193.99526593492695,0.0010340264014786027,1.0,1.0
150.0,all_dq_abs_entropy_rolling5_slope,4,4,2,1,-0.0005254286005699485,-0.09441016387743208,-0.19983371273402295,-0.199308284133453,-192.74970527682152,-0.09388473527686213,192.74970527682152,0.0010340264014786027,1.0,1.0
150.0,capacity_mAh_rolling5_slope,12,12,2,1,-0.0013347972768589724,-0.08920663043636574,-0.177944369476352,-0.17660957219949303,-180.84081697037817,-0.08787183315950677,180.84081697037817,0.0009766023796962927,1.0,1.0
150.0,discharge_capacity_mAh_rolling5_slope,12,12,2,1,-0.0013347972768589724,-0.08920663043636574,-0.177944369476352,-0.17660957219949303,-180.84081697037817,-0.08787183315950677,180.84081697037817,0.0009766023796962927,1.0,1.0
150.0,capacity_mAh_rolling5_slope,8,8,2,1,-0.0015996262571632749,-0.08920663043636574,-0.177944369476352,-0.17634474321918872,-180.5696431684193,-0.08760700417920247,180.5696431684193,0.0009766023796962927,1.0,1.0
150.0,discharge_capacity_mAh_rolling5_slope,8,8,2,1,-0.0015996262571632749,-0.08920663043636574,-0.177944369476352,-0.17634474321918872,-180.5696431684193,-0.08760700417920247,180.5696431684193,0.0009766023796962927,1.0,1.0
150.0,capacity_mAh_rolling5_slope,4,4,2,1,-0.0016876218337319874,-0.08920663043636574,-0.177944369476352,-0.17625674764262,-180.47953937756424,-0.08751900860263376,180.47953937756424,0.0009766023796962927,1.0,1.0
150.0,discharge_capacity_mAh_rolling5_slope,4,4,2,1,-0.0016876218337319874,-0.08920663043636574,-0.177944369476352,-0.17625674764262,-180.47953937756424,-0.08751900860263376,180.47953937756424,0.0009766023796962927,1.0,1.0
149.0,coulombic_efficiency_pct_rolling5_slope,12,12,3,1,-0.01632443418859418,0.2453812187091418,-15.131751754278003,-15.11542732008941,-176.27621403327407,0.261705652897736,176.27621403327407,0.08574853619919592,2.0,0.9863013698630136
149.0,coulombic_efficiency_pct_rolling5_slope,8,8,3,1,-0.019474933405603273,0.2453812187091418,-15.131751754278003,-15.112276820872399,-176.23947289043178,0.2648561521147451,176.23947289043178,0.08574853619919592,2.0,0.9863013698630136
149.0,coulombic_efficiency_pct_rolling5_slope,4,4,3,1,-0.3230846762304188,0.2453812187091418,-15.131751754278003,-14.808667078047584,-172.69877404841864,0.5684658949395607,172.69877404841864,0.08574853619919592,2.0,0.9855072463768116
150.0,all_dq_abs_highV_frac_rolling5_slope,4,4,2,1,-0.000367801180824029,0.029442995406854352,0.06091395180261175,0.06128175298343578,172.27205524902251,0.029810796587678382,172.27205524902251,0.00035572660287155596,1.0,1.0
150.0,all_dq_abs_highV_frac_rolling5_slope,8,8,2,1,-0.00020623126756810225,0.029442995406854352,0.06091395180261175,0.06112018307017985,171.81785836874514,0.029649226674422453,171.81785836874514,0.00035572660287155596,1.0,1.0
150.0,all_dq_abs_highV_frac_rolling5_slope,12,12,2,1,-0.00020623126756810225,0.029442995406854352,0.06091395180261175,0.06112018307017985,171.81785836874514,0.029649226674422453,171.81785836874514,0.00035572660287155596,1.0,1.0
149.0,all_dq_abs_entropy_rolling5_slope,12,12,3,1,0.0009831160630277907,0.0036774848450683074,-0.1487604616608925,-0.14974357772392027,-144.81601002623813,0.0026943687820405165,144.81601002623813,0.0010340264014786027,2.0,0.9863013698630136
149.0,all_dq_abs_entropy_rolling5_slope,8,8,3,1,0.0007625140045541398,0.0036774848450683074,-0.1487604616608925,-0.14952297566544662,-144.60266725456597,0.0029149708405141676,144.60266725456597,0.0010340264014786027,2.0,0.9863013698630136
148.0,coulombic_efficiency_pct_rolling5_slope,8,8,4,1,-0.0005684602233289541,-0.13093338223672712,-12.321990350273465,-12.321421890050136,-143.69250410790892,-0.13036492201339817,143.69250410790892,0.08574853619919592,3.0,0.9726027397260274
148.0,coulombic_efficiency_pct_rolling5_slope,12,12,4,1,-0.011689155964224918,-0.13093338223672712,-12.321990350273465,-12.31030119430924,-143.5628144801459,-0.11924422627250221,143.5628144801459,0.08574853619919592,3.0,0.9726027397260274
149.0,all_dq_abs_entropy_rolling5_slope,4,4,3,1,-0.0007460306590435994,0.0036774848450683074,-0.1487604616608925,-0.14801443100184888,-143.14376382478835,0.004423515504111907,143.14376382478835,0.0010340264014786027,2.0,0.9855072463768116
148.0,coulombic_efficiency_pct_rolling5_slope,4,4,4,1,-0.273334252307507,-0.13093338223672712,-12.321990350273465,-12.048656097965958,-140.51150762476738,0.1424008700707799,140.51150762476738,0.08574853619919592,3.0,0.9710144927536232
149.0,capacity_mAh_rolling5_slope,12,12,3,1,-0.0012214383117971452,-0.0015973822838945403,-0.13383501421204586,-0.13261357590024872,-135.79075646066863,-0.0003759439720973951,135.79075646066863,0.0009766023796962927,2.0,0.9863013698630136
149.0,discharge_capacity_mAh_rolling5_slope,12,12,3,1,-0.0012214383117971452,-0.0015973822838945403,-0.13383501421204586,-0.13261357590024872,-135.79075646066863,-0.0003759439720973951,135.79075646066863,0.0009766023796962927,2.0,0.9863013698630136
149.0,capacity_mAh_rolling5_slope,8,8,3,1,-0.0015410043390972654,-0.0015973822838945403,-0.13383501421204586,-0.1322940098729486,-135.4635342114258,-5.6377944797274954e-05,135.4635342114258,0.0009766023796962927,2.0,0.9863013698630136
149.0,discharge_capacity_mAh_rolling5_slope,8,8,3,1,-0.0015410043390972654,-0.0015973822838945403,-0.13383501421204586,-0.1322940098729486,-135.4635342114258,-5.6377944797274954e-05,135.4635342114258,0.0009766023796962927,2.0,0.9863013698630136
149.0,capacity_mAh_rolling5_slope,4,4,3,1,-0.001689865807000722,-0.0015973822838945403,-0.13383501421204586,-0.13214514840504513,-135.31110629296245,9.248352310618161e-05,135.31110629296245,0.0009766023796962927,2.0,0.9855072463768116
149.0,discharge_capacity_mAh_rolling5_slope,4,4,3,1,-0.001689865807000722,-0.0015973822838945403,-0.13383501421204586,-0.13214514840504513,-135.31110629296245,9.248352310618161e-05,135.31110629296245,0.0009766023796962927,2.0,0.9855072463768116
150.0,all_dq_abs_total_mAh_rolling5_slope,4,4,2,1,-0.000992354449747787,-0.09508802791567754,-0.18133150884483867,-0.18033915439509088,-130.84916037530826,-0.09409567346592976,130.84916037530826,0.0013782217163475325,1.0,1.0
150.0,all_dq_abs_total_mAh_rolling5_slope,8,8,2,1,-0.0014094903112132008,-0.09508802791567754,-0.18133150884483867,-0.17992201853362547,-130.5464979977549,-0.09367853760446433,130.5464979977549,0.0013782217163475325,1.0,1.0
150.0,all_dq_abs_total_mAh_rolling5_slope,12,12,2,1,-0.0016549792766630154,-0.09508802791567754,-0.18133150884483867,-0.17967652956817565,-130.36837791552284,-0.09343304863901453,130.36837791552284,0.0013782217163475325,1.0,1.0
149.0,all_dq_abs_highV_frac_rolling5_slope,8,8,3,1,-0.00020623126756810225,-0.0008883883403604821,0.04585173679075578,0.04605796805832388,129.475748191243,-0.0006821570727923798,129.475748191243,0.00035572660287155596,2.0,0.9863013698630136
149.0,all_dq_abs_highV_frac_rolling5_slope,12,12,3,1,-0.00013813040710005645,-0.0008883883403604821,0.04585173679075578,0.04598986719785583,129.28430661808454,-0.0007502579332604257,129.28430661808454,0.00035572660287155596,2.0,0.9863013698630136
149.0,all_dq_abs_highV_frac_rolling5_slope,4,4,3,1,-5.6863991387517375e-05,-0.0008883883403604821,0.04585173679075578,0.045908600782143295,129.0558547253767,-0.0008315243489729647,129.0558547253767,0.00035572660287155596,2.0,0.9855072463768116
148.0,all_dq_abs_entropy_rolling5_slope,12,12,4,1,0.0008949634785507888,0.0010462822813393268,-0.12158531276916229,-0.12248027624771309,-118.44985396172942,0.00015131880278853801,118.44985396172942,0.0010340264014786027,3.0,0.9726027397260274
148.0,all_dq_abs_entropy_rolling5_slope,8,8,4,1,0.0007625140045541398,0.0010462822813393268,-0.12158531276916229,-0.12234782677371643,-118.32176296346549,0.000283768276785187,118.32176296346549,0.0010340264014786027,3.0,0.9726027397260274
148.0,all_dq_abs_entropy_rolling5_slope,4,4,4,1,-0.000962777762028089,0.0010462822813393268,-0.12158531276916229,-0.1206225350071342,-116.65324486362282,0.0020090600433674156,116.65324486362282,0.0010340264014786027,3.0,0.9710144927536232
