task,target,comparison,delta_roc_auc,delta_average_precision,delta_r2,delta_spearman_rho,base_metric,comparison_metric,base_spearman_rho,comparison_spearman_rho
classification,future_any_drop_within_8cycles,learned_all_minus_pca_video,0.279320987654321,0.2504751192808007,,0.48384481161910725,0.5694444444444444,0.8487654320987654,0.1202929089660764,0.6041377205851837
classification,future_any_drop_within_8cycles,learned_plus_handcrafted_minus_pca_video,0.27314814814814814,0.2491731015225701,,0.4731521085999005,0.5694444444444444,0.8425925925925926,0.1202929089660764,0.5934450175659769
classification,future_any_drop_within_8cycles,learned_latent_minus_pca_video,0.2592592592592593,0.22829605222124816,,0.4490935268066853,0.5694444444444444,0.8287037037037037,0.1202929089660764,0.5693864357727617
classification,future_any_drop_within_16cycles,learned_plus_handcrafted_minus_pca_video,0.0888888888888889,0.08719273343744494,,0.12506349278199178,0.512280701754386,0.6011695906432749,0.01727850887119623,0.142342001653188
classification,future_any_drop_within_16cycles,learned_latent_minus_pca_video,0.08070175438596494,0.08747913575276223,,0.11354448686786095,0.512280701754386,0.5929824561403509,0.01727850887119623,0.13082299573905717
classification,future_any_drop_within_16cycles,learned_all_minus_pca_video,0.025730994152046716,0.06448584425624915,,0.036202590015839725,0.512280701754386,0.5380116959064327,0.01727850887119623,0.053481098887035956
classification,future_any_drop_within_8cycles,learned_all_minus_handcrafted_scalar,0.02083333333333337,0.005325210334007124,,0.03608787268982294,0.8279320987654321,0.8487654320987654,0.5680498478953607,0.6041377205851837
classification,future_any_drop_within_8cycles,learned_plus_handcrafted_minus_handcrafted_scalar,0.014660493827160503,0.004023192575776546,,0.02539516967061617,0.8279320987654321,0.8425925925925926,0.5680498478953607,0.5934450175659769
classification,future_any_drop_within_8cycles,learned_latent_minus_handcrafted_scalar,0.0007716049382716639,-0.016853856725545402,,0.0013365878774009854,0.8279320987654321,0.8287037037037037,0.5680498478953607,0.5693864357727617
classification,future_any_drop_within_16cycles,learned_plus_handcrafted_minus_handcrafted_scalar,-0.07836257309941508,-0.04606602610815114,,-0.11025334232096645,0.67953216374269,0.6011695906432749,0.25259534397415445,0.142342001653188
classification,future_any_drop_within_16cycles,learned_latent_minus_handcrafted_scalar,-0.08654970760233904,-0.045779623792833846,,-0.12177234823509728,0.67953216374269,0.5929824561403509,0.25259534397415445,0.13082299573905717
classification,future_any_drop_within_16cycles,learned_all_minus_handcrafted_scalar,-0.14152046783625727,-0.06877291528934693,,-0.1991142450871185,0.67953216374269,0.5380116959064327,0.25259534397415445,0.053481098887035956
regression,learned_residual_mse_last_minus_first,learned_all_minus_pca_video,,,2.9540340658955238,1.0732288302184045,-1.96620875426466,0.9878253116308637,-0.21835868082211005,0.8548701493962946
regression,learned_residual_mse_last_minus_first,learned_plus_handcrafted_minus_pca_video,,,2.924216236455939,0.9866971378976501,-1.96620875426466,0.9580074821912792,-0.21835868082211005,0.76833845707554
regression,learned_residual_mse_mean,learned_all_minus_pca_video,,,6.3857327357088325,0.7597878806103207,-5.389472537299619,0.9962601984092141,0.22995991806729377,0.9897477986776144
regression,true_residual_energy_mean,learned_all_minus_pca_video,,,6.383961395311546,0.7595520351692722,-5.38772357598544,0.996237819326106,0.23025000795978362,0.9898020431290557
regression,learned_residual_mse_mean,learned_plus_handcrafted_minus_pca_video,,,6.377372461426898,0.7355712707234441,-5.389472537299619,0.9878999241272794,0.22995991806729377,0.9655311887907378
regression,true_residual_energy_mean,learned_plus_handcrafted_minus_pca_video,,,6.375618839411261,0.7351703334736612,-5.38772357598544,0.987895263425821,0.23025000795978362,0.9654203414334449
regression,learned_residual_mse_last_minus_first,learned_all_minus_handcrafted_scalar,,,1.7223881265681789,0.6635700160256977,-0.7345628149373151,0.9878253116308637,0.1913001333705969,0.8548701493962946
regression,learned_residual_mse_last_minus_first,learned_plus_handcrafted_minus_handcrafted_scalar,,,1.6925702971285943,0.5770383237049431,-0.7345628149373151,0.9580074821912792,0.1913001333705969,0.76833845707554
regression,learned_residual_mse_mean,learned_latent_minus_pca_video,,,6.076369807614629,0.5647649269527707,-5.389472537299619,0.6868972703150102,0.22995991806729377,0.7947248450200645
regression,true_residual_energy_mean,learned_latent_minus_pca_video,,,6.074633889786065,0.5642932360706736,-5.38772357598544,0.6869103138006247,0.23025000795978362,0.7945432440304572
regression,learned_residual_mse_last_minus_first,learned_latent_minus_pca_video,,,1.7169648394986745,0.49381790137651194,-1.96620875426466,-0.2492439147659855,-0.21835868082211005,0.27545922055440186
regression,true_residual_energy_mean,learned_all_minus_handcrafted_scalar,,,0.13406577781682494,0.13453803184620983,0.8621720415092811,0.996237819326106,0.8552640112828459,0.9898020431290557
regression,learned_residual_mse_mean,learned_all_minus_handcrafted_scalar,,,0.13406066188782884,0.13438709076393873,0.8621995365213853,0.9962601984092141,0.8553607079136757,0.9897477986776144
regression,learned_residual_mse_mean,learned_plus_handcrafted_minus_handcrafted_scalar,,,0.1257003876058942,0.11017048087706216,0.8621995365213853,0.9878999241272794,0.8553607079136757,0.9655311887907378
regression,true_residual_energy_mean,learned_plus_handcrafted_minus_handcrafted_scalar,,,0.12572322191653995,0.110156330150599,0.8621720415092811,0.987895263425821,0.8552640112828459,0.9654203414334449
regression,transferred_masked_residual_signature,learned_plus_handcrafted_minus_pca_video,,,-2.3895022507787136,0.1060050518914851,-0.48557379171681725,-2.8750760424955306,0.14935320152652778,0.2553582534180129
regression,transferred_masked_residual_signature,learned_latent_minus_pca_video,,,-0.34640496913059415,0.08968915592640225,-0.48557379171681725,-0.8319787608474114,0.14935320152652778,0.23904235745293004
regression,learned_residual_mse_last_minus_first,learned_latent_minus_handcrafted_scalar,,,0.4853189001713296,0.08415908718380496,-0.7345628149373151,-0.2492439147659855,0.1913001333705969,0.27545922055440186
regression,transferred_masked_residual_signature,learned_plus_handcrafted_minus_handcrafted_scalar,,,-1.2149332085216153,-0.007723501048559955,-1.6601428339739153,-2.8750760424955306,0.26308175446657284,0.2553582534180129
regression,transferred_masked_residual_signature,learned_all_minus_pca_video,,,-1.0197814977620292,-0.018439858753436872,-0.48557379171681725,-1.5053552894788464,0.14935320152652778,0.1309133427730909
regression,transferred_masked_residual_signature,learned_latent_minus_handcrafted_scalar,,,0.8281640731265039,-0.0240393970136428,-1.6601428339739153,-0.8319787608474114,0.26308175446657284,0.23904235745293004
regression,learned_residual_mse_mean,learned_latent_minus_handcrafted_scalar,,,-0.175302266206375,-0.060635862893611225,0.8621995365213853,0.6868972703150102,0.8553607079136757,0.7947248450200645
regression,true_residual_energy_mean,learned_latent_minus_handcrafted_scalar,,,-0.17526172770865633,-0.06072076725238873,0.8621720415092811,0.6869103138006247,0.8552640112828459,0.7945432440304572
regression,transferred_masked_residual_signature,learned_all_minus_handcrafted_scalar,,,0.15478754449506882,-0.13216841169348192,-1.6601428339739153,-1.5053552894788464,0.26308175446657284,0.1309133427730909
