feature_set,model,mean_balanced_accuracy,mean_roc_auc,mean_average_precision,folds,permutation_index
all_physics_plus_qc,logistic_l2,0.453125,0.46875,0.5271567552817553,4,153
all_physics_plus_qc,random_forest,0.40625,0.421875,0.5351849539349539,4,153
physics_no_selection_qc,logistic_l2,0.4114583333333333,0.40104166666666663,0.47004176379176377,4,153
physics_no_selection_qc,random_forest,0.38541666666666663,0.359375,0.46494570244570244,4,153
all_physics_plus_qc,logistic_l2,0.484375,0.4270833333333333,0.5550340862840862,4,154
all_physics_plus_qc,random_forest,0.515625,0.45833333333333337,0.5777938496688497,4,154
physics_no_selection_qc,logistic_l2,0.5208333333333333,0.453125,0.5857053825803825,4,154
physics_no_selection_qc,random_forest,0.515625,0.4322916666666667,0.5528406778406778,4,154
all_physics_plus_qc,logistic_l2,0.47916666666666663,0.3958333333333333,0.4586382367632368,4,155
all_physics_plus_qc,random_forest,0.484375,0.40104166666666663,0.47672686110186113,4,155
physics_no_selection_qc,logistic_l2,0.421875,0.421875,0.5001769064269065,4,155
physics_no_selection_qc,random_forest,0.484375,0.47395833333333337,0.5211728086728087,4,155
all_physics_plus_qc,logistic_l2,0.515625,0.4375,0.5666870166870166,4,156
all_physics_plus_qc,random_forest,0.6614583333333333,0.734375,0.7647995522995523,4,156
physics_no_selection_qc,logistic_l2,0.4895833333333333,0.46354166666666663,0.5803584147334147,4,156
physics_no_selection_qc,random_forest,0.703125,0.7708333333333333,0.7804232804232804,4,156
all_physics_plus_qc,logistic_l2,0.328125,0.265625,0.43511014448514446,4,157
all_physics_plus_qc,random_forest,0.34375,0.328125,0.47651792651792646,4,157
physics_no_selection_qc,logistic_l2,0.47916666666666663,0.4114583333333333,0.49110310985310984,4,157
physics_no_selection_qc,random_forest,0.4375,0.4895833333333333,0.5474519693269693,4,157
all_physics_plus_qc,logistic_l2,0.5104166666666666,0.4114583333333333,0.49187386687386686,4,158
all_physics_plus_qc,random_forest,0.421875,0.40104166666666663,0.4624170967920968,4,158
physics_no_selection_qc,logistic_l2,0.49479166666666663,0.421875,0.4749364061864062,4,158
physics_no_selection_qc,random_forest,0.4479166666666667,0.4010416666666667,0.47703477078477075,4,158
all_physics_plus_qc,logistic_l2,0.515625,0.5104166666666667,0.6150208587708588,4,159
all_physics_plus_qc,random_forest,0.5104166666666667,0.546875,0.5812665343915344,4,159
physics_no_selection_qc,logistic_l2,0.49479166666666663,0.546875,0.6403439153439153,4,159
physics_no_selection_qc,random_forest,0.53125,0.5364583333333334,0.5885264041514041,4,159
all_physics_plus_qc,logistic_l2,0.5625,0.546875,0.6264129389129389,4,160
all_physics_plus_qc,random_forest,0.625,0.6302083333333333,0.6776873589373589,4,160
physics_no_selection_qc,logistic_l2,0.5364583333333333,0.546875,0.5852528258778258,4,160
physics_no_selection_qc,random_forest,0.609375,0.6197916666666667,0.6384016446516446,4,160
all_physics_plus_qc,logistic_l2,0.38541666666666663,0.33854166666666663,0.4777279433529434,4,161
all_physics_plus_qc,random_forest,0.46875,0.46875,0.5220626595626595,4,161
physics_no_selection_qc,logistic_l2,0.3645833333333333,0.3697916666666667,0.5162859131609132,4,161
physics_no_selection_qc,random_forest,0.4270833333333333,0.453125,0.5155892718392718,4,161
all_physics_plus_qc,logistic_l2,0.53125,0.5260416666666666,0.6402354589854589,4,162
all_physics_plus_qc,random_forest,0.6354166666666667,0.5989583333333334,0.6704618298368298,4,162
physics_no_selection_qc,logistic_l2,0.49479166666666663,0.5208333333333333,0.6436558811558811,4,162
physics_no_selection_qc,random_forest,0.6354166666666666,0.5989583333333334,0.6490004208754209,4,162
all_physics_plus_qc,logistic_l2,0.4427083333333333,0.4583333333333333,0.5158805315055315,4,163
all_physics_plus_qc,random_forest,0.5260416666666666,0.484375,0.5245280182780183,4,163
physics_no_selection_qc,logistic_l2,0.43229166666666663,0.46875,0.5305020211270212,4,163
physics_no_selection_qc,random_forest,0.5677083333333334,0.546875,0.5539695258445259,4,163
all_physics_plus_qc,logistic_l2,0.33854166666666663,0.34895833333333337,0.44948223073223076,4,164
all_physics_plus_qc,random_forest,0.3645833333333333,0.3489583333333333,0.4340403809153809,4,164
physics_no_selection_qc,logistic_l2,0.32291666666666663,0.28125,0.41611559736559733,4,164
physics_no_selection_qc,random_forest,0.41666666666666663,0.4114583333333333,0.4828761516261516,4,164
all_physics_plus_qc,logistic_l2,0.5416666666666666,0.47916666666666663,0.5306455118955119,4,165
all_physics_plus_qc,random_forest,0.5364583333333333,0.59375,0.5914976227476227,4,165
physics_no_selection_qc,logistic_l2,0.546875,0.5260416666666666,0.5239733645983645,4,165
physics_no_selection_qc,random_forest,0.5677083333333333,0.6354166666666666,0.6246693121693121,4,165
all_physics_plus_qc,logistic_l2,0.578125,0.5729166666666666,0.5907370407370407,4,166
all_physics_plus_qc,random_forest,0.421875,0.4166666666666667,0.47207190957190953,4,166
physics_no_selection_qc,logistic_l2,0.5677083333333333,0.578125,0.6397026584526584,4,166
physics_no_selection_qc,random_forest,0.40104166666666663,0.49479166666666663,0.497827750952751,4,166
all_physics_plus_qc,logistic_l2,0.42187499999999994,0.484375,0.6235883329633329,4,167
all_physics_plus_qc,random_forest,0.6197916666666666,0.6197916666666666,0.6827215608465608,4,167
physics_no_selection_qc,logistic_l2,0.49479166666666663,0.53125,0.6597400284900284,4,167
physics_no_selection_qc,random_forest,0.578125,0.6041666666666666,0.6393481518481519,4,167
all_physics_plus_qc,logistic_l2,0.3958333333333333,0.35416666666666663,0.42962419524919526,4,168
all_physics_plus_qc,random_forest,0.375,0.32291666666666663,0.4576961233211233,4,168
physics_no_selection_qc,logistic_l2,0.36979166666666663,0.4114583333333333,0.46983456358456355,4,168
physics_no_selection_qc,random_forest,0.328125,0.328125,0.473848026973027,4,168
all_physics_plus_qc,logistic_l2,0.5625,0.578125,0.6170673076923077,4,169
all_physics_plus_qc,random_forest,0.5052083333333333,0.5104166666666666,0.6209616772116772,4,169
physics_no_selection_qc,logistic_l2,0.6041666666666666,0.6197916666666666,0.6351100288600289,4,169
physics_no_selection_qc,random_forest,0.5572916666666666,0.5729166666666667,0.6747169497169497,4,169
all_physics_plus_qc,logistic_l2,0.47916666666666663,0.4322916666666667,0.4855321761571762,4,170
all_physics_plus_qc,random_forest,0.42187499999999994,0.328125,0.4335183335183335,4,170
physics_no_selection_qc,logistic_l2,0.5104166666666666,0.4322916666666667,0.4946045852295853,4,170
physics_no_selection_qc,random_forest,0.3802083333333333,0.3333333333333333,0.44386065323565327,4,170
all_physics_plus_qc,logistic_l2,0.578125,0.5729166666666666,0.6066468253968254,4,171
all_physics_plus_qc,random_forest,0.45312499999999994,0.3802083333333333,0.47370858308358305,4,171
physics_no_selection_qc,logistic_l2,0.5833333333333334,0.6354166666666666,0.642361111111111,4,171
physics_no_selection_qc,random_forest,0.4583333333333333,0.41666666666666663,0.48632212694712695,4,171
all_physics_plus_qc,logistic_l2,0.4583333333333333,0.3177083333333333,0.4452161264661265,4,172
all_physics_plus_qc,random_forest,0.4791666666666667,0.3541666666666667,0.45277708402708405,4,172
physics_no_selection_qc,logistic_l2,0.5052083333333333,0.4010416666666667,0.47766585266585265,4,172
physics_no_selection_qc,random_forest,0.4270833333333333,0.32291666666666663,0.46735798923298927,4,172
all_physics_plus_qc,logistic_l2,0.47916666666666663,0.3645833333333333,0.4607827357827358,4,173
all_physics_plus_qc,random_forest,0.4270833333333333,0.29166666666666663,0.466356906981907,4,173
physics_no_selection_qc,logistic_l2,0.40625,0.33854166666666663,0.4368482212232212,4,173
physics_no_selection_qc,random_forest,0.4427083333333333,0.3177083333333333,0.4483629796129796,4,173
all_physics_plus_qc,logistic_l2,0.4427083333333333,0.3385416666666667,0.4577337014837015,4,174
all_physics_plus_qc,random_forest,0.5260416666666666,0.6145833333333334,0.6736123829873829,4,174
physics_no_selection_qc,logistic_l2,0.41666666666666663,0.46875,0.5336843711843712,4,174
physics_no_selection_qc,random_forest,0.48437499999999994,0.578125,0.6113095238095237,4,174
all_physics_plus_qc,logistic_l2,0.48958333333333337,0.4375,0.48309109871609873,4,175
all_physics_plus_qc,random_forest,0.5520833333333333,0.5520833333333334,0.5801778083028083,4,175
physics_no_selection_qc,logistic_l2,0.5260416666666666,0.43229166666666663,0.48465562215562213,4,175
physics_no_selection_qc,random_forest,0.6041666666666666,0.5677083333333333,0.6012082824582824,4,175
all_physics_plus_qc,logistic_l2,0.703125,0.7239583333333333,0.6985539923039923,4,176
all_physics_plus_qc,random_forest,0.6354166666666666,0.7135416666666666,0.7123271404521404,4,176
physics_no_selection_qc,logistic_l2,0.6458333333333333,0.6822916666666666,0.6686838624338624,4,176
physics_no_selection_qc,random_forest,0.6354166666666667,0.7135416666666666,0.7157993626743626,4,176
all_physics_plus_qc,logistic_l2,0.4583333333333333,0.609375,0.6654581529581529,4,177
all_physics_plus_qc,random_forest,0.5260416666666667,0.4947916666666667,0.6046141358641358,4,177
physics_no_selection_qc,logistic_l2,0.5104166666666667,0.5260416666666666,0.5909795066045066,4,177
physics_no_selection_qc,random_forest,0.546875,0.46354166666666663,0.5932775557775557,4,177
all_physics_plus_qc,logistic_l2,0.4427083333333333,0.45833333333333337,0.5634379509379509,4,178
all_physics_plus_qc,random_forest,0.453125,0.34375,0.5272412772412772,4,178
physics_no_selection_qc,logistic_l2,0.4270833333333333,0.4375,0.5554661773411773,4,178
physics_no_selection_qc,random_forest,0.44791666666666663,0.3645833333333333,0.5501211751211751,4,178
all_physics_plus_qc,logistic_l2,0.5729166666666666,0.71875,0.7469181281681281,4,179
all_physics_plus_qc,random_forest,0.59375,0.6614583333333334,0.6519117456617456,4,179
physics_no_selection_qc,logistic_l2,0.6041666666666666,0.6979166666666667,0.7212898212898212,4,179
physics_no_selection_qc,random_forest,0.6197916666666666,0.6927083333333334,0.7002417721167721,4,179
all_physics_plus_qc,logistic_l2,0.46875,0.3958333333333333,0.5149149461649462,4,180
all_physics_plus_qc,random_forest,0.5833333333333333,0.5833333333333334,0.6034988159988159,4,180
physics_no_selection_qc,logistic_l2,0.4635416666666667,0.421875,0.511344905094905,4,180
physics_no_selection_qc,random_forest,0.53125,0.6041666666666666,0.6153554778554778,4,180
all_physics_plus_qc,logistic_l2,0.5052083333333334,0.546875,0.5992279711029711,4,181
all_physics_plus_qc,random_forest,0.53125,0.65625,0.6658820346320347,4,181
physics_no_selection_qc,logistic_l2,0.5052083333333334,0.5625,0.6060897435897435,4,181
physics_no_selection_qc,random_forest,0.53125,0.65625,0.6795725108225108,4,181
all_physics_plus_qc,logistic_l2,0.4895833333333333,0.4895833333333333,0.5284464378214379,4,182
all_physics_plus_qc,random_forest,0.609375,0.515625,0.617321336071336,4,182
physics_no_selection_qc,logistic_l2,0.47395833333333337,0.5572916666666666,0.5769192612942613,4,182
physics_no_selection_qc,random_forest,0.546875,0.5,0.6164958883708883,4,182
all_physics_plus_qc,logistic_l2,0.4270833333333333,0.4375,0.5223147223147223,4,183
all_physics_plus_qc,random_forest,0.4427083333333333,0.32291666666666663,0.4737059237059237,4,183
physics_no_selection_qc,logistic_l2,0.5625,0.53125,0.5723808598808598,4,183
physics_no_selection_qc,random_forest,0.4427083333333333,0.40104166666666663,0.5278116559366559,4,183
all_physics_plus_qc,logistic_l2,0.5208333333333333,0.5520833333333333,0.6159900284900285,4,184
all_physics_plus_qc,random_forest,0.515625,0.5416666666666667,0.5939814814814814,4,184
physics_no_selection_qc,logistic_l2,0.546875,0.5260416666666667,0.5853608197358197,4,184
physics_no_selection_qc,random_forest,0.5364583333333333,0.5364583333333334,0.5991274928774929,4,184
all_physics_plus_qc,logistic_l2,0.49479166666666663,0.4114583333333333,0.5271169802419803,4,185
all_physics_plus_qc,random_forest,0.6822916666666666,0.71875,0.753968253968254,4,185
physics_no_selection_qc,logistic_l2,0.46354166666666663,0.453125,0.5527695683945684,4,185
physics_no_selection_qc,random_forest,0.5989583333333334,0.71875,0.7573743386243386,4,185
all_physics_plus_qc,logistic_l2,0.46875,0.484375,0.5181407712657713,4,186
all_physics_plus_qc,random_forest,0.5364583333333333,0.5364583333333333,0.5866399803899804,4,186
physics_no_selection_qc,logistic_l2,0.5,0.5104166666666667,0.551844104969105,4,186
physics_no_selection_qc,random_forest,0.515625,0.515625,0.5880711880711881,4,186
all_physics_plus_qc,logistic_l2,0.46354166666666663,0.46875,0.5366898148148148,4,187
all_physics_plus_qc,random_forest,0.4010416666666667,0.2708333333333333,0.4124449624449624,4,187
physics_no_selection_qc,logistic_l2,0.46354166666666663,0.453125,0.5280498436748436,4,187
physics_no_selection_qc,random_forest,0.3958333333333333,0.28645833333333337,0.4221764346764346,4,187
all_physics_plus_qc,logistic_l2,0.4739583333333333,0.3802083333333333,0.4959829522329522,4,188
all_physics_plus_qc,random_forest,0.5208333333333333,0.5729166666666667,0.6146507427757428,4,188
physics_no_selection_qc,logistic_l2,0.5104166666666666,0.40625,0.5022482147482148,4,188
physics_no_selection_qc,random_forest,0.4895833333333333,0.5364583333333333,0.6342833092833092,4,188
all_physics_plus_qc,logistic_l2,0.4739583333333333,0.5677083333333334,0.6320700133200133,4,189
all_physics_plus_qc,random_forest,0.2864583333333333,0.171875,0.36520655270655267,4,189
physics_no_selection_qc,logistic_l2,0.5416666666666666,0.5260416666666666,0.6130477161727161,4,189
physics_no_selection_qc,random_forest,0.3020833333333333,0.19791666666666669,0.3727882071632072,4,189
all_physics_plus_qc,logistic_l2,0.5208333333333333,0.4479166666666667,0.5582214082214082,4,190
all_physics_plus_qc,random_forest,0.41666666666666663,0.328125,0.4517489454989455,4,190
physics_no_selection_qc,logistic_l2,0.5052083333333333,0.42708333333333337,0.5519914113664114,4,190
physics_no_selection_qc,random_forest,0.4739583333333333,0.375,0.4952621452621453,4,190
all_physics_plus_qc,logistic_l2,0.6302083333333333,0.6458333333333333,0.6517601611351611,4,191
all_physics_plus_qc,random_forest,0.703125,0.703125,0.7443287037037036,4,191
physics_no_selection_qc,logistic_l2,0.6354166666666667,0.671875,0.7134259259259259,4,191
physics_no_selection_qc,random_forest,0.703125,0.6875,0.7372863247863247,4,191
all_physics_plus_qc,logistic_l2,0.6510416666666666,0.5625,0.6306826275576276,4,192
all_physics_plus_qc,random_forest,0.546875,0.5104166666666667,0.5942939005439005,4,192
physics_no_selection_qc,logistic_l2,0.484375,0.421875,0.5281676656676657,4,192
physics_no_selection_qc,random_forest,0.453125,0.46875,0.5071451696451696,4,192
all_physics_plus_qc,logistic_l2,0.43229166666666663,0.44270833333333337,0.5327889702889703,4,193
all_physics_plus_qc,random_forest,0.41666666666666663,0.40104166666666663,0.5334348521848522,4,193
physics_no_selection_qc,logistic_l2,0.4375,0.45833333333333337,0.5396011396011396,4,193
physics_no_selection_qc,random_forest,0.4895833333333333,0.44791666666666663,0.5765043983793984,4,193
all_physics_plus_qc,logistic_l2,0.46354166666666663,0.4583333333333333,0.532054982054982,4,194
all_physics_plus_qc,random_forest,0.4270833333333333,0.4427083333333333,0.5504375254375253,4,194
physics_no_selection_qc,logistic_l2,0.47916666666666663,0.4947916666666667,0.553006831131831,4,194
physics_no_selection_qc,random_forest,0.40625,0.4583333333333333,0.554392945017945,4,194
all_physics_plus_qc,logistic_l2,0.5572916666666666,0.6041666666666667,0.6155716968216968,4,195
all_physics_plus_qc,random_forest,0.4739583333333333,0.546875,0.5725309412809413,4,195
physics_no_selection_qc,logistic_l2,0.5572916666666666,0.6041666666666666,0.6249808062308062,4,195
physics_no_selection_qc,random_forest,0.3958333333333333,0.5052083333333334,0.5466891904391904,4,195
all_physics_plus_qc,logistic_l2,0.5677083333333334,0.5364583333333333,0.5676512145262145,4,196
all_physics_plus_qc,random_forest,0.5416666666666667,0.546875,0.6154761904761905,4,196
physics_no_selection_qc,logistic_l2,0.5416666666666666,0.49479166666666663,0.5482638888888889,4,196
physics_no_selection_qc,random_forest,0.5520833333333333,0.578125,0.6428584147334147,4,196
all_physics_plus_qc,logistic_l2,0.375,0.265625,0.46704788267288266,4,197
all_physics_plus_qc,random_forest,0.3645833333333333,0.265625,0.4457995707995708,4,197
physics_no_selection_qc,logistic_l2,0.40104166666666663,0.3125,0.47004280441780444,4,197
physics_no_selection_qc,random_forest,0.43229166666666663,0.28125,0.4665059477559478,4,197
all_physics_plus_qc,logistic_l2,0.5625,0.5364583333333334,0.572084743959744,4,198
all_physics_plus_qc,random_forest,0.41666666666666663,0.5104166666666666,0.6253205128205128,4,198
physics_no_selection_qc,logistic_l2,0.484375,0.5104166666666666,0.5605259324009324,4,198
physics_no_selection_qc,random_forest,0.46875,0.4479166666666667,0.5732434232434233,4,198
all_physics_plus_qc,logistic_l2,0.5416666666666667,0.5,0.5544655575905576,4,199
all_physics_plus_qc,random_forest,0.5885416666666666,0.5572916666666666,0.5938146344396344,4,199
physics_no_selection_qc,logistic_l2,0.4895833333333333,0.484375,0.5396507427757428,4,199
physics_no_selection_qc,random_forest,0.5572916666666667,0.625,0.6705762987012986,4,199
