target,feature,feature_family,transform,n,n_positive,direction,oriented_auc,average_precision,spearman_rho,spearman_p,mwu_p,median_positive,median_negative,median_positive_minus_negative,source_eta2_after_transform,raw_source_eta2
future_any_drop_within_16cycles,masked_minus_background_mean_slope,mask_front_scalar,raw,96,48,higher_in_positive,0.6901041666666666,0.6956991002779074,0.32928794089600877,0.001053054863994876,0.0013466977043372196,0.0038948716108504504,0.00017503044836835534,0.003719841162482095,0.6335286140459528,0.6335286140459528
future_any_drop_within_16cycles,object_y_full_approx,object_reconstruction,raw,96,48,higher_in_positive,0.62890625,0.6602811222004761,0.22328504589752013,0.028759542261090638,0.029806700118696575,188.97233201581025,128.59911040145985,60.3732216143504,0.188195518106978,0.188195518106978
future_any_drop_within_16cycles,resdict_pc01_mean,residual_dictionary,raw,96,48,higher_in_positive,0.6684027777777777,0.6696796462489019,0.2916979933051402,0.003931617052923686,0.004519045089668789,-0.0018586394144221498,-0.0024134113918989003,0.0005547719774767505,0.1871819646086245,0.1871819646086245
future_any_drop_within_16cycles,front_radius_q80_median_px,mask_front_scalar,source_mean_only,96,48,lower_in_positive,0.7578125,0.738759627583592,0.4489130418908929,4.487408025240291e-06,1.2323764515396626e-05,6.5,7.875,-1.375,0.9999999999999999,0.15278402559104312
future_any_drop_within_16cycles,object_y_full_approx,object_reconstruction,source_mean_only,96,48,higher_in_positive,0.7977430555555556,0.8318099942909394,0.5171954053779176,6.84146051581318e-08,4.7208762749627365e-07,480.6474909521851,245.217778000238,235.42971295194707,0.9999999999999998,0.188195518106978
future_any_drop_within_16cycles,resdict_pc01_mean,residual_dictionary,source_mean_only,96,48,higher_in_positive,0.8237847222222222,0.7839506031338509,0.5624311551194264,2.4699250065148075e-09,4.2960972879545e-08,-0.0017096733445213874,-0.002416997561037179,0.0007073242165157917,1.0,0.1871819646086245
future_any_drop_within_16cycles,front_radius_q80_slope_px_per_norm_time,mask_front_scalar,source_residual,49,28,lower_in_positive,0.6309523809523809,0.6336506707229124,0.22453655975512463,0.1208872455739973,0.12221729813109583,0.056647336769759804,0.18449312714776647,-0.12784579037800667,4.7022243294748224e-33,0.10433684331820878
future_any_drop_within_16cycles,object_area_ds_px,object_reconstruction,source_residual,96,48,higher_in_positive,0.5603298611111112,0.5316873134255432,0.10450537043266239,0.3109149450463283,0.3101399819953803,-7.4375,-12.625,5.1875,1.2157321879542785e-33,0.13405948224372052
future_any_drop_within_16cycles,dictionary_recon_error_last_minus_first,residual_dictionary,source_residual,96,48,higher_in_positive,0.63671875,0.6372497536765309,0.23681666982247207,0.020175168932692226,0.021192374129992565,1.591985892446246e-06,-9.448358468944207e-07,2.5368217393406667e-06,1.4837696149476788e-33,0.27813154352209063
future_any_drop_within_16cycles,front_radius_q80_slope_px_per_norm_time,mask_front_scalar,within_source_rank,49,28,lower_in_positive,0.6556122448979593,0.6773003062653529,0.2709354502495094,0.05970365203771667,0.06192414327593897,0.0,0.33333333333333337,-0.33333333333333337,0.07810243778136412,0.10433684331820878
future_any_drop_within_16cycles,object_mean_abs_z,object_reconstruction,within_source_rank,96,48,lower_in_positive,0.5473090277777778,0.5338389394018429,0.08239889192274263,0.42479871307812206,0.4240347482528948,0.0,0.125,-0.125,0.003980539584254754,0.2683029446959361
future_any_drop_within_16cycles,dictionary_recon_error_mse_slope,residual_dictionary,within_source_rank,96,48,higher_in_positive,0.5737847222222222,0.5507368821128902,0.1285120332740023,0.21208859732136776,0.21170300535430076,0.125,0.0,0.125,0.003980539584254753,0.36093239680245054
future_any_drop_within_16cycles,front_radius_q80_slope_px_per_norm_time,mask_front_scalar,within_source_z,48,28,lower_in_positive,0.6366071428571429,0.6915021939681802,0.23338342780476,0.11039067921928183,0.11193882877603219,0.1189701752661054,0.37766815230872824,-0.2586979770426229,5.257588130474615e-33,0.10433684331820878
future_any_drop_within_16cycles,object_y_full_approx,object_reconstruction,within_source_z,96,48,lower_in_positive,0.5368923611111112,0.5376623403585772,0.0639031276137684,0.5362121569737484,0.5357932964316068,-0.3351492867290624,-0.3259484773835467,-0.009200809345515704,1.4455435159823544e-32,0.188195518106978
future_any_drop_within_16cycles,resdict_pc03_std,residual_dictionary,within_source_z,96,48,lower_in_positive,0.6063368055555555,0.6986425238945028,0.18419074319525605,0.07242194944745921,0.07319618481864257,-0.5262375567619442,-0.4174764487350773,-0.10876110802686689,2.145141482772775e-32,0.4576790464904872
future_any_drop_within_8cycles,masked_minus_background_mean_slope,mask_front_scalar,raw,96,28,higher_in_positive,0.8209033613445378,0.7031442379056523,0.5053016210162442,1.5158129013190908e-07,8.608524835185122e-07,0.00682433405963065,0.0005854491802105,0.00623888487942015,0.6335286140459528,0.6335286140459528
