consensus_review_rank,roi_id,cycleNo,source_stem,event_relative_bin,cycles_to_next_event,review_priority_tier,consensus_review_score,pre_event_review_score,pre_event_review_rank,review_reason,si_clean_physics_prob,si_near_far_physics_prob,front_radius_slope_px_per_norm_time,front_radius2_slope_px2_per_norm_time,front_radius_slope_px_per_norm_time_source_echem_context_residual,front_radius2_slope_px2_per_norm_time_source_echem_context_residual,apparent_diffusion_q70_um2_per_norm_time_source_echem_context_residual,kymograph_temporal_energy,matched_positive_support_count,matched_positive_support_weight,matched_positive_support_details,consensus_review_reason,npz_path,render_status,frame_strip_png,mask_overlay_png,kymograph_png,n_frames_loaded,frame_height,frame_width,visual_sanity_score,visual_sanity_flag,stable_mask_fraction,stable_mask_edge_fraction,centroid_path_px,focus_laplacian_var_median,front_trace_slope_px_per_norm_time_sanity,front_trace_r2_sanity,front_trace_monotonic_fraction,visual_review_score,visual_qc_tier,visual_mode_name,visual_front_plausibility_score,visual_artifact_risk_score,front_trace_slope_px_per_norm_time_mode,front_trace_r2_mode,front_trace_direction_fraction,front_trace_span_px,front_trace_jitter_px,masked_minus_background_slope,stable_mask_gate,centroid_stability_gate,visual_sanity_gate,visual_mode_gate,front_trace_fit_gate,front_direction_agreement_gate,manual_front_review_gate,automatic_diffusion_claim_gate,n_passed_component_gates,strict_qc_priority_score
23,source_balanced_cycle2_rank31_obj2_2_c2_x14_200623,2.0,2_c2_x14_200623,no_near_event_control,58.0,routine_review,0.5720270445134574,2.535295269998718,67,context_or_guardrail_row,0.3984896025551675,,8.948453608247423,129.95103092783506,8.86961378621951,128.89000270932337,,4.84835980166656e-06,0.0,0.0,,event_relative_bin=no_near_event_control; review_reason=context_or_guardrail_row; matched_positive_support_count=0; front_radius2_slope_px2_per_norm_time=130; front_radius_slope_px_per_norm_time_source_echem_context_residual=8.87,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle2_rank31_obj2_2_c2_x14_200623.npz,ok,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank023_source_balanced_cycle2_rank31_obj2_2_c2_x14_200623_strip.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank023_source_balanced_cycle2_rank31_obj2_2_c2_x14_200623_mask_overlay.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank023_source_balanced_cycle2_rank31_obj2_2_c2_x14_200623_kymograph.png,96,96,96,0.5864394254675425,uncertain_auto,0.3000217013888889,0.0321880650994575,27.380432919350685,0.0038709022542852,,,,0.2522338178788884,routine_or_low_front_plausibility,low front-plausibility context,0.2,0.2125298736427063,7.054665800567065e-16,-1.875,0.0,0.0,0.0,0.0022024010268459,True,True,False,False,False,True,False,False,3,0.4235057236447983
16,source_balanced_cycle126_rank16_obj1_14_c2_x10_HighCOV_110723,126.0,14_c2_x10_HighCOV_110723,post_event_1_16,30.0,routine_review,0.6346001750759428,2.5078436783597806,69,context_or_guardrail_row,0.6301782294891995,,1.0914948453608295,23.15077319587633,1.1087572004726174,23.66402942329352,0.0053431088044246,1.763531957756503e-05,0.0,0.0,,event_relative_bin=post_event_1_16; review_reason=context_or_guardrail_row; matched_positive_support_count=0; front_radius2_slope_px2_per_norm_time=23.2; front_radius_slope_px_per_norm_time_source_echem_context_residual=1.11; apparent_diffusion_q70_um2_per_norm_time_source_echem_context_residual=0.00534,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle126_rank16_obj1_14_c2_x10_HighCOV_110723.npz,ok,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank016_source_balanced_cycle126_rank16_obj1_14_c2_x10_HighCOV_110723_strip.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank016_source_balanced_cycle126_rank16_obj1_14_c2_x10_HighCOV_110723_mask_overlay.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank016_source_balanced_cycle126_rank16_obj1_14_c2_x10_HighCOV_110723_kymograph.png,96,96,96,0.5137709607672689,uncertain_auto,0.3000217013888889,0.0198915009041591,35.00861048870013,0.0020571292273312,,,,0.2732303417950856,routine_or_low_front_plausibility,low front-plausibility context,0.2,0.2140762096151942,1.58881427721484e-15,0.0,0.0,0.0,0.0,-0.0115607580034777,True,True,False,False,False,True,False,False,3,0.41201418979450244
7,source_balanced_cycle154_rank30_obj1_17_c2_x10_HighHighCOV_150723,154.0,17_c2_x10_HighHighCOV_150723,near_pre_event_1_8,2.0,matched_support_front_qc,0.790358137183085,3.696467972188975,12,near_pre_front_diffusion_review,0.0344508620510956,0.5010955358983313,0.908505154639176,13.056701030927863,0.8665102272557584,12.540653696897897,1.0219480738736706,0.0002190963255963,55.0,145.25316946026882,near_vs_mid_pre|same_source|mask_centroid_path_px|p=0.000999;near_vs_mid_pre|same_source|mask_centroid_path_px|p=0.000999;near_vs_mid_pre|same_source|front_radius_q70_slope_px_per_norm_time|p=0.000999;near_vs_mid_pre|same_source|front_radius_q70_slope_px_per_norm_time|p=0.000999;near_vs_mid_pre|source_penalized_echem_context|mask_centroid_path_px|p=0.000999;near_vs_mid_pre|same_source|apparent_diffusion_q70_um2_per_norm_time|p=0.000999;near_vs_mid_pre|same_source|apparent_diffusion_q70_um2_per_norm_time|p=0.000999;near_vs_mid_pre|same_source|apparent_diffusion_q70_um2_per_norm_time|p=0.000999,event_relative_bin=near_pre_event_1_8; review_reason=near_pre_front_diffusion_review; matched_positive_support_count=55; front_radius2_slope_px2_per_norm_time=13.1; front_radius_slope_px_per_norm_time_source_echem_context_residual=0.867; apparent_diffusion_q70_um2_per_norm_time_source_echem_context_residual=1.02,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle154_rank30_obj1_17_c2_x10_HighHighCOV_150723.npz,ok,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank007_source_balanced_cycle154_rank30_obj1_17_c2_x10_HighHighCOV_150723_strip.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank007_source_balanced_cycle154_rank30_obj1_17_c2_x10_HighHighCOV_150723_mask_overlay.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank007_source_balanced_cycle154_rank30_obj1_17_c2_x10_HighHighCOV_150723_kymograph.png,96,96,96,0.6216877292681964,reviewable_auto,0.3000217013888889,0.0314647377938517,44.58336281603076,0.0042746107131867,-1.5675210410716645,0.0378560770482906,0.968421052631579,0.5192751931411008,front_plausible_followup,low front-plausibility context,0.2677827245458198,0.2387904515730092,-1.5675210410716645,0.0378560770482906,0.031578947368421,1.812811218884672,0.0,-0.0037421486761399,True,False,True,True,False,False,False,False,3,0.36616646955017873
3,source_balanced_cycle152_rank29_obj2_17_c2_x10_HighHighCOV_150723,152.0,17_c2_x10_HighHighCOV_150723,near_pre_event_1_8,4.0,matched_support_front_qc,0.8871293348826369,4.384080994350195,5,near_pre_high_source_invariant_front_score,0.999802654072065,0.5295170894084981,1.088273195876288,9.735180412371138,1.0474142909991653,9.246840467729706,-0.027885407208518,0.0025229641523079,50.0,134.12952086837333,near_vs_mid_pre|same_source|mask_centroid_path_px|p=0.000999;near_vs_mid_pre|same_source|mask_centroid_path_px|p=0.000999;near_vs_mid_pre|same_source|front_radius_q70_slope_px_per_norm_time|p=0.000999;near_vs_mid_pre|same_source|front_radius_q70_slope_px_per_norm_time|p=0.000999;near_vs_mid_pre|source_penalized_echem_context|mask_centroid_path_px|p=0.000999;near_vs_mid_pre|same_source|apparent_diffusion_q70_um2_per_norm_time|p=0.000999;near_vs_mid_pre|same_source|apparent_diffusion_q70_um2_per_norm_time|p=0.000999;near_vs_mid_pre|same_source|apparent_diffusion_q70_um2_per_norm_time|p=0.000999,event_relative_bin=near_pre_event_1_8; review_reason=near_pre_high_source_invariant_front_score; matched_positive_support_count=50; front_radius2_slope_px2_per_norm_time=9.74; front_radius_slope_px_per_norm_time_source_echem_context_residual=1.05; apparent_diffusion_q70_um2_per_norm_time_source_echem_context_residual=-0.0279,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle152_rank29_obj2_17_c2_x10_HighHighCOV_150723.npz,ok,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank003_source_balanced_cycle152_rank29_obj2_17_c2_x10_HighHighCOV_150723_strip.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank003_source_balanced_cycle152_rank29_obj2_17_c2_x10_HighHighCOV_150723_mask_overlay.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank003_source_balanced_cycle152_rank29_obj2_17_c2_x10_HighHighCOV_150723_kymograph.png,96,96,96,0.5527989939604643,uncertain_auto,0.3000217013888889,0.0278481012658227,31.86174051645928,0.0013793494374481,-1.1525191863944118,0.0315384070779823,0.936842105263158,0.5285040541743188,front_plausible_followup,low front-plausibility context,0.2555607936308415,0.2543838923810096,-1.1525191863944118,0.0315384070779823,0.0631578947368421,2.1143141575462554,0.0,0.0207874133419794,True,True,False,False,False,False,False,False,2,0.34858304718520017
5,source_balanced_cycle151_rank28_obj2_17_c2_x10_HighHighCOV_150723,151.0,17_c2_x10_HighHighCOV_150723,near_pre_event_1_8,5.0,matched_support_front_qc,0.8175704977407339,4.094232054188878,6,near_pre_high_source_invariant_front_score,0.9969306763699826,0.5307120334928379,0.3646907216494849,2.7770618556701057,0.3212776384518969,2.2428789024442786,-0.0541834614559234,0.0013601514043171,45.0,121.10962171401624,near_vs_mid_pre|same_source|mask_centroid_path_px|p=0.000999;near_vs_mid_pre|same_source|mask_centroid_path_px|p=0.000999;near_vs_mid_pre|source_penalized_echem_context|mask_centroid_path_px|p=0.000999;near_vs_mid_pre|same_source|apparent_diffusion_q70_um2_per_norm_time|p=0.000999;near_vs_mid_pre|same_source|apparent_diffusion_q70_um2_per_norm_time|p=0.000999;near_vs_mid_pre|same_source|apparent_diffusion_q70_um2_per_norm_time|p=0.000999;near_vs_any_non_near|same_source|mask_centroid_path_px|p=0.000999;near_vs_any_non_near|source_class_penalized_echem_context|mask_centroid_path_px|p=0.000999,event_relative_bin=near_pre_event_1_8; review_reason=near_pre_high_source_invariant_front_score; matched_positive_support_count=45; front_radius2_slope_px2_per_norm_time=2.78; front_radius_slope_px_per_norm_time_source_echem_context_residual=0.321; apparent_diffusion_q70_um2_per_norm_time_source_echem_context_residual=-0.0542,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle151_rank28_obj2_17_c2_x10_HighHighCOV_150723.npz,ok,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank005_source_balanced_cycle151_rank28_obj2_17_c2_x10_HighHighCOV_150723_strip.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank005_source_balanced_cycle151_rank28_obj2_17_c2_x10_HighHighCOV_150723_mask_overlay.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank005_source_balanced_cycle151_rank28_obj2_17_c2_x10_HighHighCOV_150723_kymograph.png,96,96,96,0.5298959268149198,uncertain_auto,0.3000217013888889,0.0289330922242314,28.509362386827117,0.0014490071724509,-0.5750503874158495,0.011615441250854,0.9473684210526316,0.4898685242886121,front_plausible_followup,low front-plausibility context,0.2476633629357151,0.2332436619576705,-0.5750503874158495,0.011615441250854,0.0526315789473684,2.1098775443720914,0.0,0.0202581063720459,True,True,False,True,False,False,False,False,3,0.3321265622147287
9,source_balanced_cycle150_rank27_obj1_17_c2_x10_HighHighCOV_150723,150.0,17_c2_x10_HighHighCOV_150723,near_pre_event_1_8,6.0,matched_support_front_qc,0.7547556676613626,4.455705473739069,4,near_pre_high_source_invariant_front_score,0.9992704461225308,0.5304181808275926,0.0476804123711354,0.3582474226804166,-0.0176063537867637,-0.5848903972925947,-0.0338748329089668,0.0013482401609355,56.0,148.32055032737875,near_vs_mid_pre|same_source|mask_centroid_path_px|p=0.000999;near_vs_mid_pre|same_source|mask_centroid_path_px|p=0.000999;near_vs_mid_pre|same_source|front_radius_q70_slope_px_per_norm_time|p=0.000999;near_vs_mid_pre|same_source|front_radius_q70_slope_px_per_norm_time|p=0.000999;near_vs_mid_pre|source_penalized_echem_context|mask_centroid_path_px|p=0.000999;near_vs_mid_pre|same_source|apparent_diffusion_q70_um2_per_norm_time|p=0.000999;near_vs_mid_pre|same_source|apparent_diffusion_q70_um2_per_norm_time|p=0.000999;near_vs_mid_pre|same_source|apparent_diffusion_q70_um2_per_norm_time|p=0.000999,event_relative_bin=near_pre_event_1_8; review_reason=near_pre_high_source_invariant_front_score; matched_positive_support_count=56; front_radius2_slope_px2_per_norm_time=0.358; front_radius_slope_px_per_norm_time_source_echem_context_residual=-0.0176; apparent_diffusion_q70_um2_per_norm_time_source_echem_context_residual=-0.0339,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle150_rank27_obj1_17_c2_x10_HighHighCOV_150723.npz,ok,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank009_source_balanced_cycle150_rank27_obj1_17_c2_x10_HighHighCOV_150723_strip.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank009_source_balanced_cycle150_rank27_obj1_17_c2_x10_HighHighCOV_150723_mask_overlay.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank009_source_balanced_cycle150_rank27_obj1_17_c2_x10_HighHighCOV_150723_kymograph.png,96,96,96,0.5191270783470247,uncertain_auto,0.3000217013888889,0.0271247739602169,26.030533666162167,0.0015362250510132,-0.3025688818511811,0.004939873679934,0.9473684210526316,0.496950456071055,front_plausible_followup,low front-plausibility context,0.2402648503811834,0.2388533284265356,-0.3025688818511811,0.004939873679934,0.0526315789473684,2.1152563271758518,0.0,0.0164404465939855,True,True,False,True,False,False,False,False,3,0.32846684415525707
6,source_balanced_cycle154_rank30_obj2_17_c2_x10_HighHighCOV_150723,154.0,17_c2_x10_HighHighCOV_150723,near_pre_event_1_8,2.0,matched_support_front_qc,0.8166534540269547,3.879551446143447,8,near_pre_high_source_invariant_front_score,0.9867930021342394,0.5259006932050332,0.7603092783505181,9.012886597938143,0.7254776772655465,8.603975467750798,,0.0006495558372278,42.0,111.58544073629784,near_vs_mid_pre|same_source|mask_centroid_path_px|p=0.000999;near_vs_mid_pre|same_source|mask_centroid_path_px|p=0.000999;near_vs_mid_pre|source_penalized_echem_context|mask_centroid_path_px|p=0.000999;near_vs_any_non_near|same_source|mask_centroid_path_px|p=0.000999;near_vs_any_non_near|source_class_penalized_echem_context|mask_centroid_path_px|p=0.000999;near_vs_post_control|source_class_penalized_echem_context|masked_minus_background_mean_slope|p=0.000999;near_vs_mid_pre|source_class_penalized_echem_context|masked_minus_background_mean_slope|p=0.000999;near_vs_any_non_near|source_class_penalized_echem_context|masked_minus_background_mean_slope|p=0.000999,event_relative_bin=near_pre_event_1_8; review_reason=near_pre_high_source_invariant_front_score; matched_positive_support_count=42; front_radius2_slope_px2_per_norm_time=9.01; front_radius_slope_px_per_norm_time_source_echem_context_residual=0.725,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle154_rank30_obj2_17_c2_x10_HighHighCOV_150723.npz,ok,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank006_source_balanced_cycle154_rank30_obj2_17_c2_x10_HighHighCOV_150723_strip.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank006_source_balanced_cycle154_rank30_obj2_17_c2_x10_HighHighCOV_150723_mask_overlay.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank006_source_balanced_cycle154_rank30_obj2_17_c2_x10_HighHighCOV_150723_kymograph.png,96,96,96,0.5579694776917927,uncertain_auto,0.3000217013888889,0.0347197106690777,28.414311266587926,0.0040378243248732,-0.3186390356679812,0.0043818763952478,0.9157894736842104,0.4657594248142464,routine_or_low_front_plausibility,low front-plausibility context,0.2149236035659876,0.2281448848144016,-0.3186390356679812,0.0043818763952478,0.0842105263157894,3.156560319298162,0.0,0.0209364328656635,True,True,False,False,False,False,False,False,2,0.3263561166312939
13,source_balanced_cycle110_rank12_obj1_12_c2_x10_070723,110.0,12_c2_x10_070723,near_pre_event_1_8,6.0,matched_support_front_qc,0.6464941126575097,3.4769884596921665,19,near_pre_high_source_invariant_front_score,0.6559369439311635,0.5163098964354269,0.002577319587627,0.0438144329896962,-0.023499744123282,-0.4170885674494309,-0.1118614935730659,1.3961892656448471e-05,45.0,119.49262137289529,near_vs_mid_pre|same_source|mask_centroid_path_px|p=0.000999;near_vs_mid_pre|same_source|mask_centroid_path_px|p=0.000999;near_vs_mid_pre|same_source|front_radius_q70_slope_px_per_norm_time|p=0.000999;near_vs_mid_pre|same_source|front_radius_q70_slope_px_per_norm_time|p=0.000999;near_vs_mid_pre|source_penalized_echem_context|mask_centroid_path_px|p=0.000999;near_vs_mid_pre|same_source|apparent_diffusion_q70_um2_per_norm_time|p=0.000999;near_vs_mid_pre|same_source|apparent_diffusion_q70_um2_per_norm_time|p=0.000999;near_vs_mid_pre|same_source|apparent_diffusion_q70_um2_per_norm_time|p=0.000999,event_relative_bin=near_pre_event_1_8; review_reason=near_pre_high_source_invariant_front_score; matched_positive_support_count=45; front_radius2_slope_px2_per_norm_time=0.0438; front_radius_slope_px_per_norm_time_source_echem_context_residual=-0.0235; apparent_diffusion_q70_um2_per_norm_time_source_echem_context_residual=-0.112,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle110_rank12_obj1_12_c2_x10_070723.npz,ok,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank013_source_balanced_cycle110_rank12_obj1_12_c2_x10_070723_strip.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank013_source_balanced_cycle110_rank12_obj1_12_c2_x10_070723_mask_overlay.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank013_source_balanced_cycle110_rank12_obj1_12_c2_x10_070723_kymograph.png,96,96,96,0.590322939806,uncertain_auto,0.3000217013888889,0.0191681735985533,24.806713776794773,0.0028991211637375,,,,0.4123973298819992,routine_or_low_front_plausibility,low front-plausibility context,0.2,0.2133926023419672,-1.1136967643383604e-15,-1.8125,0.0,0.0,0.0,0.005021157744707,True,True,False,False,False,False,False,False,2,0.3195270511440025
15,source_balanced_cycle52_rank49_obj1_6_c2_x10_270623_2,52.0,6_c2_x10_270623_2,near_pre_event_1_8,8.0,matched_support_front_qc,0.6353088832567841,3.0017354008407287,34,near_pre_front_diffusion_review,0.4104303531601103,0.5101715014256929,0.701675257731959,7.718427835051564,0.6391651669230987,7.017408630279018,,2.12267292720307e-06,18.0,46.15326931536436,near_vs_mid_pre|same_source|mask_centroid_path_px|p=0.000999;near_vs_mid_pre|same_source|mask_centroid_path_px|p=0.000999;near_vs_mid_pre|source_penalized_echem_context|mask_centroid_path_px|p=0.000999;near_vs_any_non_near|same_source|mask_centroid_path_px|p=0.000999;near_vs_any_non_near|source_class_penalized_echem_context|mask_centroid_path_px|p=0.000999;near_vs_any_non_near|same_source|mask_centroid_path_px|p=0.002;near_vs_any_non_near|source_penalized_echem_context|mask_centroid_path_px|p=0.002;near_vs_post_control|source_penalized_echem_context|kymograph_temporal_energy|p=0.002,event_relative_bin=near_pre_event_1_8; review_reason=near_pre_front_diffusion_review; matched_positive_support_count=18; front_radius2_slope_px2_per_norm_time=7.72; front_radius_slope_px_per_norm_time_source_echem_context_residual=0.639,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle52_rank49_obj1_6_c2_x10_270623_2.npz,ok,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank015_source_balanced_cycle52_rank49_obj1_6_c2_x10_270623_2_strip.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank015_source_balanced_cycle52_rank49_obj1_6_c2_x10_270623_2_mask_overlay.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank015_source_balanced_cycle52_rank49_obj1_6_c2_x10_270623_2_kymograph.png,96,96,96,0.6480488731913524,reviewable_auto,0.3000217013888889,0.0423146473779385,26.03955603281651,0.0053763944216617,,,,0.3283906301285418,routine_or_low_front_plausibility,low front-plausibility context,0.2,0.2089688343264705,-7.527120533143162e-16,0.0,0.0,0.0,0.0,-0.0017194873770673,True,True,True,False,False,False,False,False,3,0.31409918398425907
19,source_balanced_cycle54_rank50_obj2_6_c2_x10_270623_2,54.0,6_c2_x10_270623_2,near_pre_event_1_8,6.0,matched_support_front_qc,0.6116873854739296,3.138657625626704,28,near_pre_front_diffusion_review,0.4280361191008493,0.5114361059045193,0.212628865979384,1.7010309278350606,0.1567754330104843,1.0818087481888568,,4.270765621154241e-06,24.0,66.8186316119222,near_vs_mid_pre|same_source|mask_centroid_path_px|p=0.000999;near_vs_mid_pre|same_source|mask_centroid_path_px|p=0.000999;near_vs_mid_pre|source_penalized_echem_context|mask_centroid_path_px|p=0.000999;near_vs_any_non_near|same_source|mask_centroid_path_px|p=0.000999;near_vs_any_non_near|source_class_penalized_echem_context|mask_centroid_path_px|p=0.000999;near_vs_post_control|source_class_penalized_echem_context|masked_minus_background_mean_slope|p=0.000999;near_vs_mid_pre|source_class_penalized_echem_context|masked_minus_background_mean_slope|p=0.000999;near_vs_any_non_near|source_class_penalized_echem_context|masked_minus_background_mean_slope|p=0.000999,event_relative_bin=near_pre_event_1_8; review_reason=near_pre_front_diffusion_review; matched_positive_support_count=24; front_radius2_slope_px2_per_norm_time=1.7; front_radius_slope_px_per_norm_time_source_echem_context_residual=0.157,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle54_rank50_obj2_6_c2_x10_270623_2.npz,ok,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank019_source_balanced_cycle54_rank50_obj2_6_c2_x10_270623_2_strip.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank019_source_balanced_cycle54_rank50_obj2_6_c2_x10_270623_2_mask_overlay.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank019_source_balanced_cycle54_rank50_obj2_6_c2_x10_270623_2_kymograph.png,96,96,96,0.6153579012526338,reviewable_auto,0.3000217013888889,0.0311030741410488,19.62588316722732,0.0046282696965186,-0.0092626139027927,0.0001679184396148,0.9894736842105264,0.3394108222923022,routine_or_low_front_plausibility,low front-plausibility context,0.2025514172836245,0.2099309392498537,-0.0092626139027927,0.0001679184396148,0.0105263157894736,0.0,0.0,0.0052018945244837,True,True,True,False,False,False,False,False,3,0.3097407661012884
24,source_balanced_cycle84_rank64_obj1_9_c2_x10_010723,84.0,9_c2_x10_010723,near_pre_event_1_8,2.0,matched_support_front_qc,0.5709622311999599,3.714214463636445,10,near_pre_front_diffusion_review,0.5051976793656131,0.498526167064171,2.2504976528960115e-15,-2.0902006235849162e-14,-0.0518978289612965,-0.6436616770073629,0.1463935123449954,6.161694541684688e-06,16.0,39.93932633509681,near_vs_post_control|source_class_penalized_echem_context|masked_minus_background_mean_slope|p=0.000999;near_vs_mid_pre|source_class_penalized_echem_context|masked_minus_background_mean_slope|p=0.000999;near_vs_any_non_near|source_class_penalized_echem_context|masked_minus_background_mean_slope|p=0.000999;near_vs_mid_pre|source_penalized_echem_context|masked_minus_background_mean_slope|p=0.000999;near_vs_any_non_near|source_class_penalized_echem_context|masked_minus_background_mean_median|p=0.000999;near_vs_post_control|source_penalized_echem_context|kymograph_temporal_energy|p=0.002;near_vs_post_control|source_class_penalized_echem_context|masked_minus_background_mean_median|p=0.003;near_vs_mid_pre|source_class_penalized_echem_context|masked_minus_background_mean_median|p=0.005,event_relative_bin=near_pre_event_1_8; review_reason=near_pre_front_diffusion_review; matched_positive_support_count=16; front_radius2_slope_px2_per_norm_time=-2.09e-14; front_radius_slope_px_per_norm_time_source_echem_context_residual=-0.0519; apparent_diffusion_q70_um2_per_norm_time_source_echem_context_residual=0.146,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle84_rank64_obj1_9_c2_x10_010723.npz,ok,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank024_source_balanced_cycle84_rank64_obj1_9_c2_x10_010723_strip.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank024_source_balanced_cycle84_rank64_obj1_9_c2_x10_010723_mask_overlay.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank024_source_balanced_cycle84_rank64_obj1_9_c2_x10_010723_kymograph.png,96,96,96,0.5977604284253027,uncertain_auto,0.3000217013888889,0.020253164556962,25.656467409172937,0.0029708966954222,,,,0.3003451986678085,routine_or_low_front_plausibility,low front-plausibility context,0.2,0.2098997774454323,1.5013403829037477e-15,-4.166666666666667,0.0,0.0,0.0,0.0010084358103711,True,True,False,False,False,False,False,False,2,0.2967912557648499
